date,ym,pacific_rnz_body_count,pacific_rnz_epu_count,pacific_rnz_ratio,pacific_pina_body_count,pacific_pina_epu_count,pacific_pina_ratio,pacific_abc_au_body_count,pacific_abc_au_epu_count,pacific_abc_au_ratio,news_total,pacific_rnz_weights,pacific_pina_weights,pacific_abc_au_weights,pacific_rnz_z_score,pacific_pina_z_score,pacific_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2023-08-01,2023-8,0.0,0.0,0.0,404.0,20.0,0.04950495049504951,58,8.0,0.13793103448275862,462.0,0.0,0.8744588744588745,0.12554112554112554,,0.669371510742727,2.4639748788428903,1.5666731947928088,0.8946680374739164,147.20618830915544,279.11453973061816,147.20618830915544
2023-09-01,2023-9,0.0,0.0,0.0,366.0,2.0,0.00546448087431694,54,4.0,0.07407407407407407,420.0,0.0,0.8714285714285714,0.12857142857142856,,0.0738869099289786,1.323245768267478,0.6985663390982283,0.23451876314392853,38.587064434390115,124.4548147353034,38.587064434390115
2023-10-01,2023-10,0.0,0.0,0.0,388.0,6.0,0.015463917525773196,22,4.0,0.18181818181818182,410.0,0.0,0.9463414634146341,0.05365853658536585,,0.2090923378918003,3.2479668857474464,1.7285296118196234,0.37215389899624957,61.23316653885213,307.9504702176148,61.23316653885213
2023-11-01,2023-11,0.0,0.0,0.0,224.0,4.0,0.017857142857142856,30,2.0,0.06666666666666667,254.0,0.0,0.8818897637795275,0.11811023622047244,,0.24145186637505509,1.1909211914407303,0.7161865289078927,0.3535939126426545,58.17935805151995,127.59398325177311,58.17935805151995
2023-12-01,2023-12,0.0,0.0,0.0,142.0,2.0,0.014084507042253521,22,2.0,0.09090909090909091,164.0,0.0,0.8658536585365854,0.13414634146341464,,0.1904409086901843,1.6239834428737232,0.9072121757819538,0.38274539498309806,62.9758618039226,161.62663006108323,62.9758618039226
2024-01-01,2024-1,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,24,0.0,0.0,50.0,0.0,0.52,0.48,,0.5200501737308879,0.0,0.26002508686544396,0.2704260903400617,44.49515609242763,46.325412779185655,44.49515609242763
2024-02-01,2024-2,0.0,0.0,0.0,133.0,2.0,0.015037593984962405,28,0.0,0.0,161.0,0.0,0.8260869565217391,0.17391304347826086,,0.2033278874737306,0.0,0.1016639437368653,0.16796651573916876,27.63674291455132,18.11219146253875,27.63674291455132
2024-03-01,2024-3,0.0,0.0,0.0,156.0,11.0,0.07051282051282051,40,4.0,0.1,196.0,0.0,0.7959183673469388,0.20408163265306123,,0.9534253185066278,1.7863817871610954,1.3699035528338617,1.12341643455856,184.8438127756953,244.05855726351956,184.8438127756953
2024-04-01,2024-4,0.0,0.0,0.0,109.0,4.0,0.03669724770642202,46,4.0,0.08695652173913043,155.0,0.0,0.7032258064516129,0.2967741935483871,,0.4961946611744252,1.5533754670966047,1.024785064135515,0.8099386422868139,133.26504949475233,182.57311891828456,133.26504949475233
2024-05-01,2024-5,0.0,0.0,0.0,150.0,7.0,0.04666666666666667,74,6.0,0.08108108108108109,224.0,0.0,0.6696428571428571,0.33035714285714285,,0.6309942107934773,1.448417665265753,1.0397059380296152,0.9010358877173541,148.25393666138973,185.23138412839506,148.25393666138973
2024-06-01,2024-6,0.0,0.0,0.0,159.0,7.0,0.0440251572327044,34,2.0,0.058823529411764705,193.0,0.0,0.8238341968911918,0.17616580310880828,,0.595277557352337,1.0508128159771148,0.8230451866647259,0.6755272920323497,111.14938009818762,146.63165184479107,111.14938009818762
2024-07-01,2024-7,0.0,0.0,0.0,119.0,3.0,0.025210084033613446,30,6.0,0.2,149.0,0.0,0.7986577181208053,0.20134228187919462,,0.34087322311772483,3.572763574322191,1.9568183987199579,0.9915894012125837,163.15335968903202,348.62182394545766,163.15335968903202
2024-08-01,2024-8,0.0,0.0,0.0,164.0,6.0,0.036585365853658534,40,6.0,0.15,204.0,0.0,0.803921568627451,0.19607843137254902,,0.49468187257328355,2.679572680741643,1.5871272766574633,0.9230918349592363,151.88296082122505,282.75858729857345,151.88296082122505
2024-09-01,2024-9,0.0,0.0,0.0,135.0,10.0,0.07407407407407407,52,10.0,0.19230769230769232,187.0,0.0,0.7219251336898396,0.27807486631016043,,1.001578112370599,3.4353495906944143,2.2184638515325066,1.6783487908349755,276.1508378567729,395.2359170295241,276.1508378567729
2024-10-01,2024-10,0.0,0.0,0.0,147.0,2.0,0.013605442176870748,50,8.0,0.16,197.0,0.0,0.7461928934010152,0.25380710659898476,,0.18396332676194674,2.8582108594577527,1.5210870931098497,0.8627063553649431,141.94730210987277,270.9930349830789,141.94730210987277
2024-11-01,2024-11,0.0,0.0,0.0,172.0,14.0,0.08139534883720931,28,4.0,0.14285714285714285,200.0,0.0,0.86,0.14,,1.1005712978956,2.5519739816587075,1.8262726397771538,1.303767673622435,214.51830358950212,325.36412122723135,214.51830358950212
2024-12-01,2024-12,0.0,0.0,0.0,115.0,8.0,0.06956521739130435,44,6.0,0.13636363636363635,159.0,0.0,0.7232704402515723,0.27672955974842767,,0.9406124881393451,2.4359751643105843,1.6882938262249647,1.3544235431804426,222.85307935077154,300.78216427207377,222.85307935077154
2025-01-01,2025-1,0.0,0.0,0.0,14.0,0.0,0.0,20,4.0,0.2,34.0,0.0,0.4117647058823529,0.5882352941176471,,0.0,3.572763574322191,1.7863817871610954,2.10162563195423,345.7956309765026,318.25726767002504,345.7956309765026
2025-02-01,2025-2,0.0,0.0,0.0,127.0,7.0,0.05511811023622047,42,2.0,0.047619047619047616,169.0,0.0,0.7514792899408284,0.2485207100591716,,0.7452687529056818,0.8506579938862359,0.7979633733959588,0.7714601619067663,126.93390744940953,142.16313933727537,126.93390744940953
2025-03-01,2025-3,0.0,0.0,0.0,118.0,8.0,0.06779661016949153,26,10.0,0.38461538461538464,144.0,0.0,0.8194444444444444,0.18055555555555555,,0.9166986113222431,6.8706991813888285,3.8936988963555357,1.9917264920287097,327.7131324303733,693.6915617871524,327.7131324303733
2025-04-01,2025-4,0.0,0.0,0.0,115.0,7.0,0.06086956521739131,22,2.0,0.09090909090909091,137.0,0.0,0.8394160583941606,0.16058394160583941,,0.823035927121927,1.6239834428737232,1.223509684997825,0.9516552362207555,156.58270335000157,217.9773954894815,156.58270335000157
2025-05-01,2025-5,0.0,0.0,0.0,120.0,8.0,0.06666666666666667,28,2.0,0.07142857142857142,148.0,0.0,0.8108108108108109,0.1891891891891892,,0.901420301133539,1.2759869908293537,1.0887036459814463,0.9722842694543689,159.9769470511594,193.96069203274024,159.9769470511594
2025-06-01,2025-6,0.0,0.0,0.0,0.0,0.0,0.0,30,2.0,0.06666666666666667,30.0,0.0,0.0,1.0,,0.0,1.1909211914407303,0.5954605957203651,1.1909211914407303,195.95085755335143,106.08575589000834,195.95085755335143
2025-07-01,2025-7,0.0,0.0,0.0,143.0,8.0,0.055944055944055944,30,2.0,0.06666666666666667,173.0,0.0,0.8265895953757225,0.17341040462427745,,0.7564366163358369,1.1909211914407303,0.9736789038882836,0.8317807623077837,136.85889111891095,173.46817447791474,136.85889111891095
2025-08-01,2025-8,0.0,0.0,0.0,123.0,7.0,0.056910569105691054,32,0.0,0.0,155.0,0.0,0.7935483870967742,0.2064516129032258,,0.7695051351139967,0.0,0.3847525675569983,0.6106395588323974,100.47293311193334,68.54654573830722,100.47293311193334
2025-09-01,2025-9,3.0,0.0,0.0,124.0,5.0,0.04032258064516129,44,4.0,0.09090909090909091,171.0,0.017543859649122806,0.7251461988304093,0.2573099415204678,,0.5452138918146405,1.6239834428737232,1.0845986673441819,0.8132268659149663,133.80608465677187,193.2293594059025,133.80608465677187
