date,ym,fiji_rnz_body_count,fiji_rnz_epu_count,fiji_rnz_ratio,fiji_sun_body_count,fiji_sun_epu_count,fiji_sun_ratio,fiji_abc_au_body_count,fiji_abc_au_epu_count,fiji_abc_au_ratio,news_total,fiji_rnz_weights,fiji_sun_weights,fiji_abc_au_weights,fiji_rnz_z_score,fiji_sun_z_score,fiji_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2023-11-01,2023-11,24,1.0,0.041666666666666664,163.0,0.0,0.0,3.0,1.0,0.3333333333333333,190.0,0.12631578947368421,0.8578947368421053,0.015789473684210527,3.7511549143299803,0.0,3.2724695848039493,2.3412081663779767,0.5255006668333231,104.70150130572632,556.7262371094505,104.70150130572632
2023-12-01,2023-12,14,0.0,0.0,152.0,1.0,0.006578947368421052,8.0,1.0,0.125,174.0,0.08045977011494253,0.8735632183908046,0.04597701149425287,0.0,1.4145837108203576,1.2271760943014811,0.8805866017072796,1.2921501885006106,257.4498439055305,209.39857986910184,257.4498439055305
2024-01-01,2024-1,29,0.0,0.0,205.0,0.0,0.0,3.0,0.0,0.0,237.0,0.12236286919831224,0.8649789029535865,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,35,0.0,0.0,196.0,2.0,0.01020408163265306,2.0,0.0,0.0,233.0,0.15021459227467812,0.8412017167381974,0.008583690987124463,0.0,2.1940482045376974,0.0,0.7313494015125658,1.8456371162634708,367.72736769837144,173.91080646461626,367.72736769837144
2024-03-01,2024-3,39,0.0,0.0,149.0,1.0,0.006711409395973154,6.0,0.0,0.0,194.0,0.20103092783505155,0.7680412371134021,0.030927835051546393,0.0,1.4430652620449285,0.0,0.48102175401497616,1.1083336290963626,220.82597080855808,114.38428881565365,220.82597080855808
2024-04-01,2024-4,15,0.0,0.0,126.0,0.0,0.0,4.0,0.0,0.0,145.0,0.10344827586206896,0.8689655172413793,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,30,0.0,0.0,142.0,0.0,0.0,5.0,1.0,0.2,177.0,0.1694915254237288,0.8022598870056498,0.02824858757062147,0.0,0.0,1.9634817508823699,0.65449391696079,0.055465586183117796,11.051042388147032,155.63500112180085,11.051042388147032
2024-06-01,2024-6,22,0.0,0.0,159.0,1.0,0.006289308176100629,6.0,1.0,0.16666666666666666,187.0,0.11764705882352941,0.8502673796791443,0.03208556149732621,0.0,1.352306440532669,1.6362347924019747,0.9961804109782145,1.2023215657706214,239.5522611741299,236.88614265516355,239.5522611741299
2024-07-01,2024-7,34,0.0,0.0,126.0,1.0,0.007936507936507936,7.0,1.0,0.14285714285714285,167.0,0.20359281437125748,0.7544910179640718,0.041916167664670656,0.0,1.7064819368626536,1.4024869649159784,1.036322967259544,1.3463121724497376,268.2411547279179,246.4318185277339,268.2411547279179
2024-08-01,2024-8,19,1.0,0.05263157894736842,141.0,1.0,0.0070921985815602835,13.0,1.0,0.07692307692307693,173.0,0.10982658959537572,0.815028901734104,0.07514450867052024,4.738300944416817,1.5249413052815202,0.7551852888009115,2.3394758461664162,1.8200106979365651,362.6215236124178,556.3143010301642,362.6215236124178
2024-09-01,2024-9,32,0.0,0.0,182.0,1.0,0.005494505494505495,9.0,1.0,0.1111111111111111,223.0,0.14349775784753363,0.8161434977578476,0.04035874439461883,0.0,1.181410571674145,1.0908231949346499,0.757411255536265,1.008224810758324,200.88014726261125,180.10816991613575,200.88014726261125
2024-10-01,2024-10,37,0.0,0.0,170.0,2.0,0.011764705882352941,3.0,0.0,0.0,210.0,0.1761904761904762,0.8095238095238095,0.014285714285714285,0.0,2.529608518172875,0.0,0.8432028393909583,2.0477783242351846,408.0022698748598,200.50892980626347,408.0022698748598
2024-11-01,2024-11,31,0.0,0.0,171.0,1.0,0.005847953216374269,4.0,0.0,0.0,206.0,0.15048543689320387,0.8300970873786407,0.019417475728155338,0.0,1.257407742951429,0.0,0.419135914317143,1.0437705050713317,207.96232202359352,99.66818148264558,207.96232202359352
2024-12-01,2024-12,25,0.0,0.0,191.0,0.0,0.0,7.0,1.0,0.14285714285714285,223.0,0.11210762331838565,0.8565022421524664,0.03139013452914798,0.0,0.0,1.4024869649159784,0.4674956549719928,0.044024254504089005,8.771455169067373,111.16785794414346,8.771455169067373
2025-01-01,2025-1,19,0.0,0.0,168.0,0.0,0.0,6.0,0.0,0.0,193.0,0.09844559585492228,0.8704663212435233,0.031088082901554404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-2,40,0.0,0.0,135.0,1.0,0.007407407407407408,8.0,0.0,0.0,183.0,0.2185792349726776,0.7377049180327869,0.04371584699453552,0.0,1.5927164744051434,0.0,0.5309054914683812,1.1749547762005157,234.09966304295233,126.24636321135108,234.09966304295233
2025-03-01,2025-3,36,1.0,0.027777777777777776,154.0,0.0,0.0,3.0,1.0,0.3333333333333333,193.0,0.18652849740932642,0.7979274611398963,0.015544041450777202,2.500769942886653,0.0,3.2724695848039493,1.9244131758968674,0.5173322626856547,103.07401682947149,457.61471425174517,103.07401682947149
2025-04-01,2025-4,22,0.0,0.0,163.0,2.0,0.012269938650306749,3.0,0.0,0.0,188.0,0.11702127659574468,0.8670212765957447,0.015957446808510637,0.0,2.6382420128183357,0.0,0.8794140042727786,2.2874119579222802,455.74721634957734,209.1197427427288,455.74721634957734
2025-05-01,2025-5,30,0.0,0.0,165.0,1.0,0.006060606060606061,4.0,0.0,0.0,199.0,0.1507537688442211,0.8291457286432161,0.020100502512562814,0.0,1.3031316608769354,0.0,0.4343772202923118,1.0804860504758511,215.27757958221244,103.29247899110541,215.27757958221244
2025-06-01,2025-6,23,1.0,0.043478260869565216,156.0,1.0,0.00641025641025641,4.0,0.0,0.0,183.0,0.12568306010928962,0.8524590163934426,0.02185792349726776,3.9142486062573707,1.3783123336198355,0.0,1.7641869799590688,1.6669095190634637,332.11742667894123,419.51381898243875,332.11742667894123
2025-07-01,2025-7,41,0.0,0.0,143.0,2.0,0.013986013986013986,6.0,0.0,0.0,190.0,0.21578947368421053,0.7526315789473684,0.031578947368421054,0.0,3.007226909716005,0.0,1.002408969905335,2.2633339373125723,450.94987723010814,238.36725921024325,450.94987723010814
2025-08-01,2025-8,27,0.0,0.0,131.0,3.0,0.022900763358778626,4.0,0.0,0.0,162.0,0.16666666666666666,0.808641975308642,0.024691358024691357,0.0,4.924047115527352,0.0,1.6413490385091174,3.9817911860128588,793.337746978894,390.3036419892915,793.337746978894
2025-09-01,2025-9,13,0.0,0.0,144.0,1.0,0.006944444444444444,5.0,1.0,0.2,162.0,0.08024691358024691,0.8888888888888888,0.030864197530864196,0.0,1.493171694754822,1.9634817508823699,1.1522178152123972,1.3878650172784333,276.5202027133475,273.99096663244245,276.5202027133475
