url,filename
https://statistics.gov.sb/download/13/consumer-price-index/590/bulletins_honiara_18-2018_cpi_october_2018.pdf,cpi_2018_10
https://statistics.gov.sb/download/13/consumer-price-index/596/honiara_cpi_july_2018-_first_release_series_3_reweight.pdf,cpi_2018_07
https://statistics.gov.sb/download/13/consumer-price-index/989/bulletin_052023-national-cpi-february_march-2023.pdf,cpi_2023_02
https://statistics.gov.sb/download/13/consumer-price-index/1079/national-cpi-december-2022.pdf,cpi_2022_12
https://statistics.gov.sb/download/13/consumer-price-index/1081/national-cpi-october-november-2022.pdf,cpi_2022_10
https://statistics.gov.sb/download/13/consumer-price-index/1115/national-cpi-april-may-2023.pdf,cpi_2023_04
https://statistics.gov.sb/download/13/consumer-price-index/1132/national-cpi-june-july-2023.pdf,cpi_2023_06
https://statistics.gov.sb/download/13/consumer-price-index/413/national-cpi-september-2022.pdf,cpi_2022_09
https://statistics.gov.sb/download/13/consumer-price-index/415/national-cpi-july-2022.pdf,cpi_2022_07
https://statistics.gov.sb/download/13/consumer-price-index/594/bulletin_1-2018_cpi-_december_2017.pdf,cpi_2017_12
https://statistics.gov.sb/download/13/consumer-price-index/513/national_cpi-january_2021.pdf,cpi_2021_01
https://statistics.gov.sb/download/13/consumer-price-index/595/bulletin__16-2017_cpi_oct_2017.pdf,cpi_2017_10
https://statistics.gov.sb/download/13/consumer-price-index/598/bulletin_10-2017__cpi_june_2017.pdf,cpi_2017_06
https://statistics.gov.sb/download/13/consumer-price-index/597/bulletin_13-2017_cpi_august_2017.pdf,cpi_2017_08
https://statistics.gov.sb/download/13/consumer-price-index/603/bulletin_19-2017-cpi_november_2017.pdf,cpi_2017_11
https://statistics.gov.sb/download/13/consumer-price-index/599/bulletin_15-2017-cpi_september_2017.pdf,cpi_2017_09
https://statistics.gov.sb/download/13/consumer-price-index/602/bulletin__7-2017_cpi_april_2017.pdf,cpi_2017_04
https://statistics.gov.sb/download/13/consumer-price-index/601/bulletin_9-2017-_cpi_may_2017.pdf,cpi_2017_05
https://statistics.gov.sb/download/13/consumer-price-index/574/bulletins_03-2019_cpi_january_2019.pdf,cpi_2019_01
https://statistics.gov.sb/download/13/consumer-price-index/573/bulletins_09-2019_cpi_may-2019.pdf,cpi_2019_05
https://statistics.gov.sb/download/13/consumer-price-index/586/bulletins_honiara_1-2019_cpi_november-december_2018.pdf,cpi_2018_11
https://statistics.gov.sb/download/13/consumer-price-index/575/bulletins_07-2019_cpi_april_2019.pdf,cpi_2019_04
https://statistics.gov.sb/download/13/consumer-price-index/576/bulletins_06-2019_cpi_march_2019.pdf,cpi_2019_03
https://statistics.gov.sb/download/13/consumer-price-index/577/bulletins_05-2019_cpi_february_2019.pdf,cpi_2019_02
https://statistics.gov.sb/download/13/consumer-price-index/516/national_cpi-_february_2021.pdf,cpi_2021_02
https://statistics.gov.sb/download/13/consumer-price-index/414/national-cpi-june-2022.pdf,cpi_2022_06
https://statistics.gov.sb/download/13/consumer-price-index/514/national_cpi-_march_2021.pdf,cpi_2021_03
https://statistics.gov.sb/download/13/consumer-price-index/512/national_cpi_april_2021.pdf,cpi_2021_04
https://statistics.gov.sb/download/13/consumer-price-index/515/national_cpi-may_2021.pdf,cpi_2021_05
https://statistics.gov.sb/download/13/consumer-price-index/521/national-cpi-june-2021.pdf,cpi_2021_06
https://statistics.gov.sb/download/13/consumer-price-index/519/national-cpi-july-2021.pdf,cpi_2021_07
https://statistics.gov.sb/download/13/consumer-price-index/522/national-cpi-september-2021.pdf,cpi_2021_09
https://statistics.gov.sb/download/13/consumer-price-index/520/national-cpi-november-2021.pdf,cpi_2021_11
https://statistics.gov.sb/download/13/consumer-price-index/517/national-cpi-dec-2021.pdf,cpi_2021_12
https://statistics.gov.sb/download/13/consumer-price-index/532/national-cpi-january-2022.pdf,cpi_2022_01
https://statistics.gov.sb/download/13/consumer-price-index/533/national-cpi-feburary-2022.pdf,cpi_2022_02
https://statistics.gov.sb/download/13/consumer-price-index/417/national-cpi-april-2022.pdf,cpi_2022_04
https://statistics.gov.sb/download/13/consumer-price-index/416/national-cpi-march-2022.pdf,cpi_2022_03
https://statistics.gov.sb/download/13/consumer-price-index/82/national-cpi-may-2022.pdf,cpi_2022_05
https://statistics.gov.sb/download/13/consumer-price-index/655/06_cpi_jun-2010.pdf,cpi_2010_06
