date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_people_s_daily_online_weights,china_daily_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2020-04-01,2020-4,92,2.0,0.021739130434782608,0.0,0.0,0.0,92.0,1.0,0.0,1.0833013071165574,,1.0833013071165574,1.0833013071165574,126.72655582203535,126.72655582203535,126.72655582203535
2020-05-01,2020-5,144,4.0,0.027777777777777776,0.0,0.0,0.0,144.0,1.0,0.0,1.3842183368711565,,1.3842183368711565,1.3842183368711565,161.92837688371182,161.92837688371182,161.92837688371182
2020-06-01,2020-6,77,2.0,0.025974025974025976,0.0,0.0,0.0,77.0,1.0,0.0,1.2943340292821206,,1.2943340292821206,1.2943340292821206,151.41354721593834,151.41354721593834,151.41354721593834
2020-07-01,2020-7,93,2.0,0.021505376344086023,0.0,0.0,0.0,93.0,1.0,0.0,1.0716529059647664,,1.0716529059647664,1.0716529059647664,125.36390468416398,125.36390468416398,125.36390468416398
2020-08-01,2020-8,52,3.0,0.057692307692307696,0.0,0.0,0.0,52.0,1.0,0.0,2.874915007347787,,2.874915007347787,2.874915007347787,336.3127827584784,336.3127827584784,336.3127827584784
2020-09-01,2020-9,64,1.0,0.015625,0.0,0.0,0.0,64.0,1.0,0.0,0.7786228144900256,,0.7786228144900256,0.7786228144900256,91.0847119970879,91.0847119970879,91.0847119970879
2020-10-01,2020-10,89,0.0,0.0,0.0,0.0,0.0,89.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-11-01,2020-11,84,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,77,1.0,0.012987012987012988,0.0,0.0,0.0,77.0,1.0,0.0,0.6471670146410603,,0.6471670146410603,0.6471670146410603,75.70677360796917,75.70677360796917,75.70677360796917
2021-01-01,2021-1,84,2.0,0.023809523809523808,0.0,0.0,0.0,84.0,1.0,0.0,1.186472860175277,,1.186472860175277,1.186472860175277,138.7957516146101,138.7957516146101,138.7957516146101
2021-02-01,2021-2,67,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,123,6.0,0.04878048780487805,0.0,0.0,0.0,123.0,1.0,0.0,2.430822445237153,,2.430822445237153,2.430822445237153,284.36202769822563,284.36202769822563,284.36202769822563
2021-04-01,2021-4,89,1.0,0.011235955056179775,0.0,0.0,0.0,89.0,1.0,0.0,0.5599085407568724,,0.5599085407568724,0.5599085407568724,65.49911873947894,65.49911873947894,65.49911873947894
2021-05-01,2021-5,53,1.0,0.018867924528301886,0.0,0.0,0.0,53.0,1.0,0.0,0.9402237759879554,,0.9402237759879554,0.9402237759879554,109.98908618516275,109.98908618516275,109.98908618516275
2021-06-01,2021-6,103,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-07-01,2021-7,65,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-08-01,2021-8,102,1.0,0.00980392156862745,0.0,0.0,0.0,102.0,1.0,0.0,0.488547648307467,,0.488547648307467,0.488547648307467,57.15119184131005,57.15119184131005,57.15119184131005
2021-09-01,2021-9,81,1.0,0.012345679012345678,0.0,0.0,0.0,81.0,1.0,0.0,0.615208149720514,,0.615208149720514,0.615208149720514,71.96816750387191,71.96816750387191,71.96816750387191
2021-10-01,2021-10,78,2.0,0.02564102564102564,0.0,0.0,0.0,78.0,1.0,0.0,1.277740003265683,,1.277740003265683,1.277740003265683,149.47234789265707,149.47234789265707,149.47234789265707
2021-11-01,2021-11,99,1.0,0.010101010101010102,0.0,0.0,0.0,99.0,1.0,0.0,0.5033521224986024,,0.5033521224986024,0.5033521224986024,58.88304613953157,58.88304613953157,58.88304613953157
2021-12-01,2021-12,107,0.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-01-01,2022-1,63,3.0,0.047619047619047616,0.0,0.0,0.0,63.0,1.0,0.0,2.372945720350554,,2.372945720350554,2.372945720350554,277.5915032292202,277.5915032292202,277.5915032292202
2022-02-01,2022-2,43,1.0,0.023255813953488372,0.0,0.0,0.0,43.0,1.0,0.0,1.1588804680781777,,1.1588804680781777,1.1588804680781777,135.5679434375262,135.5679434375262,135.5679434375262
2022-03-01,2022-3,112,3.0,0.026785714285714284,0.0,0.0,0.0,112.0,1.0,0.0,1.3347819676971866,,1.3347819676971866,1.3347819676971866,156.1452205664364,156.1452205664364,156.1452205664364
2022-04-01,2022-4,72,1.0,0.013888888888888888,0.0,0.0,0.0,72.0,1.0,0.0,0.6921091684355782,,0.6921091684355782,0.6921091684355782,80.96418844185591,80.96418844185591,80.96418844185591
2022-05-01,2022-5,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,2.2147493389938506,,2.2147493389938506,2.2147493389938506,259.0854030139389,259.0854030139389,259.0854030139389
2022-06-01,2022-6,52,1.0,0.019230769230769232,0.0,0.0,0.0,52.0,1.0,0.0,0.9583050024492623,,0.9583050024492623,0.9583050024492623,112.1042609194928,112.1042609194928,112.1042609194928
2022-07-01,2022-7,48,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,2.2147493389938506,,2.2147493389938506,2.2147493389938506,259.0854030139389,259.0854030139389,259.0854030139389
2022-09-01,2022-9,65,1.0,0.015384615384615385,0.0,0.0,0.0,65.0,1.0,0.0,0.7666440019594098,,0.7666440019594098,0.7666440019594098,89.68340873559424,89.68340873559424,89.68340873559424
2022-10-01,2022-10,70,1.0,0.014285714285714285,0.0,0.0,0.0,70.0,1.0,0.0,0.7118837161051662,,0.7118837161051662,0.7118837161051662,83.27745096876608,83.27745096876608,83.27745096876608
2022-11-01,2022-11,53,1.0,0.018867924528301886,0.0,0.0,0.0,53.0,1.0,0.0,0.9402237759879554,,0.9402237759879554,0.9402237759879554,109.98908618516275,109.98908618516275,109.98908618516275
2022-12-01,2022-12,98,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-01-01,2023-1,71,0.0,0.0,0.0,0.0,0.0,71.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-02-01,2023-2,77,1.0,0.012987012987012988,0.0,0.0,0.0,77.0,1.0,0.0,0.6471670146410603,,0.6471670146410603,0.6471670146410603,75.70677360796917,75.70677360796917,75.70677360796917
2023-03-01,2023-3,199,1.0,0.005025125628140704,0.0,0.0,0.0,199.0,1.0,0.0,0.25041135742392784,,0.25041135742392784,0.25041135742392784,29.293575717656413,29.293575717656413,29.293575717656413
2023-04-01,2023-4,59,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,61,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-06-01,2023-6,81,1.0,0.012345679012345678,0.0,0.0,0.0,81.0,1.0,0.0,0.615208149720514,,0.615208149720514,0.615208149720514,71.96816750387191,71.96816750387191,71.96816750387191
2023-07-01,2023-7,72,1.0,0.013888888888888888,0.0,0.0,0.0,72.0,1.0,0.0,0.6921091684355782,,0.6921091684355782,0.6921091684355782,80.96418844185591,80.96418844185591,80.96418844185591
2023-08-01,2023-8,60,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-09-01,2023-9,88,0.0,0.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-10-01,2023-10,62,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-11-01,2023-11,46,1.0,0.021739130434782608,0.0,0.0,0.0,46.0,1.0,0.0,1.0833013071165574,,1.0833013071165574,1.0833013071165574,126.72655582203535,126.72655582203535,126.72655582203535
2023-12-01,2023-12,93,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,68,1.0,0.014705882352941176,0.0,0.0,0.0,68.0,1.0,0.0,0.7328214724612006,,0.7328214724612006,0.7328214724612006,85.72678776196508,85.72678776196508,85.72678776196508
2024-02-01,2024-2,71,2.0,0.028169014084507043,0.0,0.0,0.0,71.0,1.0,0.0,1.4037143697848349,,1.4037143697848349,1.4037143697848349,164.20905824827116,164.20905824827116,164.20905824827116
2024-03-01,2024-3,90,1.0,0.011111111111111112,0.0,0.0,0.0,90.0,1.0,0.0,0.5536873347484627,,0.5536873347484627,0.5536873347484627,64.77135075348473,64.77135075348473,64.77135075348473
2024-04-01,2024-4,65,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,62,1.0,0.016129032258064516,0.0,0.0,0.0,62.0,1.0,0.0,0.8037396794735747,,0.8037396794735747,0.8037396794735747,94.02292851312299,94.02292851312299,94.02292851312299
2024-06-01,2024-6,47,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-07-01,2024-7,94,1.0,0.010638297872340425,0.0,0.0,0.0,94.0,1.0,0.0,0.5301261715676769,,0.5301261715676769,0.5301261715676769,62.01512306184708,62.01512306184708,62.01512306184708
2024-08-01,2024-8,70,1.0,0.014285714285714285,0.0,0.0,0.0,70.0,1.0,0.0,0.7118837161051662,,0.7118837161051662,0.7118837161051662,83.27745096876608,83.27745096876608,83.27745096876608
2024-09-01,2024-9,75,0.0,0.0,94.0,1.0,0.010638297872340425,169.0,0.4437869822485207,0.5562130177514792,0.0,,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,54,0.0,0.0,101.0,1.0,0.009900990099009901,155.0,0.34838709677419355,0.6516129032258065,0.0,,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,62,1.0,0.016129032258064516,101.0,0.0,0.0,163.0,0.3803680981595092,0.6196319018404908,0.8037396794735747,,0.8037396794735747,0.30571693329669714,35.76332250192408,94.02292851312299,35.76332250192408
2024-12-01,2024-12,75,1.0,0.013333333333333334,153.0,2.0,0.013071895424836602,228.0,0.32894736842105265,0.6710526315789473,0.6644248016981552,,0.6644248016981552,0.21856079003228793,25.567638455322925,77.72562090418168,25.567638455322925
2025-01-01,2025-1,54,0.0,0.0,89.0,1.0,0.011235955056179775,143.0,0.3776223776223776,0.6223776223776224,0.0,,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-2,52,0.0,0.0,73.0,1.0,0.0136986301369863,125.0,0.416,0.584,0.0,,0.0,0.0,0.0,0.0,0.0
2025-03-01,2025-3,144,1.0,0.006944444444444444,229.0,1.0,0.004366812227074236,373.0,0.38605898123324395,0.613941018766756,0.3460545842177891,,0.3460545842177891,0.13359748023421347,15.628476053119636,40.482094220927955,15.628476053119636
2025-04-01,2025-4,67,0.0,0.0,76.0,3.0,0.039473684210526314,143.0,0.46853146853146854,0.5314685314685315,0.0,,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,63,1.0,0.015873015873015872,87.0,2.0,0.022988505747126436,150.0,0.42,0.58,0.790981906783518,,0.790981906783518,0.33221240084907755,38.862810452090834,92.53050107640675,38.862810452090834
2025-06-01,2025-6,65,1.0,0.015384615384615385,97.0,0.0,0.0,162.0,0.4012345679012346,0.5987654320987654,0.7666440019594098,,0.7666440019594098,0.30760407486025704,35.98408375193596,89.68340873559424,35.98408375193596
2025-07-01,2025-7,73,2.0,0.0273972602739726,169.0,2.0,0.011834319526627219,242.0,0.30165289256198347,0.6983471074380165,1.3652564418455242,,1.3652564418455242,0.41183355477158373,48.17703775052583,159.71017994009932,48.17703775052583
2025-08-01,2025-8,67,1.0,0.014925373134328358,411.0,11.0,0.0267639902676399,478.0,0.1401673640167364,0.8598326359832636,0.7437591063785319,,0.7437591063785319,0.10425075340452226,12.195442610488758,87.00629205691979,12.195442610488758
2025-09-01,2025-9,92,2.0,0.021739130434782608,584.0,8.0,0.0136986301369863,676.0,0.13609467455621302,0.863905325443787,1.0833013071165574,,1.0833013071165574,0.14743153883834806,17.246809372229663,126.72655582203535,17.246809372229663
