,date,sibc,ss,st,tis
141,2019-01-01,-0.11994186046511628,0.26495434782608696,0.4991,0.68475
142,2019-02-01,0.11520526315789476,0.252625641025641,0.4250285714285714,0.9831
143,2019-03-01,0.15392608695652174,0.2926615384615385,0.46385,
144,2019-04-01,0.4610206896551724,0.32684347826086957,0.5085236111111111,
145,2019-05-01,0.28282857142857143,0.21967435897435897,0.509267088607595,0.5177136363636363
146,2019-06-01,0.44377368421052626,0.33244464285714287,0.4180888888888889,0.6079478260869565
147,2019-07-01,0.3501166666666667,0.294244,0.4065885714285714,0.2592125
148,2019-08-01,0.47487368421052634,0.21858166666666667,0.3550222222222222,0.40559268292682926
149,2019-09-01,0.5460487179487179,0.24284402985074627,0.43049565217391306,0.5128857142857143
150,2019-10-01,0.5929473684210527,0.4204247191011236,0.4009555555555555,0.99065
151,2019-11-01,0.6060555555555555,0.5608,0.6007581395348837,-0.9783
152,2019-12-01,0.673056,0.5237898305084746,0.5912055555555555,0.2941
153,2020-01-01,,0.32687863247863247,0.2198736842105263,0.4563636363636363
154,2020-02-01,0.19155624999999998,0.307448087431694,0.31805526315789473,0.608575
155,2020-03-01,0.179948275862069,0.23058657407407407,0.3632663157894737,0.40571
156,2020-04-01,-0.12568823529411766,0.07731005917159764,0.34631263157894737,0.5997777777777777
157,2020-05-01,0.38147826086956516,0.09147878787878788,0.427327,-0.08985000000000004
158,2020-06-01,-0.042633333333333336,0.041488596491228075,0.545119587628866,
159,2020-07-01,0.5014166666666667,0.1304423076923077,0.5712900000000001,
160,2020-08-01,0.40302173913043476,0.17671428571428574,0.6084340206185567,-0.7172999999999999
161,2020-09-01,0.13481612903225806,0.1679136690647482,0.3574577319587629,0.42104615384615385
162,2020-10-01,0.10578,0.3693208333333334,0.579583,0.4777923076923077
163,2020-11-01,0.33260000000000006,0.41250482758620693,0.36150465116279074,0.36402
164,2020-12-01,-0.10528333333333333,0.3347467105263158,0.5023855263157895,0.4902125
165,2021-01-01,0.16014375,0.13624799999999998,0.22220384615384617,0.16191666666666668
166,2021-02-01,0.20009655172413796,0.14875862068965517,0.5510071428571429,0.30201666666666666
167,2021-03-01,0.43318260869565217,0.28442077922077924,0.599713698630137,0.4114124463519313
168,2021-04-01,0.19393000000000002,0.19537578947368422,0.4058333333333333,0.31966960784313725
169,2021-05-01,-0.926,0.36286993464052286,0.6654749999999999,0.4011083650190114
170,2021-06-01,0.16955833333333334,0.2636089552238806,0.7119440677966101,0.4757162068965517
171,2021-07-01,0.43285,0.1995543209876543,0.5227218181818182,0.449763813229572
172,2021-08-01,0.6284616438356165,0.3877670731707317,0.4026837837837838,0.44514637681159425
173,2021-09-01,0.23844464285714287,-0.15220142857142857,0.6653341772151898,0.4006311377245509
174,2021-10-01,0.2463952380952381,0.30889552238805973,0.5656411764705882,0.4251816091954023
175,2021-11-01,0.42457083333333334,0.18644799999999997,0.454272,0.34669461538461543
176,2021-12-01,0.20400285714285715,0.11482169811320754,0.25207799999999997,0.3465465346534653
177,2022-01-01,0.14481,0.1973282786885246,0.423273,0.2843723926380368
178,2022-02-01,0.4006257142857143,0.19535714285714284,0.451445,0.3315517730496454
179,2022-03-01,0.5208671875,0.29790458333333336,0.664067,0.4250992537313433
180,2022-04-01,0.5327193548387096,0.3944310975609756,0.47147169811320755,0.5205571428571428
181,2022-05-01,0.7405303571428572,0.5506614864864865,0.7420632352941177,0.461361320754717
182,2022-06-01,0.77258,0.5128576923076923,0.8017472222222222,0.5469261194029851
183,2022-07-01,0.71655,0.3100796875,0.7102464285714285,0.42230588235294114
184,2022-08-01,0.730595890410959,0.3156424,0.616808,0.48821807228915665
185,2022-09-01,0.6074174603174602,0.36438144329896904,0.6822671428571428,0.5818029411764706
186,2022-10-01,0.6868564516129032,0.3904953488372093,0.69878125,0.5740099999999999
187,2022-11-01,0.763334375,0.528022105263158,0.6047719298245614,-0.018291891891891895
188,2022-12-01,0.6354285714285713,0.41225471698113203,0.6645769230769231,0.22539174311926605
189,2023-01-01,0.6207894736842106,0.23293026315789475,0.5616423076923077,0.3892217391304348
190,2023-02-01,0.818923076923077,0.27098384615384613,0.5830229166666666,0.4470375
191,2023-03-01,0.8449766233766233,0.37504630872483224,0.7884175438596491,0.3538969387755102
192,2023-04-01,0.8300032258064516,0.31500222222222224,0.7719323529411765,0.49295666666666665
193,2023-05-01,0.8436964912280701,0.3419041666666667,0.8441370370370371,0.737275
194,2023-06-01,0.8775076923076922,0.4273046875,0.9146804347826086,0.3337
195,2023-07-01,0.8723392156862745,0.49590689655172415,0.7784322580645161,0.38739999999999997
196,2023-08-01,0.8680230769230769,0.31272500000000003,0.7930619047619047,0.34165384615384614
