,date,sibc_news_count,sibc_epu_count,sibc_ratio,sibc_z_score,ss_news_count,ss_epu_count,ss_ratio,ss_z_score,st_news_count,st_epu_count,st_ratio,st_z_score,tis_news_count,tis_epu_count,tis_ratio,tis_z_score,abc_news_count,abc_epu_count,abc_ratio,abc_z_score,rnz_news_count,rnz_epu_count,rnz_ratio,rnz_z_score,z_score,epu_index
50,2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.02127659574468085,0.17892320066210873,0.0,0.0,0.0,0.0,0.02982053344368479,2.9620208256771132
51,2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
53,2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
54,2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
57,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
58,2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
59,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
60,2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
61,2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
62,2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,5.0,2.0,0.4,3.3637561724476446,0.0,0.0,0.0,0.0,0.5998718150350102,59.58420603796127
63,2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.03,0.7064241532872477,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11773735888120795,11.694643545694596
65,2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.6818780862238223,0.0,0.0,0.0,0.0,0.3195588006643731,31.7412102765964
66,2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
68,2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
69,2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.03,0.7064241532872477,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11773735888120795,11.694643545694596
70,2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
71,2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
73,2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
75,2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,4.0,0.042105263157894736,0.9914724958417512,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16524541597362521,16.413534800974872
77,2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
78,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.02,0.47094943552483187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849157258747198,7.796429030463065
79,2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
80,2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
81,2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.010101010101010102,0.23785325026506662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039642208377511104,3.9375904194257907
82,2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.015873015873015872,0.37376939327367603,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06229489887894601,6.187642087669098
83,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,0.011764705882352941,0.27702907972048935,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04617151328674823,4.586134723801803
84,2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.02247191011235955,0.5291566691290246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819277818817076,8.760032618497824
85,2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
86,2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,0.02564102564102564,0.6037813275959383,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10063022126598972,9.995421833927006
87,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,5.0,0.054945054945054944,1.2938171305627248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156361884271208,21.418761072700725
88,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,0.058823529411764705,1.3851453986024467,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308575664337411,22.930673619009013
89,2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,0.024691358024691357,0.5814190562034961,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096903176033916,9.625221025263041
90,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.01,0.23547471776241594,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924578629373599,3.8982145152315324
91,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,0.0375,0.8830301916090597,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14717169860150994,14.618304432118245
92,2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,0.04,0.9418988710496637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15698314517494397,15.59285806092613
93,2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.030303030303030304,0.7135597507951998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189266251325333,11.81277125827737
94,2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0.016129032258064516,0.3797979318748644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0632996553124774,6.287442766502472
95,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0125,0.29434339720301994,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049057232867169995,4.872768144039417
97,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,0.011627906976744186,0.27380781135164645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456346352252744,4.532807575850619
98,2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.027777777777777776,0.6540964382289332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10901607303815553,10.828373653420924
99,2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,0.0625,1.4717169860150996,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528616433584993,24.36384072019708
100,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.01694915254237288,0.39910969112273886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06651828185378982,6.60714324615514
101,2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0125,0.29434339720301994,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049057232867169995,4.872768144039417
102,2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.022222222222222223,0.5232771505831465,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08721285843052441,8.662698922736737
103,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.030927835051546393,0.7282723229765441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12137872049609068,12.05633355226247
104,2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,7.0,0.08536585365853659,2.0101500296791603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350250049465267,33.27744098368381
105,2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,0.06,1.4128483065744954,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2354747177624159,23.389287091389193
106,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.05405405405405406,1.2728363122292754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2121393853715459,21.071429812062338
107,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.041666666666666664,0.9811446573433996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16352410955723326,16.24256048013138
109,2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.06,1.4128483065744954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2354747177624159,23.389287091389193
110,2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,0.031746031746031744,0.7475387865473521,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12458979775789202,12.375284175338196
