Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
19-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1960,,2240,14.29%,,12.34%,,90674.01217,552008.0634,8/19/21,VU,VUT,14.29%,,5,32,491387.0071,28,,,,,350,0,0,,
24-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2240,,2310,3.13%,,2.75%,,18879.68703,567163.3274,8/24/21,VU,VUT,3.13%,,1,33,552008.0634,32,,,,,70,0,0,,
29-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2310,,2310,0.00%,,-1.31%,,136139.8044,559714.4815,8/29/21,VU,VUT,0.00%,,8,33,567163.3274,33,,,,,560,0,0,,
11-Sep-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,3080,,2870,-6.82%,,-5.63%,,120984.5403,699578.7088,9/11/21,VU,VUT,-6.82%,,7,41,741320.078,44,,,,,490,0,0,,
4-Oct-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,,2170,24.00%,,20.92%,,68069.90218,525679.5304,10/4/21,VU,VUT,24.00%,,4,31,434747.946,25,,,,,280,0,0,,
6-Oct-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1820,,2520,38.46%,,35.05%,,90674.01217,612629.1196,10/6/21,VU,VUT,38.46%,,5,36,453627.6331,26,,,,,350,0,0,,
24-Oct-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1600,340,1110,-30.63%,226.47%,-26.16%,226.47%,75518.74811,299377.8943,10/24/21,VU,VUT,-35.00%,550.00%,4,13,405464.7427,20,4254,91701.33699,2,4254,280,0,4254,0.00%,0.00%
27-Nov-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1820,,1960,7.69%,,9.88%,,68069.90218,502560.276,11/27/21,VU,VUT,7.69%,,4,28,457352.056,26,,,,,280,0,0,,
28-Nov-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,,1960,12.00%,,13.65%,,90674.01217,502560.276,11/28/21,VU,VUT,12.00%,,5,28,442196.792,25,,,,,350,0,0,,
2-Dec-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2030,,1810,-10.84%,,-10.02%,,45850.6685,465828.2268,12/2/21,VU,VUT,-20.69%,,1,23,517715.5401,29,,,,,170,2127,4254,,
6-Dec-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1890,,2430,28.57%,,27.03%,,113535.6944,614426.197,12/6/21,VU,VUT,7.41%,,7,29,483680.589,27,,,,,490,0,8508,,
11-Dec-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1980,,2900,46.46%,,42.98%,,139864.2273,726292.1181,12/11/21,VU,VUT,66.67%,,8,40,507954.4723,24,6381,,,,560,0,2127,-66.67%,
12-Dec-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2080,,2800,34.62%,,30.73%,,90674.01217,699321.1366,12/12/21,VU,VUT,66.67%,,5,40,534925.4538,24,8508,,,,350,0,0,-100.00%,
30-Jan-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,340,,680,100.00%,,100.00%,,91701.33699,183402.674,1/30/22,VU,VUT,100.00%,,2,4,91701.33699,2,4254,,,,340,4254,8508,100.00%,
4-Feb-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,340,,1020,200.00%,,200.00%,,91701.33699,275104.011,2/4/22,VU,VUT,200.00%,,2,6,91701.33699,2,4254,,,,340,4254,12762,200.00%,
4-Mar-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,,170,1400,,723.53%,,674.79%,52914.63812,355247.2028,3/4/22,VU,VUT,,1900.00%,3,20,,,,45850.6685,1,2127,210,0,0,,-100.00%
5-Apr-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,,,140,,,,,37759.37406,37759.37406,4/5/22,VU,VUT,,,2,2,,,,,,,140,0,0,,
1-Oct-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,92,,736,700.00%,,650.68%,,22365.825,186269.0339,10/1/22,VU,VUT,700.00%,,2,16,24813.30295,2,1552,,,,92,1552,12416,700.00%,
8-Oct-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,736,,690,-6.25%,,-7.97%,,22365.825,171414.9044,10/8/22,VU,VUT,-6.25%,,2,15,186269.0339,16,12416,,,,92,1552,11640,-6.25%,
10-Oct-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,690,,736,6.67%,,5.73%,,22365.825,183821.5559,10/10/22,VU,VUT,6.67%,,2,16,173862.3824,15,11640,,,,92,1552,12416,6.67%,
6-Nov-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,,,308,,,,,22365.825,80623.14497,11/6/22,VU,VUT,,,2,4,,,,,,,92,1552,4455,,
28-Nov-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,1116,,830,-25.63%,,-25.99%,,49190.21515,212685.8773,11/28/22,VU,VUT,-25.00%,,3,9,287375.4063,12,7157,,,,210,0,4254,-40.56%,
5-Dec-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,830,,1360,63.86%,,60.21%,,18879.68703,340734.3872,12/5/22,VU,VUT,100.00%,,1,18,212685.8773,9,4254,,,,70,0,2127,-50.00%,
9-Dec-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,1150,,1360,18.26%,,21.25%,,64345.47921,344458.8102,12/9/22,VU,VUT,20.00%,,4,18,284095.3261,15,2127,,,,280,0,2127,0.00%,
12-Dec-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,1360,,1710,25.74%,,19.98%,,49190.21515,408804.2894,12/12/22,VU,VUT,27.78%,,3,23,340734.3872,18,2127,,,,210,0,2127,0.00%,
17-Dec-22,Vanuatu,East Asia & Pacific,Domestic,Passenger,1500,170,2370,58.00%,1294.12%,58.00%,1139.22%,83225.16624,568190.6522,12/17/22,VU,VUT,55.00%,3000.00%,6,31,359614.0742,20,2127,45850.6685,1,2127,420,0,4254,100.00%,100.00%
8-Jan-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2920,,2640,-9.59%,,-9.45%,,56639.06108,652443.1433,1/8/23,VU,VUT,-11.11%,,3,32,720513.0455,36,8508,,,,210,0,8508,0.00%,
17-Jan-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2710,,2360,-12.92%,,-10.73%,,91701.33699,599270.933,1/17/23,VU,VUT,-15.15%,,2,28,671322.8303,33,8508,,,,340,4254,8508,0.00%,
3-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,3150,,3060,-2.86%,,-5.01%,,120984.5403,746841.5784,2/3/23,VU,VUT,-15.56%,,8,38,786270.7258,45,,,,,560,0,8508,,
4-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,3220,,3130,-2.80%,,-3.54%,,136139.8044,769445.6884,2/4/23,VU,VUT,-15.22%,,8,39,797701.5669,46,,,,,560,0,8508,,
6-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,3010,,3130,3.99%,,3.83%,,68069.90218,769445.6884,2/6/23,VU,VUT,-9.30%,,4,39,741062.5058,43,,,,,280,0,8508,,
8-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,3140,,2920,-7.01%,,-8.12%,,105829.2762,716531.0503,2/8/23,VU,VUT,-14.29%,,6,36,779849.2047,42,4254,,,,420,0,8508,100.00%,
11-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,3130,,2020,-35.46%,,-33.07%,,37759.37406,515018.4419,2/11/23,VU,VUT,-33.33%,,2,26,769445.6884,39,8508,,,,140,0,4254,-50.00%,
21-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,340,2170,29.17%,538.24%,24.63%,485.44%,37759.37406,536852.7993,2/21/23,VU,VUT,29.17%,1450.00%,2,31,430765.9509,24,,91701.33699,2,4254,140,0,0,,-100.00%
24-Feb-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,340,2100,20.00%,517.65%,16.99%,468.91%,117260.1173,521697.5352,2/24/23,VU,VUT,20.00%,1400.00%,7,30,445921.2149,25,,91701.33699,2,4254,490,0,0,,-100.00%
26-Mar-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,960,,1610,67.71%,,62.31%,,56639.06108,408161.8409,3/26/23,VU,VUT,187.50%,,3,23,251472.5762,8,8508,,,,210,0,0,-100.00%,
7-Apr-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1960,,1680,-14.29%,,-13.85%,,105829.2762,423317.1049,4/7/23,VU,VUT,-14.29%,,6,24,491387.0071,28,,,,,420,0,0,,
16-Apr-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1890,,2240,18.52%,,18.26%,,75518.74811,563181.3323,4/16/23,VU,VUT,18.52%,,4,32,476231.7431,27,,,,,280,0,0,,
2-May-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,,,140,,,,,37759.37406,37759.37406,5/2/23,VU,VUT,,,2,2,,,,,,,140,0,0,,
12-May-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1120,,1960,75.00%,,75.67%,,117260.1173,491387.0071,5/12/23,VU,VUT,75.00%,,7,28,279728.4546,16,,,,,490,0,0,,
17-May-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1960,,1540,-21.43%,,-21.54%,,124708.9633,385557.7309,5/17/23,VU,VUT,-21.43%,,7,22,491387.0071,28,,,,,490,0,0,,
23-May-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1470,,2200,49.66%,,51.66%,,37759.37406,556117.3626,5/23/23,VU,VUT,42.86%,,2,30,366678.0439,21,,,,,140,0,2127,,
9-Jun-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2100,,2030,-3.33%,,-3.62%,,117260.1173,502817.8482,6/9/23,VU,VUT,-3.33%,,7,29,521697.5352,30,,,,,490,0,0,,
21-Jun-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2100,,2100,0.00%,,0.00%,,105829.2762,521697.5352,6/21/23,VU,VUT,0.00%,,6,30,521697.5352,30,,,,,420,0,0,,
23-Jun-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2030,,2240,10.34%,,10.52%,,132415.3814,555732.4863,6/23/23,VU,VUT,10.34%,,8,32,502817.8482,29,,,,,560,0,0,,
30-Jun-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2240,,2100,-6.25%,,-6.12%,,117260.1173,521697.5352,6/30/23,VU,VUT,-6.25%,,7,30,555732.4863,32,,,,,490,0,0,,
22-Jul-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2584,,1964,-23.99%,,-23.62%,,18879.68703,492465.8464,7/22/23,VU,VUT,-18.18%,,1,27,644788.2396,33,7623,,,,70,0,3369,-55.80%,
29-Jul-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,1964,,2860,45.62%,,43.78%,,105829.2762,708054.8796,7/29/23,VU,VUT,40.74%,,6,38,492465.8464,27,3369,,,,420,0,4254,26.27%,
4-Aug-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2510,,2100,-16.33%,,-14.81%,,68069.90218,529146.3812,8/4/23,VU,VUT,-9.09%,,4,30,621105.2904,33,4254,,,,280,0,0,-100.00%,
6-Aug-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2860,,2030,-29.02%,,-27.93%,,56639.06108,510266.6941,8/6/23,VU,VUT,-23.68%,,3,29,708054.8796,38,4254,,,,210,0,0,-100.00%,
8-Sep-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2590,,2240,-13.51%,,-12.44%,,117260.1173,559456.9093,9/8/23,VU,VUT,-13.51%,,7,32,638957.6526,37,,,,,490,0,0,,
9-Sep-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2450,,2240,-8.57%,,-8.08%,,105829.2762,559456.9093,9/9/23,VU,VUT,-8.57%,,6,32,608647.1244,35,,,,,420,0,0,,
22-Sep-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2030,,2460,21.18%,,24.41%,,94656.00733,611344.2226,9/22/23,VU,VUT,10.34%,,6,32,491387.0071,29,,,,,420,0,0,,
23-Sep-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2170,,2390,10.14%,,13.56%,,117260.1173,592464.5356,9/23/23,VU,VUT,0.00%,,7,31,521697.5352,31,,,,,490,0,0,,
24-Sep-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2170,,2600,19.82%,,24.42%,,113278.1222,649103.5966,9/24/23,VU,VUT,9.68%,,6,34,521697.5352,31,,,,,420,0,0,,
8-Oct-23,Vanuatu,East Asia & Pacific,Domestic,Passenger,2250,,1750,-22.22%,,-26.02%,,94398.43514,415868.259,10/8/23,VU,VUT,-13.79%,,5,25,562154.0074,29,,,,,350,0,0,,
23-Feb-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,,152,-42.86%,,14.18%,,6276.085834,66598.03691,2/23/23,SB,SLB,-42.86%,,1,8,58328.14299,14,,,,,19,0,0,,
14-Mar-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,209,-8.33%,,7.14%,,28661.86765,89904.00531,3/14/23,SB,SLB,-8.33%,,3,11,83909.92131,12,,,,,57,0,0,,
16-Mar-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,,171,-40.00%,,-42.93%,,12552.17167,64240.35345,3/16/23,SB,SLB,-40.00%,,3,9,112571.789,15,,,,,57,0,0,,
19-Mar-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,,209,-21.43%,,-42.34%,,3974.893619,57741.1046,3/19/23,SB,SLB,-21.43%,,1,11,100143.5683,14,,,,,19,0,0,,
24-Mar-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,272,152,-11.11%,-44.12%,-35.39%,-58.48%,25383.9976,37308.67845,3/24/23,SB,SLB,-11.11%,300.00%,3,8,57741.1046,9,,89847.12351,2,8364,57,0,0,,-100.00%
2-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,,285,87.50%,,74.04%,,18914.86973,88440.98436,4/2/23,SB,SLB,87.50%,,3,15,50817.50606,8,,,,,57,0,0,,
3-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,,285,66.67%,,48.32%,,4889.460758,86097.70334,4/3/23,SB,SLB,66.67%,,1,15,58050.24784,9,,,,,19,0,0,,
4-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,,323,70.00%,,60.52%,,17441.63242,99564.44215,4/4/23,SB,SLB,70.00%,,3,17,62025.14146,10,,,,,57,0,0,,
9-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,136,228,-20.00%,67.65%,16.93%,130.19%,12258.75332,103409.7732,4/9/23,SB,SLB,-20.00%,1100.00%,1,12,88440.98436,15,,44923.56176,1,4182,19,0,0,,-100.00%
20-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,437,91.67%,221.32%,20.52%,192.57%,24682.97958,131434.664,4/20/23,SB,SLB,91.67%,2200.00%,5,23,109052.9912,12,,44923.56176,1,4182,95,0,0,,-100.00%
4-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,247,8.33%,81.62%,1.51%,66.50%,4425.815155,74797.8399,5/4/23,SB,SLB,8.33%,1200.00%,1,13,73684.29704,12,,44923.56176,1,4182,19,0,0,,-100.00%
9-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,136,209,-15.38%,53.68%,-1.02%,82.06%,28661.86765,81788.79426,5/9/23,SB,SLB,-15.38%,1000.00%,3,11,82630.77807,13,,44923.56176,1,4182,57,0,0,,-100.00%
17-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,304,60.00%,123.53%,31.25%,127.40%,19327.75491,102156.1125,5/17/23,SB,SLB,60.00%,1500.00%,3,16,77833.92253,10,,44923.56176,1,4182,57,0,0,,-100.00%
21-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,136,361,35.71%,165.44%,21.49%,176.15%,35614.95516,124055.9467,5/21/23,SB,SLB,35.71%,1800.00%,5,19,102110.8629,14,,44923.56176,1,4182,95,0,0,,-100.00%
2-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,399,136,171,-57.14%,25.74%,-64.78%,13.05%,7241.347158,50786.06766,6/2/23,SB,SLB,-57.14%,800.00%,2,9,144190.2036,21,,44923.56176,1,4182,38,0,0,,-100.00%
11-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,114,136,247,116.67%,81.62%,151.02%,73.23%,6792.667196,77819.43003,6/11/23,SB,SLB,116.67%,1200.00%,1,13,31001.15422,6,,44923.56176,1,4182,19,0,0,,-100.00%
13-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,361,280.00%,165.44%,367.87%,157.51%,6792.667196,115681.1528,6/13/23,SB,SLB,280.00%,1800.00%,1,19,24725.06839,5,,44923.56176,1,4182,19,0,0,,-100.00%
14-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,76,136,380,400.00%,179.41%,581.43%,200.24%,31750.24842,134879.2296,6/14/23,SB,SLB,400.00%,1900.00%,3,20,19793.51882,4,,44923.56176,1,4182,57,0,0,,-100.00%
16-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,136,323,88.89%,137.50%,145.11%,179.58%,17148.21408,125596.5193,6/16/23,SB,SLB,88.89%,1600.00%,3,17,51241.84939,9,,44923.56176,1,4182,57,0,0,,-100.00%
22-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,361,,437,21.05%,,14.28%,,12122.20253,99645.08101,7/22/23,SB,SLB,21.05%,,3,23,87194.50518,19,,,,,57,0,0,,
29-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,437,,343,-21.51%,,-20.85%,,11347.79117,78867.75753,7/29/23,SB,SLB,-21.74%,,3,18,99645.08101,23,,,,,57,0,0,,
20-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,342,,570,66.67%,,52.19%,,38137.74928,146704.9909,8/20/23,SB,SLB,66.67%,,6,30,96398.24068,18,,,,,114,0,0,,
27-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,570,,513,-10.00%,,-6.93%,,0,136539.4045,8/27/23,SB,SLB,-10.00%,,1,27,146704.9909,30,,,,,19,0,0,,
7-Oct-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,114,-50.00%,,-51.19%,,9171.869806,21724.04147,10/7/23,SB,SLB,-50.00%,,4,6,44508.72658,12,,,,,76,0,0,,
9-Oct-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,,372,878.95%,,967.54%,,53842.21005,101635.8562,10/9/23,SB,SLB,550.00%,,2,13,9520.5906,2,,,,,163,3369,3369,,
16-Oct-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,372,136,581,56.18%,327.21%,44.98%,228.00%,19642.17594,147347.6368,10/16/23,SB,SLB,84.62%,2300.00%,6,24,101635.8562,13,3369,44923.56176,1,4182,114,0,3369,0.00%,-19.44%
23-Oct-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,581,136,361,-37.87%,165.44%,-50.13%,63.57%,22369.0633,73479.9452,10/23/23,SB,SLB,-20.83%,1800.00%,5,19,147347.6368,24,3369,44923.56176,1,4182,95,0,0,-100.00%,-100.00%
5-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,240,884,272,13.33%,-69.23%,13.33%,-97.59%,1202.181108,6812.35961,1/5/20,TO,TON,13.33%,30.77%,6,34,6010.905538,30,,282208.3234,26,0,48,0,0,,
6-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,192,782,320,66.67%,-59.08%,66.67%,-96.79%,1202.181108,8014.540717,1/6/20,TO,TON,66.67%,73.91%,6,40,4808.72443,24,,249645.8245,23,0,48,0,0,,
9-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,256,952,256,0.00%,-73.11%,0.00%,-97.89%,801.4540717,6411.632574,1/9/20,TO,TON,0.00%,14.29%,4,32,6411.632574,32,,303916.6559,28,0,32,0,0,,
10-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,256,952,240,-6.25%,-74.79%,-6.25%,-98.02%,1202.181108,6010.905538,1/10/20,TO,TON,-6.25%,7.14%,6,30,6411.632574,32,,303916.6559,28,0,48,0,0,,
13-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,320,1224,208,-35.00%,-83.01%,-35.00%,-98.67%,801.4540717,5209.451466,1/13/20,TO,TON,-35.00%,-27.78%,4,26,8014.540717,40,,390749.9862,36,0,32,0,0,,
27-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,208,,272,30.77%,,30.77%,,1202.181108,6812.35961,1/27/20,TO,TON,30.77%,,6,34,5209.451466,26,,,,,48,0,0,,
28-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,208,,272,30.77%,,30.77%,,1202.181108,6812.35961,1/28/20,TO,TON,30.77%,,6,34,5209.451466,26,,,,,48,0,0,,
14-Feb-23,Tonga,East Asia & Pacific,Domestic,Passenger,1020,510,612,-40.00%,20.00%,-40.00%,20.00%,130249.9954,195374.9931,2/14/23,TO,TON,-40.00%,-40.00%,6,9,325624.9885,15,,162812.4942,15,0,408,0,0,,
21-Feb-23,Tonga,East Asia & Pacific,Domestic,Passenger,612,578,952,55.56%,64.71%,55.56%,64.71%,173666.6605,303916.6559,2/21/23,TO,TON,55.56%,-17.65%,8,14,195374.9931,9,,184520.8268,17,0,544,0,0,,
28-Feb-23,Tonga,East Asia & Pacific,Domestic,Passenger,952,578,1156,21.43%,100.00%,21.43%,100.00%,130249.9954,369041.6536,2/28/23,TO,TON,21.43%,0.00%,6,17,303916.6559,14,,184520.8268,17,0,408,0,0,,
14-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1484,748,1557,4.92%,108.16%,-0.89%,61.10%,142094.2751,384684.7953,3/14/23,TO,TON,21.43%,131.82%,12,51,388119.664,42,,238791.6582,22,0,522,0,0,,
24-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1576,578,1462,-7.23%,152.94%,-3.27%,89.98%,19148.41724,350554.5455,3/24/23,TO,TON,-11.54%,170.59%,5,46,362398.8252,52,,184520.8268,17,0,95,0,0,,
25-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1576,594,1424,-9.64%,139.73%,-2.11%,90.46%,12131.12702,352196.1524,3/25/23,TO,TON,-15.38%,131.58%,2,44,359805.4915,52,,184921.5538,19,0,38,0,0,,
23-May-23,Tonga,East Asia & Pacific,Domestic,Passenger,544,56,748,37.50%,1235.71%,37.50%,16925.60%,65124.9977,238791.6582,5/23/23,TO,TON,37.50%,57.14%,3,11,173666.6605,8,,1402.544626,7,0,204,0,0,,
19-Jan-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,170,,680,300.00%,,300.00%,,45850.6685,183402.674,1/19/20,VU,VUT,300.00%,,1,4,45850.6685,1,2127,,,,170,2127,8508,300.00%,
19-Mar-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,510,,680,33.33%,,33.33%,,45850.6685,183402.674,3/19/20,VU,VUT,33.33%,,1,4,137552.0055,3,6381,,,,170,2127,8508,33.33%,
14-Apr-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,,,170,,,,,45850.6685,45850.6685,4/14/20,VU,VUT,,,1,1,,,,,,,170,2127,2127,,
11-Aug-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,340,-66.67%,,-66.67%,,91701.33699,91701.33699,8/11/20,VU,VUT,-66.67%,,2,2,275104.011,6,12762,,,,340,4254,4254,-66.67%,
16-Aug-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,340,,1020,200.00%,,200.00%,,91701.33699,275104.011,8/16/20,VU,VUT,200.00%,,2,6,91701.33699,2,4254,,,,340,4254,12762,200.00%,
30-Aug-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,1020,0.00%,,0.00%,,91701.33699,275104.011,8/30/20,VU,VUT,0.00%,,2,6,275104.011,6,12762,,,,340,4254,12762,0.00%,
8-Sep-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,1020,0.00%,,0.00%,,91701.33699,275104.011,9/8/20,VU,VUT,0.00%,,2,6,275104.011,6,12762,,,,340,4254,12762,0.00%,
1-Nov-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,680,,1020,50.00%,,50.00%,,91701.33699,275104.011,11/1/20,VU,VUT,50.00%,,2,6,183402.674,4,8508,,,,340,4254,12762,50.00%,
2-Dec-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,680,,680,0.00%,,0.00%,,91701.33699,183402.674,12/2/20,VU,VUT,0.00%,,2,4,183402.674,4,8508,,,,340,4254,8508,0.00%,
3-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2800,,2170,-22.50%,,-20.90%,,90674.01217,544301.6452,1/3/21,VU,VUT,-22.50%,,5,31,688147.8677,40,,,,,350,0,0,,
17-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2450,,2650,8.16%,,9.30%,,159771.2392,677486.7792,1/17/21,VU,VUT,0.00%,,6,35,619820.3933,35,,,,,620,4254,4254,,
22-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2450,,2930,19.59%,,18.37%,,71794.32515,738107.8355,1/22/21,VU,VUT,11.43%,,4,39,623544.8163,35,,,,,280,0,4254,,
30-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2930,,2240,-23.55%,,-23.19%,,86949.58921,566905.7552,1/30/21,VU,VUT,-17.95%,,5,32,738107.8355,39,4254,,,,350,0,0,-100.00%,
6-Feb-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2240,,3040,35.71%,,33.46%,,124708.9633,756602.6462,2/6/21,VU,VUT,31.25%,,7,42,566905.7552,32,,,,,490,0,2127,,
16-Feb-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2520,,2170,-13.89%,,-13.53%,,71794.32515,555474.9141,2/16/21,VU,VUT,-13.89%,,4,31,642424.5033,36,,,,,280,0,0,,
22-Feb-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2170,340,2100,-3.23%,517.65%,-4.74%,477.03%,71794.32515,529146.3812,2/22/21,VU,VUT,-3.23%,1400.00%,4,30,555474.9141,31,,91701.33699,2,4254,280,0,0,,-100.00%
14-Mar-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,,2240,33.33%,,31.33%,,105829.2762,570630.1782,3/14/21,VU,VUT,33.33%,,6,32,434490.3738,24,,,,,420,0,0,,
20-Mar-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2100,,1820,-13.33%,,-15.36%,,68069.90218,457352.056,3/20/21,VU,VUT,-13.33%,,4,26,540319.6501,30,,,,,280,0,0,,
27-Mar-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1820,,1610,-11.54%,,-11.57%,,37759.37406,404437.4179,3/27/21,VU,VUT,-11.54%,,2,23,457352.056,26,,,,,140,0,0,,
16-Apr-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,680,,1600,135.29%,,119.05%,,71794.32515,401740.3198,4/16/21,VU,VUT,400.00%,,4,20,183402.674,4,8508,,,,280,0,4254,-50.00%,
