,country,date,seats_arrivals_domestic,seats_arrivals_intl,seats_arrivals_total
4504,Solomon Islands,2021-09-01,0.0,0.0,0.0
4505,Solomon Islands,2021-09-02,0.0,0.0,0.0
4506,Solomon Islands,2021-09-03,0.0,144.0,144.0
4507,Solomon Islands,2021-09-04,76.0,0.0,76.0
4508,Solomon Islands,2021-09-05,0.0,0.0,0.0
4509,Solomon Islands,2021-09-06,0.0,144.0,144.0
4510,Solomon Islands,2021-09-07,19.0,0.0,19.0
4511,Solomon Islands,2021-09-08,0.0,0.0,0.0
4512,Solomon Islands,2021-09-09,0.0,314.0,314.0
4513,Solomon Islands,2021-09-10,19.0,144.0,163.0
4514,Solomon Islands,2021-09-11,0.0,0.0,0.0
4515,Solomon Islands,2021-09-12,19.0,0.0,19.0
4516,Solomon Islands,2021-09-13,19.0,288.0,307.0
4517,Solomon Islands,2021-09-14,38.0,0.0,38.0
4518,Solomon Islands,2021-09-15,0.0,0.0,0.0
4519,Solomon Islands,2021-09-16,0.0,170.0,170.0
4520,Solomon Islands,2021-09-17,19.0,144.0,163.0
4521,Solomon Islands,2021-09-18,0.0,0.0,0.0
4522,Solomon Islands,2021-09-19,0.0,0.0,0.0
4523,Solomon Islands,2021-09-20,0.0,0.0,0.0
4524,Solomon Islands,2021-09-21,0.0,0.0,0.0
4525,Solomon Islands,2021-09-22,19.0,0.0,19.0
4526,Solomon Islands,2021-09-23,19.0,170.0,189.0
4527,Solomon Islands,2021-09-24,19.0,0.0,19.0
4528,Solomon Islands,2021-09-25,0.0,0.0,0.0
4529,Solomon Islands,2021-09-26,19.0,0.0,19.0
4530,Solomon Islands,2021-09-27,19.0,0.0,19.0
4531,Solomon Islands,2021-09-28,19.0,0.0,19.0
4532,Solomon Islands,2021-09-29,0.0,0.0,0.0
4533,Solomon Islands,2021-09-30,0.0,170.0,170.0
4534,Solomon Islands,2021-10-01,19.0,0.0,19.0
4535,Solomon Islands,2021-10-02,0.0,0.0,0.0
4536,Solomon Islands,2021-10-03,0.0,0.0,0.0
4537,Solomon Islands,2021-10-04,19.0,0.0,19.0
4538,Solomon Islands,2021-10-05,0.0,0.0,0.0
4539,Solomon Islands,2021-10-06,0.0,0.0,0.0
4540,Solomon Islands,2021-10-07,0.0,170.0,170.0
4541,Solomon Islands,2021-10-08,57.0,0.0,57.0
4542,Solomon Islands,2021-10-09,0.0,0.0,0.0
4543,Solomon Islands,2021-10-10,19.0,0.0,19.0
4544,Solomon Islands,2021-10-11,19.0,0.0,19.0
4545,Solomon Islands,2021-10-12,38.0,0.0,38.0
4546,Solomon Islands,2021-10-13,19.0,0.0,19.0
4547,Solomon Islands,2021-10-14,0.0,340.0,340.0
4548,Solomon Islands,2021-10-15,19.0,144.0,163.0
4549,Solomon Islands,2021-10-16,0.0,144.0,144.0
4550,Solomon Islands,2021-10-17,0.0,0.0,0.0
4551,Solomon Islands,2021-10-18,38.0,0.0,38.0
4552,Solomon Islands,2021-10-19,0.0,144.0,144.0
4553,Solomon Islands,2021-10-20,19.0,144.0,163.0
4554,Solomon Islands,2021-10-21,0.0,170.0,170.0
4555,Solomon Islands,2021-10-22,19.0,144.0,163.0
4556,Solomon Islands,2021-10-23,57.0,0.0,57.0
4557,Solomon Islands,2021-10-24,0.0,0.0,0.0
4558,Solomon Islands,2021-10-25,0.0,0.0,0.0
4559,Solomon Islands,2021-10-26,0.0,174.0,174.0
4560,Solomon Islands,2021-10-27,19.0,0.0,19.0
4561,Solomon Islands,2021-10-28,0.0,314.0,314.0
4562,Solomon Islands,2021-10-29,0.0,144.0,144.0
4563,Solomon Islands,2021-10-30,0.0,288.0,288.0
4564,Solomon Islands,2021-10-31,19.0,0.0,19.0
4565,Solomon Islands,2021-11-01,38.0,0.0,38.0
4566,Solomon Islands,2021-11-02,19.0,0.0,19.0
4567,Solomon Islands,2021-11-03,0.0,170.0,170.0
4568,Solomon Islands,2021-11-04,0.0,170.0,170.0
4569,Solomon Islands,2021-11-05,19.0,144.0,163.0
4570,Solomon Islands,2021-11-06,0.0,0.0,0.0
4571,Solomon Islands,2021-11-07,19.0,0.0,19.0
4572,Solomon Islands,2021-11-08,19.0,0.0,19.0
4573,Solomon Islands,2021-11-09,0.0,0.0,0.0
4574,Solomon Islands,2021-11-10,0.0,0.0,0.0
4575,Solomon Islands,2021-11-11,0.0,314.0,314.0
4576,Solomon Islands,2021-11-12,0.0,144.0,144.0
4577,Solomon Islands,2021-11-13,0.0,0.0,0.0
4578,Solomon Islands,2021-11-14,19.0,0.0,19.0
4579,Solomon Islands,2021-11-15,0.0,0.0,0.0
4580,Solomon Islands,2021-11-16,57.0,0.0,57.0
4581,Solomon Islands,2021-11-17,0.0,0.0,0.0
4582,Solomon Islands,2021-11-18,0.0,170.0,170.0
4583,Solomon Islands,2021-11-19,38.0,144.0,182.0
4584,Solomon Islands,2021-11-20,0.0,0.0,0.0
4585,Solomon Islands,2021-11-21,0.0,0.0,0.0
4586,Solomon Islands,2021-11-22,19.0,0.0,19.0
4587,Solomon Islands,2021-11-23,0.0,0.0,0.0
4588,Solomon Islands,2021-11-24,0.0,0.0,0.0
4589,Solomon Islands,2021-11-25,19.0,0.0,19.0
4590,Solomon Islands,2021-11-26,0.0,73.0,73.0
4591,Solomon Islands,2021-11-27,19.0,0.0,19.0
4592,Solomon Islands,2021-11-28,0.0,0.0,0.0
4593,Solomon Islands,2021-11-29,0.0,144.0,144.0
4594,Solomon Islands,2021-11-30,0.0,0.0,0.0
4595,Solomon Islands,2021-12-01,0.0,0.0,0.0
4596,Solomon Islands,2021-12-02,19.0,0.0,19.0
4597,Solomon Islands,2021-12-03,38.0,144.0,182.0
4598,Solomon Islands,2021-12-04,0.0,0.0,0.0
4599,Solomon Islands,2021-12-05,0.0,0.0,0.0
4600,Solomon Islands,2021-12-06,0.0,0.0,0.0
4601,Solomon Islands,2021-12-07,0.0,0.0,0.0
4602,Solomon Islands,2021-12-08,0.0,0.0,0.0
4603,Solomon Islands,2021-12-09,0.0,174.0,174.0
4604,Solomon Islands,2021-12-10,19.0,144.0,163.0
4605,Solomon Islands,2021-12-11,0.0,144.0,144.0
4606,Solomon Islands,2021-12-12,38.0,0.0,38.0
4607,Solomon Islands,2021-12-13,19.0,0.0,19.0
4608,Solomon Islands,2021-12-14,0.0,288.0,288.0
4609,Solomon Islands,2021-12-15,0.0,0.0,0.0
4610,Solomon Islands,2021-12-16,19.0,0.0,19.0
4611,Solomon Islands,2021-12-17,38.0,144.0,182.0
4612,Solomon Islands,2021-12-18,0.0,170.0,170.0
4613,Solomon Islands,2021-12-19,76.0,0.0,76.0
4614,Solomon Islands,2021-12-20,0.0,0.0,0.0
4615,Solomon Islands,2021-12-21,0.0,0.0,0.0
4616,Solomon Islands,2021-12-22,38.0,288.0,326.0
4617,Solomon Islands,2021-12-23,38.0,0.0,38.0
4618,Solomon Islands,2021-12-24,19.0,144.0,163.0
4619,Solomon Islands,2021-12-25,0.0,0.0,0.0
4620,Solomon Islands,2021-12-26,19.0,0.0,19.0
4621,Solomon Islands,2021-12-27,0.0,144.0,144.0
4622,Solomon Islands,2021-12-28,0.0,0.0,0.0
4623,Solomon Islands,2021-12-29,0.0,0.0,0.0
4624,Solomon Islands,2021-12-30,0.0,0.0,0.0
4625,Solomon Islands,2021-12-31,0.0,144.0,144.0
4626,Solomon Islands,2022-01-01,0.0,0.0,0.0
4627,Solomon Islands,2022-01-02,0.0,0.0,0.0
4628,Solomon Islands,2022-01-03,57.0,0.0,57.0
4629,Solomon Islands,2022-01-04,0.0,0.0,0.0
4630,Solomon Islands,2022-01-05,0.0,0.0,0.0
4631,Solomon Islands,2022-01-06,19.0,0.0,19.0
4632,Solomon Islands,2022-01-07,38.0,144.0,182.0
4633,Solomon Islands,2022-01-08,19.0,0.0,19.0
4634,Solomon Islands,2022-01-09,38.0,0.0,38.0
4635,Solomon Islands,2022-01-10,0.0,0.0,0.0
4636,Solomon Islands,2022-01-11,0.0,0.0,0.0
4637,Solomon Islands,2022-01-12,0.0,0.0,0.0
4638,Solomon Islands,2022-01-13,0.0,0.0,0.0
4639,Solomon Islands,2022-01-14,38.0,144.0,182.0
4640,Solomon Islands,2022-01-15,0.0,0.0,0.0
4641,Solomon Islands,2022-01-16,38.0,0.0,38.0
4642,Solomon Islands,2022-01-17,0.0,0.0,0.0
4643,Solomon Islands,2022-01-18,19.0,0.0,19.0
4644,Solomon Islands,2022-01-19,0.0,0.0,0.0
4645,Solomon Islands,2022-01-20,0.0,0.0,0.0
4646,Solomon Islands,2022-01-21,0.0,144.0,144.0
4647,Solomon Islands,2022-01-22,0.0,0.0,0.0
4648,Solomon Islands,2022-01-23,0.0,0.0,0.0
4649,Solomon Islands,2022-01-24,0.0,0.0,0.0
4650,Solomon Islands,2022-01-25,0.0,0.0,0.0
4651,Solomon Islands,2022-01-26,0.0,0.0,0.0
4652,Solomon Islands,2022-01-27,0.0,0.0,0.0
4653,Solomon Islands,2022-01-28,0.0,144.0,144.0
4654,Solomon Islands,2022-01-29,0.0,0.0,0.0
4655,Solomon Islands,2022-01-30,19.0,144.0,163.0
4656,Solomon Islands,2022-01-31,0.0,0.0,0.0
4657,Solomon Islands,2022-02-01,0.0,0.0,0.0
4658,Solomon Islands,2022-02-02,0.0,0.0,0.0
4659,Solomon Islands,2022-02-03,0.0,0.0,0.0
4660,Solomon Islands,2022-02-04,0.0,144.0,144.0
4661,Solomon Islands,2022-02-05,0.0,0.0,0.0
4662,Solomon Islands,2022-02-06,0.0,0.0,0.0
4663,Solomon Islands,2022-02-07,0.0,0.0,0.0
4664,Solomon Islands,2022-02-08,0.0,0.0,0.0
4665,Solomon Islands,2022-02-09,19.0,0.0,19.0
4666,Solomon Islands,2022-02-10,0.0,0.0,0.0
4667,Solomon Islands,2022-02-11,0.0,144.0,144.0
4668,Solomon Islands,2022-02-12,0.0,0.0,0.0
4669,Solomon Islands,2022-02-13,0.0,0.0,0.0
4670,Solomon Islands,2022-02-14,19.0,0.0,19.0
4671,Solomon Islands,2022-02-15,0.0,0.0,0.0
4672,Solomon Islands,2022-02-16,0.0,170.0,170.0
4673,Solomon Islands,2022-02-17,0.0,0.0,0.0
4674,Solomon Islands,2022-02-18,0.0,144.0,144.0
4675,Solomon Islands,2022-02-19,0.0,0.0,0.0
4676,Solomon Islands,2022-02-20,0.0,0.0,0.0
4677,Solomon Islands,2022-02-21,38.0,0.0,38.0
4678,Solomon Islands,2022-02-22,0.0,144.0,144.0
4679,Solomon Islands,2022-02-23,38.0,0.0,38.0
4680,Solomon Islands,2022-02-24,0.0,0.0,0.0
4681,Solomon Islands,2022-02-25,0.0,144.0,144.0
4682,Solomon Islands,2022-02-26,0.0,0.0,0.0
4683,Solomon Islands,2022-02-27,57.0,0.0,57.0
4684,Solomon Islands,2022-02-28,19.0,0.0,19.0
4685,Solomon Islands,2022-03-01,19.0,0.0,19.0
4686,Solomon Islands,2022-03-02,0.0,0.0,0.0
4687,Solomon Islands,2022-03-03,38.0,101.0,139.0
4688,Solomon Islands,2022-03-04,19.0,144.0,163.0
4689,Solomon Islands,2022-03-05,0.0,378.0,378.0
4690,Solomon Islands,2022-03-06,19.0,0.0,19.0
4691,Solomon Islands,2022-03-07,0.0,0.0,0.0
4692,Solomon Islands,2022-03-08,19.0,144.0,163.0
4693,Solomon Islands,2022-03-09,38.0,144.0,182.0
4694,Solomon Islands,2022-03-10,0.0,0.0,0.0
4695,Solomon Islands,2022-03-11,76.0,144.0,220.0
4696,Solomon Islands,2022-03-12,0.0,0.0,0.0
4697,Solomon Islands,2022-03-13,19.0,0.0,19.0
4698,Solomon Islands,2022-03-14,76.0,0.0,76.0
4699,Solomon Islands,2022-03-15,0.0,0.0,0.0
4700,Solomon Islands,2022-03-16,0.0,144.0,144.0
4701,Solomon Islands,2022-03-17,0.0,0.0,0.0
4702,Solomon Islands,2022-03-18,0.0,144.0,144.0
4703,Solomon Islands,2022-03-19,0.0,0.0,0.0
4704,Solomon Islands,2022-03-20,19.0,144.0,163.0
4705,Solomon Islands,2022-03-21,19.0,73.0,92.0
4706,Solomon Islands,2022-03-22,95.0,144.0,239.0
4707,Solomon Islands,2022-03-23,38.0,0.0,38.0
4708,Solomon Islands,2022-03-24,57.0,0.0,57.0
4709,Solomon Islands,2022-03-25,57.0,144.0,201.0
4710,Solomon Islands,2022-03-26,57.0,0.0,57.0
4711,Solomon Islands,2022-03-27,76.0,0.0,76.0
4712,Solomon Islands,2022-03-28,38.0,0.0,38.0
4713,Solomon Islands,2022-03-29,76.0,0.0,76.0
4714,Solomon Islands,2022-03-30,76.0,0.0,76.0
4715,Solomon Islands,2022-03-31,38.0,0.0,38.0
4716,Solomon Islands,2022-04-01,38.0,144.0,182.0
4717,Solomon Islands,2022-04-02,38.0,0.0,38.0
4718,Solomon Islands,2022-04-03,19.0,0.0,19.0
4719,Solomon Islands,2022-04-04,38.0,0.0,38.0
4720,Solomon Islands,2022-04-05,19.0,0.0,19.0
4721,Solomon Islands,2022-04-06,38.0,144.0,182.0
4722,Solomon Islands,2022-04-07,57.0,144.0,201.0
4723,Solomon Islands,2022-04-08,57.0,144.0,201.0
4724,Solomon Islands,2022-04-09,0.0,0.0,0.0
4725,Solomon Islands,2022-04-10,57.0,0.0,57.0
4726,Solomon Islands,2022-04-11,38.0,0.0,38.0
4727,Solomon Islands,2022-04-12,57.0,0.0,57.0
4728,Solomon Islands,2022-04-13,0.0,144.0,144.0
4729,Solomon Islands,2022-04-14,19.0,0.0,19.0
4730,Solomon Islands,2022-04-15,38.0,144.0,182.0
4731,Solomon Islands,2022-04-16,0.0,0.0,0.0
4732,Solomon Islands,2022-04-17,19.0,0.0,19.0
4733,Solomon Islands,2022-04-18,19.0,0.0,19.0
4734,Solomon Islands,2022-04-19,57.0,0.0,57.0
4735,Solomon Islands,2022-04-20,57.0,144.0,201.0
4736,Solomon Islands,2022-04-21,38.0,0.0,38.0
4737,Solomon Islands,2022-04-22,19.0,144.0,163.0
4738,Solomon Islands,2022-04-23,0.0,0.0,0.0
4739,Solomon Islands,2022-04-24,38.0,0.0,38.0
4740,Solomon Islands,2022-04-25,57.0,0.0,57.0
4741,Solomon Islands,2022-04-26,19.0,0.0,19.0
4742,Solomon Islands,2022-04-27,19.0,144.0,163.0
4743,Solomon Islands,2022-04-28,38.0,0.0,38.0
4744,Solomon Islands,2022-04-29,38.0,144.0,182.0
4745,Solomon Islands,2022-04-30,0.0,0.0,0.0
4746,Solomon Islands,2022-05-01,19.0,0.0,19.0
4747,Solomon Islands,2022-05-02,38.0,0.0,38.0
4748,Solomon Islands,2022-05-03,19.0,0.0,19.0
4749,Solomon Islands,2022-05-04,38.0,144.0,182.0
4750,Solomon Islands,2022-05-05,57.0,0.0,57.0
4751,Solomon Islands,2022-05-06,57.0,144.0,201.0
4752,Solomon Islands,2022-05-07,0.0,0.0,0.0
4753,Solomon Islands,2022-05-08,38.0,0.0,38.0
4754,Solomon Islands,2022-05-09,57.0,0.0,57.0
4755,Solomon Islands,2022-05-10,76.0,0.0,76.0
4756,Solomon Islands,2022-05-11,57.0,144.0,201.0
4757,Solomon Islands,2022-05-12,19.0,0.0,19.0
4758,Solomon Islands,2022-05-13,57.0,144.0,201.0
4759,Solomon Islands,2022-05-14,0.0,0.0,0.0
4760,Solomon Islands,2022-05-15,0.0,144.0,144.0
4761,Solomon Islands,2022-05-16,38.0,0.0,38.0
4762,Solomon Islands,2022-05-17,19.0,0.0,19.0
4763,Solomon Islands,2022-05-18,38.0,144.0,182.0
4764,Solomon Islands,2022-05-19,38.0,0.0,38.0
4765,Solomon Islands,2022-05-20,38.0,144.0,182.0
4766,Solomon Islands,2022-05-21,0.0,0.0,0.0
4767,Solomon Islands,2022-05-22,19.0,0.0,19.0
4768,Solomon Islands,2022-05-23,19.0,0.0,19.0
4769,Solomon Islands,2022-05-24,0.0,0.0,0.0
4770,Solomon Islands,2022-05-25,38.0,144.0,182.0
4771,Solomon Islands,2022-05-26,38.0,0.0,38.0
4772,Solomon Islands,2022-05-27,0.0,144.0,144.0
4773,Solomon Islands,2022-05-28,19.0,0.0,19.0
4774,Solomon Islands,2022-05-29,19.0,0.0,19.0
4775,Solomon Islands,2022-05-30,38.0,144.0,182.0
4776,Solomon Islands,2022-05-31,0.0,0.0,0.0
4777,Solomon Islands,2022-06-01,57.0,144.0,201.0
4778,Solomon Islands,2022-06-02,19.0,0.0,19.0
4779,Solomon Islands,2022-06-03,38.0,144.0,182.0
4780,Solomon Islands,2022-06-04,0.0,0.0,0.0
4781,Solomon Islands,2022-06-05,19.0,0.0,19.0
4782,Solomon Islands,2022-06-06,76.0,0.0,76.0
4783,Solomon Islands,2022-06-07,19.0,0.0,19.0
4784,Solomon Islands,2022-06-08,0.0,144.0,144.0
4785,Solomon Islands,2022-06-09,0.0,0.0,0.0
4786,Solomon Islands,2022-06-10,76.0,144.0,220.0
4787,Solomon Islands,2022-06-11,19.0,0.0,19.0
4788,Solomon Islands,2022-06-12,19.0,0.0,19.0
4789,Solomon Islands,2022-06-13,57.0,340.0,397.0
4790,Solomon Islands,2022-06-14,0.0,0.0,0.0
4791,Solomon Islands,2022-06-15,38.0,144.0,182.0
4792,Solomon Islands,2022-06-16,19.0,0.0,19.0
4793,Solomon Islands,2022-06-17,76.0,144.0,220.0
4794,Solomon Islands,2022-06-18,0.0,0.0,0.0
4795,Solomon Islands,2022-06-19,0.0,0.0,0.0
4796,Solomon Islands,2022-06-20,38.0,0.0,38.0
4797,Solomon Islands,2022-06-21,19.0,174.0,193.0
4798,Solomon Islands,2022-06-22,38.0,144.0,182.0
4799,Solomon Islands,2022-06-23,38.0,0.0,38.0
4800,Solomon Islands,2022-06-24,57.0,144.0,201.0
4801,Solomon Islands,2022-06-25,0.0,0.0,0.0
4802,Solomon Islands,2022-06-26,0.0,0.0,0.0
4803,Solomon Islands,2022-06-27,38.0,170.0,208.0
4804,Solomon Islands,2022-06-28,57.0,0.0,57.0
4805,Solomon Islands,2022-06-29,38.0,144.0,182.0
4806,Solomon Islands,2022-06-30,38.0,0.0,38.0
4807,Solomon Islands,2022-07-01,57.0,144.0,201.0
4808,Solomon Islands,2022-07-02,0.0,170.0,170.0
4809,Solomon Islands,2022-07-03,38.0,0.0,38.0
4810,Solomon Islands,2022-07-04,57.0,0.0,57.0
4811,Solomon Islands,2022-07-05,38.0,0.0,38.0
4812,Solomon Islands,2022-07-06,38.0,144.0,182.0
4813,Solomon Islands,2022-07-07,19.0,0.0,19.0
4814,Solomon Islands,2022-07-08,57.0,144.0,201.0
4815,Solomon Islands,2022-07-09,0.0,170.0,170.0
4816,Solomon Islands,2022-07-10,19.0,0.0,19.0
4817,Solomon Islands,2022-07-11,57.0,0.0,57.0
4818,Solomon Islands,2022-07-12,19.0,0.0,19.0
4819,Solomon Islands,2022-07-13,57.0,144.0,201.0
4820,Solomon Islands,2022-07-14,38.0,0.0,38.0
4821,Solomon Islands,2022-07-15,114.0,144.0,258.0
4822,Solomon Islands,2022-07-16,38.0,170.0,208.0
4823,Solomon Islands,2022-07-17,38.0,0.0,38.0
4824,Solomon Islands,2022-07-18,38.0,0.0,38.0
4825,Solomon Islands,2022-07-19,19.0,0.0,19.0
4826,Solomon Islands,2022-07-20,19.0,144.0,163.0
4827,Solomon Islands,2022-07-21,38.0,0.0,38.0
4828,Solomon Islands,2022-07-22,0.0,144.0,144.0
4829,Solomon Islands,2022-07-23,0.0,170.0,170.0
4830,Solomon Islands,2022-07-24,0.0,0.0,0.0
4831,Solomon Islands,2022-07-25,0.0,0.0,0.0
4832,Solomon Islands,2022-07-26,0.0,144.0,144.0
4833,Solomon Islands,2022-07-27,19.0,144.0,163.0
4834,Solomon Islands,2022-07-28,0.0,0.0,0.0
4835,Solomon Islands,2022-07-29,0.0,144.0,144.0
4836,Solomon Islands,2022-07-30,0.0,170.0,170.0
4837,Solomon Islands,2022-07-31,0.0,0.0,0.0
4838,Solomon Islands,2022-08-01,0.0,144.0,144.0
4839,Solomon Islands,2022-08-02,0.0,144.0,144.0
4840,Solomon Islands,2022-08-03,0.0,0.0,0.0
4841,Solomon Islands,2022-08-04,19.0,0.0,19.0
4842,Solomon Islands,2022-08-05,95.0,144.0,239.0
4843,Solomon Islands,2022-08-06,38.0,0.0,38.0
4844,Solomon Islands,2022-08-07,19.0,245.0,264.0
4845,Solomon Islands,2022-08-08,76.0,0.0,76.0
4846,Solomon Islands,2022-08-09,19.0,144.0,163.0
4847,Solomon Islands,2022-08-10,38.0,0.0,38.0
4848,Solomon Islands,2022-08-11,0.0,0.0,0.0
4849,Solomon Islands,2022-08-12,57.0,144.0,201.0
4850,Solomon Islands,2022-08-13,38.0,432.0,470.0
4851,Solomon Islands,2022-08-14,19.0,0.0,19.0
4852,Solomon Islands,2022-08-15,38.0,144.0,182.0
4853,Solomon Islands,2022-08-16,57.0,144.0,201.0
4854,Solomon Islands,2022-08-17,95.0,144.0,239.0
4855,Solomon Islands,2022-08-18,0.0,0.0,0.0
4856,Solomon Islands,2022-08-19,38.0,144.0,182.0
4857,Solomon Islands,2022-08-20,19.0,144.0,163.0
4858,Solomon Islands,2022-08-21,38.0,101.0,139.0
4859,Solomon Islands,2022-08-22,38.0,144.0,182.0
4860,Solomon Islands,2022-08-23,0.0,144.0,144.0
4861,Solomon Islands,2022-08-24,19.0,0.0,19.0
4862,Solomon Islands,2022-08-25,57.0,0.0,57.0
4863,Solomon Islands,2022-08-26,19.0,144.0,163.0
4864,Solomon Islands,2022-08-27,0.0,101.0,101.0
4865,Solomon Islands,2022-08-28,19.0,101.0,120.0
4866,Solomon Islands,2022-08-29,57.0,288.0,345.0
4867,Solomon Islands,2022-08-30,38.0,144.0,182.0
4868,Solomon Islands,2022-08-31,0.0,144.0,144.0
4869,Solomon Islands,2022-09-01,0.0,0.0,0.0
4870,Solomon Islands,2022-09-02,0.0,144.0,144.0
4871,Solomon Islands,2022-09-03,0.0,101.0,101.0
4872,Solomon Islands,2022-09-04,0.0,101.0,101.0
4873,Solomon Islands,2022-09-05,57.0,144.0,201.0
4874,Solomon Islands,2022-09-06,19.0,144.0,163.0
4875,Solomon Islands,2022-09-07,57.0,0.0,57.0
4876,Solomon Islands,2022-09-08,38.0,0.0,38.0
4877,Solomon Islands,2022-09-09,57.0,144.0,201.0
4878,Solomon Islands,2022-09-10,38.0,101.0,139.0
4879,Solomon Islands,2022-09-11,38.0,101.0,139.0
4880,Solomon Islands,2022-09-12,19.0,0.0,19.0
4881,Solomon Islands,2022-09-13,57.0,0.0,57.0
4882,Solomon Islands,2022-09-14,114.0,144.0,258.0
4883,Solomon Islands,2022-09-15,76.0,0.0,76.0
4884,Solomon Islands,2022-09-16,57.0,144.0,201.0
4885,Solomon Islands,2022-09-17,0.0,288.0,288.0
4886,Solomon Islands,2022-09-18,38.0,0.0,38.0
4887,Solomon Islands,2022-09-19,38.0,144.0,182.0
4888,Solomon Islands,2022-09-20,19.0,144.0,163.0
4889,Solomon Islands,2022-09-21,19.0,0.0,19.0
4890,Solomon Islands,2022-09-22,57.0,0.0,57.0
4891,Solomon Islands,2022-09-23,76.0,144.0,220.0
4892,Solomon Islands,2022-09-24,0.0,432.0,432.0
4893,Solomon Islands,2022-09-25,19.0,0.0,19.0
4894,Solomon Islands,2022-09-26,38.0,144.0,182.0
4895,Solomon Islands,2022-09-27,19.0,144.0,163.0
4896,Solomon Islands,2022-09-28,0.0,144.0,144.0
4897,Solomon Islands,2022-09-29,38.0,0.0,38.0
4898,Solomon Islands,2022-09-30,38.0,144.0,182.0
4899,Solomon Islands,2022-10-01,38.0,202.0,240.0
4900,Solomon Islands,2022-10-02,19.0,0.0,19.0
4901,Solomon Islands,2022-10-03,19.0,144.0,163.0
4902,Solomon Islands,2022-10-04,19.0,144.0,163.0
4903,Solomon Islands,2022-10-05,76.0,144.0,220.0
4904,Solomon Islands,2022-10-06,19.0,0.0,19.0
4905,Solomon Islands,2022-10-07,57.0,288.0,345.0
4906,Solomon Islands,2022-10-08,0.0,288.0,288.0
4907,Solomon Islands,2022-10-09,76.0,144.0,220.0
4908,Solomon Islands,2022-10-10,57.0,144.0,201.0
4909,Solomon Islands,2022-10-11,38.0,144.0,182.0
4910,Solomon Islands,2022-10-12,57.0,144.0,201.0
4911,Solomon Islands,2022-10-13,38.0,0.0,38.0
4912,Solomon Islands,2022-10-14,38.0,217.0,255.0
4913,Solomon Islands,2022-10-15,38.0,432.0,470.0
4914,Solomon Islands,2022-10-16,0.0,0.0,0.0
4915,Solomon Islands,2022-10-17,38.0,144.0,182.0
4916,Solomon Islands,2022-10-18,57.0,144.0,201.0
4917,Solomon Islands,2022-10-19,38.0,144.0,182.0
4918,Solomon Islands,2022-10-20,19.0,0.0,19.0
4919,Solomon Islands,2022-10-21,76.0,144.0,220.0
4920,Solomon Islands,2022-10-22,0.0,432.0,432.0
4921,Solomon Islands,2022-10-23,57.0,0.0,57.0
4922,Solomon Islands,2022-10-24,38.0,144.0,182.0
4923,Solomon Islands,2022-10-25,19.0,245.0,264.0
4924,Solomon Islands,2022-10-26,76.0,144.0,220.0
4925,Solomon Islands,2022-10-27,76.0,101.0,177.0
4926,Solomon Islands,2022-10-28,38.0,144.0,182.0
4927,Solomon Islands,2022-10-29,38.0,432.0,470.0
4928,Solomon Islands,2022-10-30,19.0,144.0,163.0
4929,Solomon Islands,2022-10-31,57.0,144.0,201.0
4930,Solomon Islands,2022-11-01,57.0,432.0,489.0
4931,Solomon Islands,2022-11-02,76.0,144.0,220.0
4932,Solomon Islands,2022-11-03,19.0,170.0,189.0
4933,Solomon Islands,2022-11-04,0.0,389.0,389.0
4934,Solomon Islands,2022-11-05,0.0,0.0,0.0
4935,Solomon Islands,2022-11-06,19.0,217.0,236.0
4936,Solomon Islands,2022-11-07,0.0,144.0,144.0
4937,Solomon Islands,2022-11-08,19.0,432.0,451.0
4938,Solomon Islands,2022-11-09,0.0,144.0,144.0
4939,Solomon Islands,2022-11-10,76.0,170.0,246.0
4940,Solomon Islands,2022-11-11,38.0,144.0,182.0
4941,Solomon Islands,2022-11-12,0.0,217.0,217.0
4942,Solomon Islands,2022-11-13,19.0,73.0,92.0
4943,Solomon Islands,2022-11-14,57.0,144.0,201.0
4944,Solomon Islands,2022-11-15,19.0,432.0,451.0
4945,Solomon Islands,2022-11-16,38.0,144.0,182.0
4946,Solomon Islands,2022-11-17,57.0,170.0,227.0
4947,Solomon Islands,2022-11-18,19.0,217.0,236.0
4948,Solomon Islands,2022-11-19,19.0,217.0,236.0
4949,Solomon Islands,2022-11-20,38.0,0.0,38.0
4950,Solomon Islands,2022-11-21,19.0,144.0,163.0
4951,Solomon Islands,2022-11-22,19.0,432.0,451.0
4952,Solomon Islands,2022-11-23,0.0,144.0,144.0
4953,Solomon Islands,2022-11-24,38.0,170.0,208.0
4954,Solomon Islands,2022-11-25,57.0,389.0,446.0
4955,Solomon Islands,2022-11-26,38.0,101.0,139.0
4956,Solomon Islands,2022-11-27,0.0,0.0,0.0
4957,Solomon Islands,2022-11-28,19.0,144.0,163.0
4958,Solomon Islands,2022-11-29,76.0,432.0,508.0
4959,Solomon Islands,2022-11-30,0.0,0.0,0.0
4960,Solomon Islands,2022-12-01,57.0,170.0,227.0
4961,Solomon Islands,2022-12-02,38.0,217.0,255.0
4962,Solomon Islands,2022-12-03,0.0,144.0,144.0
4963,Solomon Islands,2022-12-04,38.0,217.0,255.0
4964,Solomon Islands,2022-12-05,0.0,144.0,144.0
4965,Solomon Islands,2022-12-06,0.0,576.0,576.0
4966,Solomon Islands,2022-12-07,19.0,0.0,19.0
4967,Solomon Islands,2022-12-08,0.0,314.0,314.0
4968,Solomon Islands,2022-12-09,19.0,144.0,163.0
