,date,total,train_pred,mean_se,mean_ci_lower,mean_ci_upper,test_pred
89,2011-05-01,6444.0,6707.641889355388,8852.510482706588,2680.030843191544,10650.72579105442,
90,2011-06-01,8318.0,7701.2249494017915,8852.42245697972,3389.4739710435424,11216.807777048976,
91,2011-07-01,10729.0,9894.571823220154,8852.371633285855,5611.794764842852,12186.310779888921,
92,2011-08-01,9622.0,8912.47234366824,8852.345357810478,4476.421321019143,11791.914546742728,
93,2011-09-01,9546.0,9518.199775207573,8852.334179991487,5143.709512933311,12041.766387213365,
94,2011-10-01,8637.0,8909.96198821178,8852.331099018771,4473.880203256839,11790.819428789884,
95,2011-11-01,7655.0,7947.699991015512,8852.330984080976,3588.442335702844,11342.960632186496,
96,2011-12-01,9622.0,8793.387080374616,8840.251376828517,4379.949729149511,11729.566491017225,
97,2012-01-01,8755.0,7625.404941141772,8839.730805247205,3351.6326696046162,11162.333794326656,
98,2012-02-01,4700.0,6105.600185366825,8839.364165314082,2327.370963738653,10234.897999958706,
99,2012-03-01,6343.0,6374.011699285294,8839.111106338312,2488.446424800323,10417.324898255705,
100,2012-04-01,7860.0,7292.736769625988,8838.941027909223,3102.621176581452,10979.141113611098,
101,2012-05-01,7474.0,6912.784529611991,8838.830731470756,2836.019968750013,10757.647816511702,
102,2012-06-01,9976.0,8196.513270872623,8838.762662356314,3824.5875857423684,11451.662913033495,
103,2012-07-01,11770.0,10493.627055730338,8838.72358081878,6491.012142141437,12394.379662876274,
104,2012-08-01,10405.0,9538.28189807651,8838.703550085589,5196.437349130742,12040.118668607436,
105,2012-09-01,12182.0,10200.173648321124,8838.695161559286,6057.596231732405,12290.494147197776,
106,2012-10-01,9922.0,9842.71116152833,8838.692939538456,5574.162718099246,12158.168417923504,
107,2012-11-01,7704.0,9015.287517644225,8838.6928827402,4610.489490812143,11824.754044544832,
108,2012-12-01,11070.0,9752.147449191465,8829.12017823709,5479.319433422691,12117.281815979317,
109,2013-01-01,7612.0,9305.483953112267,8828.70162986918,4947.196048160704,11938.725711272205,
110,2013-02-01,4931.0,6916.441001366452,8828.407129533918,2854.1405793775975,10745.949644308577,
111,2013-03-01,6977.0,7427.690820621817,8828.204141500653,3219.7300550255754,11041.401971239326,
112,2013-04-01,8662.0,8099.7157074577135,8828.067965085504,3759.9903442551363,11393.205657961886,
113,2013-05-01,7670.0,7953.41078504845,8827.979866801883,3636.1633673530473,11319.743593726347,
114,2013-06-01,11206.0,9304.682265133451,8827.925672792211,4947.9026280655,11937.806704314977,
115,2013-07-01,11855.0,11317.919210599297,8827.894699546545,7949.997072756278,12661.703993803749,
116,2013-08-01,10797.0,10289.824937245936,8827.878936910498,6210.192587458025,12316.789878118827,
117,2013-09-01,11596.0,11444.137132443446,8827.872421141166,8203.74100827601,12700.957460868176,
118,2013-10-01,10827.0,10252.809542227398,8827.870752577417,6156.659468430197,12303.46517619343,
119,2013-11-01,8123.0,9154.078191042328,8827.870723915525,4781.027834823262,11874.97006228183,
120,2013-12-01,9853.0,10452.180017816552,8820.09886986527,6468.849682202399,12370.446781567203,
121,2014-01-01,8447.0,8841.871905735135,8819.755092496125,4469.251615704111,11733.222050491233,
122,2014-02-01,5009.0,6907.106549618648,8819.513408829522,2861.15732667748,10728.386469448056,
123,2014-03-01,6376.0,7604.570455492731,8819.347022353977,3369.7183623980864,11127.547345923867,
124,2014-04-01,6804.0,8407.98995442429,8819.235574499979,4050.7884771609756,11533.764308509391,
125,2014-05-01,7812.0,7725.763534620269,8819.163621478923,3465.661382483128,11192.068232900645,
126,2014-06-01,10917.0,9743.719912810408,8819.119480698713,5490.209399794782,12107.39613295027,
127,2014-07-01,11446.0,11239.218245934288,8819.09435124388,7815.729517196466,12633.790598992497,
128,2014-08-01,11865.0,10188.062680576799,8819.081640184435,6083.610610822494,12275.015990504524,
129,2014-09-01,11288.0,11130.100808135903,8819.076444755969,7609.889954865745,12598.794006914271,
130,2014-10-01,10533.0,10443.43760477956,8819.07515360569,6457.8319298503775,12366.833868321042,
131,2014-11-01,7996.0,9051.407038222413,8819.075139348426,4688.393340795008,11824.16455477245,
132,2014-12-01,10315.0,9947.823420569512,8812.63910245464,5768.321929847543,12181.662825580743,
133,2015-01-01,8524.0,9062.579592145781,8812.351719930068,4713.959341477993,11823.468010682509,
134,2015-02-01,5389.0,6784.727089760488,8812.149835196442,2789.569712636922,10643.07591144197,
135,2015-03-01,4837.0,7321.135096429418,8812.010990639023,3166.6818000797944,10961.876086420913,
136,2015-04-01,4578.0,7670.936583493888,8811.918115431228,3434.4425359416055,11154.607610448751,
137,2015-05-01,5787.0,7484.7323941721015,8811.858258380686,3289.7975419705904,11053.285452129665,
138,2015-06-01,8289.0,9282.223812135402,8811.821624533384,4956.010070132789,11916.189493442242,
139,2015-07-01,10031.0,10711.410086961418,8811.800838629932,6896.265149849527,12456.506338375082,
140,2015-08-01,8390.0,10080.12434312561,8811.790379864418,5949.026664448742,12230.915361829946,
141,2015-09-01,9171.0,10255.875625123606,8811.786146897692,6196.523735571529,12295.659063652563,
142,2015-10-01,8533.0,9106.425049498603,8811.785122660882,4762.2249092666225,11841.840889150517,
143,2015-11-01,7275.0,7318.813056167077,8811.785115841587,3165.3303384890887,10960.277657469347,
144,2015-12-01,9148.0,8906.09518334034,8806.367644217864,4561.638150233346,11750.131302724309,
145,2016-01-01,8479.0,7484.8666569055795,8806.12385101878,3299.4024534824252,11046.481073442317,
146,2016-02-01,4274.0,5324.712951894907,8805.952702582648,1936.6863514766508,9587.094990074247,
147,2016-03-01,4155.0,5517.21510866159,8805.835102761965,2038.6367806283,9742.48082142018,
148,2016-04-01,6083.0,5725.453567861585,8805.756530700959,2152.567159396086,9904.063940503074,
149,2016-05-01,5742.0,5950.502985662859,8805.705969344708,2280.2051081217996,10071.507601528021,
150,2016-06-01,9158.0,7859.050321636211,8805.675088341985,3597.1966368153794,11246.882853223287,
151,2016-07-01,10864.0,9996.760012103985,8805.657618011292,5848.983145992025,12195.899685147391,
152,2016-08-01,9819.0,8657.944721956896,8805.64886820894,4313.90699859554,11637.618498213651,
153,2016-09-01,9672.0,9737.875440664926,8805.645357729954,5511.816806338843,12096.128528144061,
154,2016-10-01,9611.0,8777.698311139902,8805.644528583607,4432.426490774708,11692.136573706202,
155,2016-11-01,7511.0,7558.906272826931,8805.644525591588,3357.2322870394414,11086.65596289952,
156,2016-12-01,9749.0,8936.529955616457,8801.021415702402,4603.894327717866,11759.016648917544,
157,2017-01-01,8957.0,8044.076922546078,8800.812008276158,3761.3588305103904,11336.642255880293,
158,2017-02-01,5610.0,5433.279395391387,8800.66508825966,1999.7180817281712,9666.453173783675,
159,2017-03-01,6356.0,5862.0408758803505,8800.564217225736,2235.868409919263,9998.207882362522,
160,2017-04-01,8935.0,7038.162408317061,8800.496892113288,2980.872946187427,10782.178188830612,
161,2017-05-01,7179.0,7036.051494922515,8800.453626811373,2979.4556381113534,10780.856944049421,
162,2017-06-01,9500.0,9231.755683205705,8800.427250109029,4923.064791267987,11886.13559765295,
163,2017-07-01,12055.0,10910.54019629574,8800.412366894414,7256.756843936255,12519.01321611942,
164,2017-08-01,8301.0,10156.567556411495,8800.404943593001,6080.239029394623,12252.679045989855,
165,2017-09-01,10877.0,10403.641343998326,8800.401988618702,6439.016857713134,12342.917714515334,
166,2017-10-01,10611.0,9817.63996948347,8800.401305914322,5624.670845648995,12123.828330425364,
167,2017-11-01,8506.0,8400.466226487211,8800.401304813096,4079.3553789565585,11511.835404383397,
168,2017-12-01,12283.0,9849.4777892629,8796.409685369748,5674.430753455209,12133.607689661332,
169,2018-01-01,10130.0,9334.117871535747,8796.227880534037,5047.310534416542,11925.91798523523,
170,2018-02-01,6266.0,7079.448175354317,8796.100396345462,3016.86366070909,10801.069594101917,
171,2018-03-01,7116.0,7600.740889357159,8796.012932411542,3406.1027906926374,11098.154689890158,
172,2018-04-01,9193.0,8688.992268944834,8795.954609926113,4363.265294203124,11643.030441276513,
173,2018-05-01,8853.0,8196.77190820592,8795.917175374054,3903.360521493508,11408.048443183176,
174,2018-06-01,10573.0,9999.195396207038,8795.894390648135,5873.55430801781,12190.827442219826,
175,2018-07-01,13184.0,11734.294204426633,8795.88156434585,8890.755062820956,12780.558945357894,
176,2018-08-01,8972.0,11659.164588842945,8795.875190814386,8724.351209262546,12757.638650568726,
177,2018-09-01,11426.0,12091.299987719281,8795.872671767425,9742.255648446428,12886.63279537383,
178,2018-10-01,10409.0,11650.140803114444,8795.872101513152,8704.646202723206,12754.870733726306,
179,2018-11-01,9044.0,10530.01760213895,8795.872101247565,6642.077069784544,12385.65520761175,
180,2018-12-01,10468.0,11870.693008997638,8792.39078442899,9210.299136229709,12820.805043814615,
181,2019-01-01,9548.0,10626.096674768347,8792.2314724829,6801.484492386599,12417.70486726115,
182,2019-02-01,5835.0,8168.927835071366,8792.11981653664,3885.719040551429,11390.27745032531,
183,2019-03-01,7026.0,8484.806667581144,8792.043261991932,4173.970433540224,11543.968491743188,
184,2019-04-01,9445.0,9352.685586347023,8791.992256945718,5077.424754269607,11930.449960723345,
185,2019-05-01,8359.0,9209.21728286688,8791.959554948742,4915.474041673676,11869.890361876689,
186,2019-06-01,10607.0,10639.085810049746,8791.939680137377,6822.90668770587,12422.112125259478,
187,2019-07-01,12612.0,13006.78138734448,8791.928515724601,12516.746764026711,13138.796657633346,
188,2019-08-01,12275.0,10316.631937331502,8791.922986858595,6328.611823439556,12306.840822119151,
189,2019-09-01,11700.0,11529.36256527935,8791.920815921736,8454.378720618653,12716.342263256063,
190,2019-10-01,10880.0,10885.34152994783,8791.92033370188,7231.799452102296,12506.886165254868,
191,2019-11-01,9860.0,9753.393130296254,8791.920333693819,5560.9402208069705,12093.041748068146,
192,2019-12-01,12481.0,10827.172956244132,8788.857283639294,7139.303999581813,12485.748689218255,
193,2020-01-01,11933.0,10041.191997745993,8788.716542347536,5946.159229530107,12202.400798030794,
194,2020-02-01,6594.0,7148.3815624484505,8788.61794728576,3077.9130644634465,10832.228154034092,
195,2020-03-01,3438.0,6271.963902635255,8788.55038798236,2494.3169461229627,10272.683783636186,
196,2020-04-01,0.0,-0.6458678219667782,8788.505410553922,-0.9089031382983089,0.3765828386359371,
197,2020-05-01,0.0,-0.520810150114724,8788.476601960627,-0.8767300946705939,0.8626202162136016,
198,2020-06-01,0.0,0.37464141276475593,8788.459117032813,-0.6463563526993643,4.342147911624721,
199,2020-07-01,0.0,2.728547625394064,8788.449314249156,-0.0406511210323236,13.482368935289747,
200,2020-08-01,0.0,0.5624319993058511,8788.444474870197,-0.5980366939021583,5.071632907805756,
201,2020-09-01,0.0,0.7467367170282855,8788.442586148782,-0.5506158074046676,5.787561251239193,
202,2020-10-01,0.0,0.2905183800906217,8788.44217401051,-0.6679958634208161,4.015263525075536,
203,2020-11-01,0.0,-0.17647124104911427,8788.4421739468,-0.7881411328502093,2.2007572119974217,
204,2020-12-01,0.0,1.1870743565968906,8785.726236421586,-0.4362929418928366,7.482417995185008,
205,2021-01-01,0.0,0.25835176384334035,8785.601005003518,-0.6756561707220796,3.8810123346646224,
206,2021-02-01,0.0,-0.6027477198404876,8785.513312592862,-0.8976060291203263,0.5410986748340629,
207,2021-03-01,0.0,-0.5700758378299968,8785.453256993285,-0.8891800177534329,0.6677669695497772,
208,2021-04-01,0.0,0.09653941205548722,8785.41330327427,-0.7173308806502348,3.25297618850934,
209,2021-05-01,0.0,-0.03518546577822079,8785.387735913539,-0.7512848958511954,2.74211914605152,
210,2021-06-01,0.0,0.3081939553002513,8785.372237505233,-0.6627566802365354,4.073513927823901,
211,2021-07-01,0.0,2.2653962236716474,8785.363564089648,-0.15810588469720666,11.658567760965463,
212,2021-08-01,0.0,,8785.359294662543,-0.7231695036730534,3.1648547985008273,0.07385262948352733
213,2021-09-01,0.0,,8797.951732437998,-0.6627546370578068,4.15963239054277,0.3192571596477283
214,2021-10-01,0.0,,8810.32909064299,-0.7478913160095058,2.9219446840196106,-0.005555320764401128
215,2021-11-01,0.0,,8822.495680879998,-0.8327521991976733,1.6448656420635186,-0.33487017500828475
216,2021-12-01,0.0,,8832.143221535705,-0.724876082017304,3.4070340138164665,0.10123047493063919
217,2022-01-01,0.0,,8843.918338157362,-0.8210462857646205,1.9126226579896137,-0.2779959943169025
218,2022-02-01,0.0,,8855.506580626414,-0.9126514707833486,0.4441887247969025,-0.6448160787783302
219,2022-03-01,0.0,,8866.911417568297,-0.897649583804164,0.718425395562023,-0.5806020333958093
220,2022-04-01,0.0,,8878.136195924119,-0.8648942616831066,1.3029330212754826,-0.4421732570332576
221,2022-05-01,0.0,,8889.184146684853,-0.8518658841737077,1.562972744955145,-0.38379687898058257
222,2022-06-01,0.0,,8900.05839028502,-0.7137685487237717,4.024878984573877,0.1994149376498089
223,2022-07-01,3439.0,,8910.76194165554,-0.1529874916305506,14.076099499749605,2.5746540941456186
