date,ym,guam_rnz_body_count,guam_rnz_epu_count,guam_rnz_ratio,guam_abc_au_body_count,guam_abc_au_epu_count,guam_abc_au_ratio,news_total,guam_rnz_weights,guam_abc_au_weights,guam_rnz_z_score,guam_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2021-04-01,2021-4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,2021-5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,2021-6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,2021-7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,2021-8,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.8,0.2,,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2021-10-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2021-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2021-12-01,2021-12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-05-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-08-01,2022-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,2022-10,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2022-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2023-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2023-02-01,2023-2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,2023-4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,2023-6,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,2023-7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,2023-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2023-10-01,2023-10,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,2023-11,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2024-01-01,2024-1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,2024-3,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,2024-4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2024-06-01,2024-6,5.0,1.0,0.2,0.0,0.0,0.0,5.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,2024-7,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,2024-8,12.0,0.0,0.0,1.0,1.0,1.0,13.0,0.9230769230769231,0.07692307692307693,,8.485281374238568,8.485281374238568,0.6527139518645052,546.1538461538462,7200.0,546.1538461538462
2024-09-01,2024-9,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2025-01-01,2025-1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,
2025-03-01,2025-3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,2025-4,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,2.0,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,2025-6,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-7,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.8,0.2,,0.0,0.0,0.0,0.0,0.0,0.0
