,WB_ADM0_NA,date,incomeG,SPC,UN_m49,Region,OBJECTID,FID_100,Shape_Area,lendingC,WB_ADM0_CO,ISO_A2,ISO3,Shape_Leng,pct
946,Tuvalu,2020-07-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
947,Vanuatu,2020-07-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9752959849324727
948,Fiji,2020-08-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,1.0
949,Kiribati,2020-08-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
950,Marshall Islands,2020-08-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
951,Federated States of Micronesia,2020-08-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9986000279994399
952,Nauru,2020-08-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
953,Palau,2020-08-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9976626595931741
954,Papua New Guinea,2020-08-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.995556725465749
955,Samoa,2020-08-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
956,Solomon Islands,2020-08-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9992658729049371
957,Tonga,2020-08-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
958,Tuvalu,2020-08-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
959,Vanuatu,2020-08-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9997160537577205
960,Fiji,2020-09-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999718105210273
961,Kiribati,2020-09-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
962,Marshall Islands,2020-09-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9999936565128582
963,Federated States of Micronesia,2020-09-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9902556115544355
964,Nauru,2020-09-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
965,Palau,2020-09-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9442190495387502
966,Papua New Guinea,2020-09-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9030394081210892
967,Samoa,2020-09-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
968,Solomon Islands,2020-09-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9997567168284255
969,Tonga,2020-09-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.991449439635222
970,Tuvalu,2020-09-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
971,Vanuatu,2020-09-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9995752723957891
972,Fiji,2020-10-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9998031834026874
973,Kiribati,2020-10-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
974,Marshall Islands,2020-10-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9634615140635108
975,Federated States of Micronesia,2020-10-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.8217748145037098
976,Nauru,2020-10-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
977,Palau,2020-10-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9380497574741284
978,Papua New Guinea,2020-10-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9249750267694066
979,Samoa,2020-10-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
980,Solomon Islands,2020-10-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9990447523149624
981,Tonga,2020-10-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9997592602411125
982,Tuvalu,2020-10-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
983,Vanuatu,2020-10-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9982849431680788
984,Fiji,2020-11-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9987274463777999
985,Kiribati,2020-11-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
986,Marshall Islands,2020-11-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9894380939089837
987,Federated States of Micronesia,2020-11-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.999638340566522
988,Nauru,2020-11-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
989,Palau,2020-11-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9993030865759465
990,Papua New Guinea,2020-11-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9645008371582495
991,Samoa,2020-11-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
992,Solomon Islands,2020-11-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9627411637484025
993,Tonga,2020-11-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.999812280307058
994,Tuvalu,2020-11-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
995,Vanuatu,2020-11-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999730893082053
996,Fiji,2020-12-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9990747937733162
997,Kiribati,2020-12-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
998,Marshall Islands,2020-12-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9917724971771483
999,Federated States of Micronesia,2020-12-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9981902445284427
1000,Nauru,2020-12-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1001,Palau,2020-12-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9915298214615026
1002,Papua New Guinea,2020-12-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.7143771135029746
1003,Samoa,2020-12-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.8682313179634158
1004,Solomon Islands,2020-12-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9873471531288209
1005,Tonga,2020-12-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9986644675280758
1006,Tuvalu,2020-12-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.7280253727654669
1007,Vanuatu,2020-12-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9989457928708655
1008,Fiji,2021-01-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.998803145069074
1009,Kiribati,2021-01-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1010,Marshall Islands,2021-01-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
1011,Federated States of Micronesia,2021-01-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9954427994773437
1012,Nauru,2021-01-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1013,Palau,2021-01-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.820884672622239
1014,Papua New Guinea,2021-01-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.34322287430480103
1015,Samoa,2021-01-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.99932826856613
1016,Solomon Islands,2021-01-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9715339827486194
1017,Tonga,2021-01-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1018,Tuvalu,2021-01-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1019,Vanuatu,2021-01-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9871019360858767
1020,Fiji,2021-02-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9355203135526451
1021,Kiribati,2021-02-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9997487045665538
1022,Marshall Islands,2021-02-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
1023,Federated States of Micronesia,2021-02-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9951803047272386
1024,Nauru,2021-02-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1025,Palau,2021-02-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9903182642781476
1026,Papua New Guinea,2021-02-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.2503435312094677
1027,Samoa,2021-02-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1028,Solomon Islands,2021-02-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9004794662334205
1029,Tonga,2021-02-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.999868166322514
1030,Tuvalu,2021-02-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.8611912019111954
1031,Vanuatu,2021-02-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999411809165059
1032,Fiji,2021-03-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999281244749519
1033,Kiribati,2021-03-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1034,Marshall Islands,2021-03-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9919945192271095
1035,Federated States of Micronesia,2021-03-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9975544239115216
1036,Nauru,2021-03-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1037,Palau,2021-03-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9920573313147859
1038,Papua New Guinea,2021-03-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8119280297002929
1039,Samoa,2021-03-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9999377660583326
1040,Solomon Islands,2021-03-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9734133561955969
1041,Tonga,2021-03-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1042,Tuvalu,2021-03-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1043,Vanuatu,2021-03-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9751610470350448
1044,Fiji,2021-04-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999876639169776
1045,Kiribati,2021-04-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9908414336788555
1046,Marshall Islands,2021-04-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9490808287131601
1047,Federated States of Micronesia,2021-04-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9700420574921833
1048,Nauru,2021-04-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1049,Palau,2021-04-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
1050,Papua New Guinea,2021-04-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8753875432770067
1051,Samoa,2021-04-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1052,Solomon Islands,2021-04-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9962038326985109
1053,Tonga,2021-04-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1054,Tuvalu,2021-04-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1055,Vanuatu,2021-04-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
1056,Fiji,2021-05-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9995812868349323
1057,Kiribati,2021-05-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1058,Marshall Islands,2021-05-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9926669288641349
1059,Federated States of Micronesia,2021-05-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.8555739301880625
1060,Nauru,2021-05-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1061,Palau,2021-05-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9844148714891645
1062,Papua New Guinea,2021-05-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9792524072892169
1063,Samoa,2021-05-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1064,Solomon Islands,2021-05-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9994032607018155
1065,Tonga,2021-05-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1066,Tuvalu,2021-05-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1067,Vanuatu,2021-05-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
1068,Fiji,2021-06-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,1.0
1069,Kiribati,2021-06-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1070,Marshall Islands,2021-06-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9940117481381865
1071,Federated States of Micronesia,2021-06-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
1072,Nauru,2021-06-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1073,Palau,2021-06-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9569693486754356
1074,Papua New Guinea,2021-06-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9988292721997665
1075,Samoa,2021-06-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1076,Solomon Islands,2021-06-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.999838698171304
1077,Tonga,2021-06-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1078,Tuvalu,2021-06-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1079,Vanuatu,2021-06-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
1080,Fiji,2021-07-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,1.0
1081,Kiribati,2021-07-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9999495214413165
1082,Marshall Islands,2021-07-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
1083,Federated States of Micronesia,2021-07-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.6372162140090529
1084,Nauru,2021-07-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1085,Palau,2021-07-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.4754407709363517
1086,Papua New Guinea,2021-07-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9800379935173958
1087,Samoa,2021-07-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.998320671415325
1088,Solomon Islands,2021-07-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999363078392015
1089,Tonga,2021-07-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1090,Tuvalu,2021-07-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1091,Vanuatu,2021-07-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999490234609717
1092,Fiji,2021-08-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9997098981467739
1093,Kiribati,2021-08-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1094,Marshall Islands,2021-08-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
1095,Federated States of Micronesia,2021-08-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
1096,Nauru,2021-08-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1097,Palau,2021-08-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9798967281523001
1098,Papua New Guinea,2021-08-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9862378129828726
1099,Samoa,2021-08-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1100,Solomon Islands,2021-08-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9971670629547326
1101,Tonga,2021-08-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1102,Tuvalu,2021-08-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1103,Vanuatu,2021-08-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9949843852633051
1104,Fiji,2021-09-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999527456654471
1105,Kiribati,2021-09-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1106,Marshall Islands,2021-09-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9984521891374125
1107,Federated States of Micronesia,2021-09-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9726961710765785
1108,Nauru,2021-09-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1109,Palau,2021-09-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9758503415947952
1110,Papua New Guinea,2021-09-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9439474659149968
1111,Samoa,2021-09-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1112,Solomon Islands,2021-09-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9990391611469601
1113,Tonga,2021-09-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1114,Tuvalu,2021-09-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1115,Vanuatu,2021-09-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
1116,Fiji,2021-10-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,1.0
1117,Kiribati,2021-10-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1118,Marshall Islands,2021-10-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9805254944748227
1119,Federated States of Micronesia,2021-10-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.8834727472117224
1120,Nauru,2021-10-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
1121,Palau,2021-10-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.11276702505886246
1122,Papua New Guinea,2021-10-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.877780953999285
1123,Samoa,2021-10-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
1124,Solomon Islands,2021-10-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9996890165411675
1125,Tonga,2021-10-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
1126,Tuvalu,2021-10-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
1127,Vanuatu,2021-10-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
1128,Fiji,2021-11-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9997565917502803
1129,Kiribati,2021-11-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
1130,Marshall Islands,2021-11-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.995248728130828
1131,Federated States of Micronesia,2021-11-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9807503849922999
1132,Nauru,2021-11-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
