ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,aibika,amaranthus_aupa,banana_cooking,banana_ripe,cabbage_english,capsicum,carrot,cassava,choko_tips,cucumber,fern,ginger,lemon,onion_bulb,orange,pakchoi,pawpaw,peanut,pineapple,potato,pumpkin_tips,taro_true,tomato,watermelons,o_imp_aibika,h_imp_aibika,l_imp_aibika,c_imp_aibika,o_imp_amaranthus_aupa,h_imp_amaranthus_aupa,l_imp_amaranthus_aupa,c_imp_amaranthus_aupa,o_imp_banana_cooking,h_imp_banana_cooking,l_imp_banana_cooking,c_imp_banana_cooking,o_imp_banana_ripe,h_imp_banana_ripe,l_imp_banana_ripe,c_imp_banana_ripe,o_imp_cabbage_english,h_imp_cabbage_english,l_imp_cabbage_english,c_imp_cabbage_english,o_imp_capsicum,h_imp_capsicum,l_imp_capsicum,c_imp_capsicum,o_imp_carrot,h_imp_carrot,l_imp_carrot,c_imp_carrot,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_choko_tips,h_imp_choko_tips,l_imp_choko_tips,c_imp_choko_tips,o_imp_cucumber,h_imp_cucumber,l_imp_cucumber,c_imp_cucumber,o_imp_fern,h_imp_fern,l_imp_fern,c_imp_fern,o_imp_ginger,h_imp_ginger,l_imp_ginger,c_imp_ginger,o_imp_lemon,h_imp_lemon,l_imp_lemon,c_imp_lemon,o_imp_onion_bulb,h_imp_onion_bulb,l_imp_onion_bulb,c_imp_onion_bulb,o_imp_orange,h_imp_orange,l_imp_orange,c_imp_orange,o_imp_pakchoi,h_imp_pakchoi,l_imp_pakchoi,c_imp_pakchoi,o_imp_pawpaw,h_imp_pawpaw,l_imp_pawpaw,c_imp_pawpaw,o_imp_peanut,h_imp_peanut,l_imp_peanut,c_imp_peanut,o_imp_pineapple,h_imp_pineapple,l_imp_pineapple,c_imp_pineapple,o_imp_potato,h_imp_potato,l_imp_potato,c_imp_potato,o_imp_pumpkin_tips,h_imp_pumpkin_tips,l_imp_pumpkin_tips,c_imp_pumpkin_tips,o_imp_taro_true,h_imp_taro_true,l_imp_taro_true,c_imp_taro_true,o_imp_tomato,h_imp_tomato,l_imp_tomato,c_imp_tomato,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/03/2021,2021,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.61,7.24,1.27,1.13,0.75,6.35,3.02,0.8,0.89,2.42,2.01,8.33,5.79,5.79,4.2,4.58,1.8,9.52,1.44,1.17,1.45,6.64,3.71,4.81,3.33,3.84,2.81,3.61,3.26,3.62,2.89,3.01,1.78,1.95,1.6,1.86,1.56,1.65,1.47,1.53,0.77,1.05,0.65,1.05,6.61,7.45,5.78,6.35,2.14,3.02,1.69,3.02,0.62,0.67,0.56,0.65,1.24,1.34,0.89,0.89,2.82,2.83,2.42,2.42,1.83,2.01,1.66,2.01,7.35,8.45,6.26,8.33,3.58,5.79,3.07,5.79,3.86,5.79,2.92,5.79,5.99,8.09,3.89,4.2,3.06,4.58,2.75,4.58,2.57,2.92,1.8,1.8,7.54,9.52,6.69,9.52,2.38,2.62,2.14,2.37,0.84,1.17,0.68,1.17,1.64,1.76,1.45,1.45,4.21,5.26,3.16,3.31,3.72,4.58,2.86,3.71,3.98,4.32,3.63,4.07,0.98,1.07,0.89,1.07
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/04/2021,2021,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.02,,1.61,1.88,1.69,7.39,2.01,0.51,1.51,,,,2.18,4.96,2.29,3.01,2.57,5.67,2.35,0.62,,3.07,2.87,,3.56,4.12,3.01,3.02,3.24,3.68,2.79,2.9,1.82,2.02,1.62,1.94,1.6,1.72,1.43,1.43,1.02,1.22,0.98,1.22,6.72,7.86,5.58,7.39,2.92,2.99,2.01,2.01,0.66,0.72,0.55,0.55,1.1,1.51,1,1.51,2.61,2.73,2.5,2.73,1.95,2.13,1.57,1.57,8.16,9.29,4.97,4.97,5.62,6.55,2.18,2.18,5.63,6.15,4.96,4.96,4.53,5.38,2.29,2.29,3.63,4.68,2.58,3.01,2.15,2.57,2.06,2.57,8.57,9.2,5.67,5.67,2.39,2.69,2.09,2.43,1.03,1.15,0.62,0.62,1.5,1.63,1.37,1.47,3.28,3.72,2.83,3.24,3.74,4.63,2.86,2.87,4,4.38,3.63,4.27,1.03,1.11,0.87,0.87
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/05/2021,2021,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.54,,1.96,2.05,1.83,3.88,2.2,0.51,1.47,,,,2.44,4.85,2.58,2.44,2.73,5.3,2.37,0.91,,3.86,3.43,4.42,3.22,3.62,2.81,3.54,3.07,3.54,2.32,2.32,1.9,2.11,1.68,1.96,1.46,1.58,1.35,1.44,1.21,1.53,1.12,1.53,7.47,8.95,5.92,5.92,1.91,2.2,1.73,2.2,0.57,0.58,0.51,0.51,1.37,1.6,1.14,1.47,2.71,3.21,2.6,3.21,1.69,1.75,1.6,1.6,5.41,6.11,4.71,5.07,2.88,3.23,2.44,2.44,4.89,5.44,4.34,4.85,2.85,3.48,2.21,2.58,3.2,3.72,2.44,2.44,2.42,2.73,2.2,2.73,6.57,7.39,5.3,5.3,2.45,2.79,2.11,2.55,0.76,0.91,0.66,0.91,1.52,1.69,1.34,1.52,3.46,3.65,3.24,3.24,2.96,3.57,2.36,3.43,4.16,4.55,3.77,4.42,0.93,0.94,0.87,0.87
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/06/2021,2021,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,2.56,,1.47,1.19,1.84,7.21,2.56,0.44,1.12,,,,3.78,6.41,1.71,2.69,2.04,6.63,2.58,0.88,,2.14,5.56,2.5,3.48,3.96,2.56,2.56,2.65,2.93,2.36,2.71,1.92,2.16,1.47,1.47,1.43,1.57,1.19,1.19,1.5,1.84,1.42,1.84,6.48,7.62,5.35,6.21,2.32,2.56,2.17,2.56,0.57,0.64,0.56,0.64,1.32,1.53,1.18,1.53,2.82,3.02,2.51,2.51,1.56,1.79,1.44,1.79,5.11,5.44,4.13,4.13,2.02,3.78,1.62,3.78,4.8,6.41,3.99,6.41,2.93,3.36,1.71,1.71,2.79,3.2,2.38,2.69,2.31,2.36,2.04,2.04,5.89,6.66,5.12,6.63,2.56,2.93,2.18,2.58,0.7,0.88,0.58,0.88,1.56,1.76,1.36,1.59,3.49,3.91,2.14,2.14,3.51,5.56,2.79,5.56,4.28,4.68,3.87,4.41,0.89,0.93,0.86,0.9
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/07/2021,2021,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,2.72,,1.33,1.11,1.63,10.76,3.08,0.73,2.29,,,,2.15,6.27,1.17,3.87,3.3,8.37,2.37,1.27,,3.25,6.27,7.31,2.82,2.93,2.71,2.72,2.79,3.22,2.35,3.05,1.51,1.55,1.33,1.33,1.27,1.33,1.11,1.11,1.82,1.93,1.63,1.63,6.6,7.94,5.25,7.35,2.43,3.08,2.12,3.08,0.61,0.63,0.59,0.62,1.53,1.63,1.43,1.53,2.55,2.64,2.47,2.55,1.72,2.52,1.62,2.52,4.27,5.42,3.97,5.42,4.42,5.08,2.15,2.15,6.21,6.77,5.64,6.27,2.09,3.17,1.7,3.17,2.84,3.87,2.58,3.87,2.33,3.3,2.18,3.3,6.43,8.37,5.66,8.37,2.59,2.99,2.19,2.37,0.99,1.27,0.93,1.27,1.62,1.95,1.39,1.95,2.67,3.25,2.37,3.25,4.79,6.27,3.6,6.27,4.34,4.76,3.92,4.23,0.9,1.03,0.85,1.03
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/08/2021,2021,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,2.82,3.32,2.56,3.32,2.93,3.46,2.4,2.71,1.37,1.66,1.31,1.66,1.13,1.46,1.08,1.46,1.65,1.85,1.45,1.65,7.4,9.05,5.76,7.67,2.92,3.19,2.6,2.6,0.61,0.64,0.58,0.63,1.45,1.56,1.34,1.36,2.54,2.68,2.4,2.5,2.28,2.77,1.79,2.04,5.04,5.69,4.38,5.57,2.49,4.04,2.11,4.04,6.11,7.1,5.13,6.78,2.85,3.86,1.84,3.66,3.31,4.06,2.57,3.13,2.69,3.34,2.03,2.54,7.5,8.86,6.14,8.21,2.45,2.82,2.09,2.81,1.21,1.45,1.05,1.45,1.95,2.16,1.71,1.71,3.33,3.75,2.92,3.48,5.36,6.43,3.89,3.89,4.26,4.68,3.85,4.56,0.95,1.03,0.94,1.03
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/09/2021,2021,9,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.25,,1.87,,1.54,6.28,3.12,0.65,2.02,,,,6.58,7.47,6.1,2.63,1.62,11.21,3.3,1.93,,3.23,5.83,5.01,3.18,3.4,2.96,3.25,2.83,3.33,2.3,2.3,1.63,1.87,1.52,1.87,1.28,1.5,1.08,1.5,1.64,1.91,1.37,1.54,7.84,9.66,6.01,6.28,2.5,3.12,2.16,3.12,0.64,0.68,0.59,0.65,1.5,2.02,1.36,2.02,2.64,2.84,2.45,2.56,2.24,2.55,1.93,2.53,5.46,5.98,5.15,5.98,3.85,6.58,3.14,6.58,6.6,7.82,5.37,7.47,3.39,5.28,2.51,5.28,3.23,3.61,2.63,2.63,2.53,2.87,1.62,1.62,8.16,11.21,7.2,11.21,2.79,3.3,2.41,3.3,1.56,1.93,1.46,1.93,1.75,1.94,1.56,1.76,3.38,3.63,3.12,3.23,3.95,5.83,3.45,5.83,4.45,5.01,4.02,5.01,1.01,1.16,0.97,1.16
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/10/2021,2021,10,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.27,3.61,2.93,3.4,2.54,2.93,2.07,2.07,1.81,1.92,1.71,1.86,1.5,1.68,1.32,1.52,1.55,1.83,1.27,1.8,6.87,8.28,5.47,6.95,3.11,3.45,2.54,2.54,0.65,0.69,0.6,0.69,1.63,1.94,1.32,1.41,2.69,2.92,2.46,2.56,2.33,2.66,2,2.1,5.88,6.32,5.44,5.76,8.11,9.4,4.22,4.22,7.24,8.67,5.81,7.14,4.55,6.07,3.02,4,2.92,3.18,2.66,3.15,2.24,2.68,1.91,2.68,9.66,11.93,7.39,8.62,3.12,3.49,2.74,2.93,1.88,1.99,1.77,1.86,1.81,2.04,1.58,1.76,3.36,3.82,2.91,3.68,5.73,7.12,3.92,3.92,4.71,5.09,4.34,4.4,1.07,1.12,1.02,1.05
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/11/2021,2021,11,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,4.57,,2,1.58,2.18,4.66,2.09,0.89,0.9,,,,6.68,7.27,5.35,3.87,3.3,9.9,2.43,2.59,,4.77,4.28,5.28,3.4,4.57,2.99,4.57,2.32,2.64,2,2.51,1.82,2,1.72,2,1.52,1.63,1.4,1.58,1.78,2.18,1.46,2.18,7.26,8.92,4.66,4.66,2.47,2.78,2.09,2.09,0.69,0.89,0.64,0.89,1.42,1.57,0.9,0.9,2.63,2.88,2.39,2.7,2.25,2.5,2.04,2.5,5.82,7.14,5.16,7.14,5.16,6.68,4.35,6.68,6.98,8.48,5.48,7.27,4.18,5.35,3.49,5.35,3.13,3.87,2.98,3.87,2.51,3.3,2.05,3.3,9.23,10.56,7.91,9.9,2.87,3.26,2.43,2.43,2.02,2.59,1.81,2.59,1.81,2.06,1.55,1.92,3.7,4.77,3.08,4.77,3.64,4.48,2.8,4.28,4.46,5.28,4.11,5.28,1.08,1.19,1.03,1.19
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/12/2021,2021,12,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,2.57,,1.86,1.96,2,6.27,1.89,0.73,1,,,,4.06,5.79,4.13,3.18,3.35,8.71,2.46,1.81,,4.26,2.54,6.69,4.12,4.67,3.46,3.46,2.49,2.93,2.06,2.13,1.95,2.09,1.8,1.86,1.56,1.96,1.53,1.96,2.15,2.49,1.82,2,5.37,6.27,4.66,6.27,2.22,2.51,1.89,1.89,0.8,0.91,0.7,0.73,1.15,1.33,0.98,1.33,2.56,2.83,2.29,2.83,2.33,2.53,1.95,1.95,6.79,7.38,6.19,6.65,6.34,7.61,4.06,4.06,7.12,8.73,5.51,5.79,5.15,5.78,4.13,4.13,3.55,3.72,3.18,3.18,2.39,3.35,1.76,3.35,9.73,10.79,8.67,8.71,2.54,2.83,2.25,2.46,2.34,2.5,1.81,1.81,1.95,2.24,1.67,1.9,4.22,4.78,3.66,4.26,4.61,5.23,2.54,2.54,4.97,6.69,4.76,6.69,1.11,1.15,1.06,1.06
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/01/2022,2022,1,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,4.86,,2.18,1.39,1.57,9.74,3.08,0.71,2.45,,,,6.77,7.55,7.08,3.31,2.19,10.14,3.17,1.76,,3.6,3.3,3.91,3.65,3.96,3.35,3.38,2.25,2.61,1.88,2.48,1.84,2.18,1.67,2.18,1.79,2.02,1.39,1.39,2.02,2.38,1.57,1.57,6.28,9.74,5.23,9.74,1.98,3.08,1.7,3.08,0.7,0.77,0.63,0.71,1.27,1.48,1.05,1.36,2.54,2.8,2.27,2.54,2.11,2.26,1.96,2.26,6.71,7.52,5.9,6.21,5.16,6.77,4.41,6.77,5.77,7.55,4.56,7.55,4.52,7.08,4.06,7.08,3.36,3.65,3.08,3.31,2.94,3.6,2.19,2.19,9.37,10.14,8.8,10.14,2.59,3.17,2.26,3.17,2.11,2.24,1.76,1.76,1.94,2.23,1.65,1.9,4.09,4.8,3.38,3.6,2.55,3.3,1.93,3.3,5.63,6.72,3.91,3.91,1.11,1.19,1.05,1.19
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/02/2022,2022,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,4.55,,2.2,1.58,1.98,5.55,3.08,0.69,0.62,,,,4.22,5.01,3.45,1.9,1.48,9.1,3.13,1.2,,4.74,3.36,4.13,3.53,3.73,3.48,3.73,2.49,2.93,2.04,2.47,2.11,2.22,2,2.2,1.55,1.73,1.38,1.58,1.59,1.98,1.35,1.98,8.47,10.47,5.55,5.55,2.97,3.6,2.34,3.08,0.77,0.81,0.69,0.69,1.25,1.75,1.11,1.75,2.5,2.84,2.24,2.84,2.11,2.17,2.06,2.12,6.35,7.22,5.48,6.75,6.36,7.6,4.22,4.22,7.37,8.52,5.01,5.01,6.11,7.91,3.45,3.45,3.43,3.87,2.99,3.08,2.7,3.27,2.31,3.27,9.92,10.37,9.1,9.1,3.09,3.34,2.85,3.13,1.61,1.81,1.2,1.2,1.95,2.25,1.65,1.78,3.88,4.74,3.23,4.74,3.56,4.26,2.85,3.36,4.05,4.63,3.47,4.13,1.12,1.18,1.05,1.05
