,date,total,sarimax,var,lf,mean_ensemble,rpw,ols,ols_lasso,cls
17,2020-06-01,0,4.929890005420962,2.6236489808959664,9.53911086682617,5.697549951047701,7.147130690445167,7.557871449116908,6.1064405621851305,7.576644802463679
18,2020-07-01,1,5.66574674727437,0.5339934975767566,80.98533863231646,29.06169295905586,48.94184069651646,45.74248557172354,27.409111221201304,53.07711925815501
19,2020-08-01,5,2.832310664999207,0.2333148697934282,41.117245808556525,14.727623781116387,24.829880162218007,23.200195676432656,13.882763477965668,26.932713603430937
20,2020-09-01,16,4.451291030174294,4.703191045619536,63.52989834046304,24.228126805418956,39.31708912734584,36.38002406448892,22.763842424884672,42.18608696716958
21,2020-10-01,13,7.2359291450156356,8.88209070534093,-4.970214449001806,3.715935133784921,0.4011084524073061,1.5557870175144568,4.7191951232361244,-0.34336609021413195
22,2020-11-01,20,6.368366227709616,12.268770941834465,23.263069883612395,13.966735684385492,17.60391552369214,16.621214600001206,13.79772561051746,17.904262602869277
23,2020-12-01,23,82.55971348566935,15.10441521516458,22.125271880574648,39.929800193802855,32.306466848752414,49.8523833976569,52.278841183845536,35.37088975300933
24,2021-01-01,18,3.1193102869568525,14.692956577104932,-75.05742023617488,-19.081717790704364,-40.40926156837778,-36.962092699444014,-16.765689906967282,-45.29213174533715
25,2021-02-01,41,4.300293431066079,15.077942619925985,-110.8836420159947,-30.50180198833421,-61.10545501553181,-55.50418934941612,-26.869715577863552,-67.8300223785378
26,2021-03-01,23,6.792701907571735,21.806370669561996,-127.12618246932516,-32.842369964063806,-68.60526400582752,-62.29444257326831,-28.548689391074344,-76.75245142923649
27,2021-04-01,2,6.952184628227204,17.299658380098933,56.77416274371131,27.008668584012483,38.47197575204973,35.32914491343046,25.67507099882257,40.069853708394604
28,2021-05-01,18,5.320966473927595,12.21126450826332,53.53696637582597,23.689732452672292,35.14174679076369,32.298791690472385,22.389888032692024,36.97190148355677
29,2021-06-01,52,11.524108180968398,36.81396657581752,46.601184241613744,31.646419666133216,37.64139163022806,34.16416310532116,30.621294159687814,37.141596237276154
30,2021-07-01,22,19.176753334475325,33.9182551285391,71.77909499322958,41.624701152081336,53.28286714060328,50.623457020744404,41.18034621825379,54.63035419044836
31,2021-08-01,14,9.750100301599195,10.942754667218797,41.08763228797935,20.59349575226578,28.412309209593097,27.46147983984771,20.470558076741355,29.90141358918961
32,2021-09-01,4,6.562577481017044,6.146638369902268,61.25765786415362,24.65562457169098,38.583940617371645,36.26323637167759,23.555429331671178,41.414556248956586
33,2021-10-01,8,3.3012004976218963,5.745185096309883,8.848379100790076,5.964921564907286,7.091313660218905,6.832973332180919,6.003365028941291,7.153629206599616
34,2021-11-01,0,4.00102041584425,11.865608471607402,15.684829999359968,10.51715296227054,12.576786450336437,11.492089927249339,10.213046990499018,12.462472205198441
35,2021-12-01,0,27.260407429173394,6.5759786390121775,9.648498327484475,14.49496146522335,12.406711486592638,17.893366819236462,18.435529349397253,13.377371129135732
