date,ym,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_tuoi_tre_weights,vietnam_news_weights,vietnam_tuoi_tre_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2018-06-01,2018-6,263,6.0,0.022813688212927757,355.0,22.0,0.061971830985915494,618.0,0.4255663430420712,0.5744336569579288,2.050073252774901,1.8302099722673666,1.9401416125211337,1.9237763845221911,105.72955910258543,119.04747056878888
2018-07-01,2018-7,161,3.0,0.018633540372670808,362.0,23.0,0.06353591160220995,523.0,0.3078393881453155,0.6921606118546845,1.6744387126701832,1.876401861321327,1.7754202869957552,1.8142296492126575,99.70893834926366,108.94013766794333
2018-08-01,2018-8,86,0.0,0.0,374.0,20.0,0.053475935828877004,460.0,0.18695652173913044,0.8130434782608695,0.0,1.579301264353221,0.7896506321766105,1.2840405931915317,70.57007606509418,48.453117951278706
2018-09-01,2018-9,61,0.0,0.0,357.0,19.0,0.05322128851540616,418.0,0.145933014354067,0.854066985645933,0.0,1.571780782142015,0.7858903910710076,1.3424060747002378,73.77780679532574,48.22238881817738
2018-10-01,2018-10,144,1.0,0.006944444444444444,404.0,30.0,0.07425742574257425,548.0,0.26277372262773724,0.7372262773722628,0.6240385017127302,2.193039626985537,1.4085390643491336,1.7807473604904929,97.86877248964419,86.42823375670798
2018-11-01,2018-11,209,2.0,0.009569377990430622,361.0,24.0,0.0664819944598338,570.0,0.36666666666666664,0.6333333333333333,0.8599190836998388,1.9634083308635057,1.4116637072816722,1.5587956069034945,85.6704415206176,86.61996246101941
2018-12-01,2018-12,190,5.0,0.02631578947368421,330.0,17.0,0.051515151515151514,520.0,0.36538461538461536,0.6346153846153846,2.3647774801745567,1.521393551326936,1.9430855157507465,1.8295530637904895,100.55110372788832,119.22810904941467
2019-01-01,2019-1,182,5.0,0.027472527472527472,364.0,36.0,0.0989010989010989,546.0,0.3333333333333333,0.6666666666666666,2.4687237430393725,2.9208395911060117,2.694781667072692,2.770134308417132,152.24486662811006,165.35233259765653
2019-02-01,2019-2,149,0.0,0.0,242.0,18.0,0.0743801652892562,391.0,0.38107416879795397,0.618925831202046,0.0,2.1966644858731166,1.0983322429365583,1.3595723927910337,74.72125701009973,67.39388224132404
2019-03-01,2019-3,175,6.0,0.03428571428571429,363.0,18.0,0.049586776859504134,538.0,0.3252788104089219,0.6747211895910781,3.080967231313137,1.4644429905820777,2.2727051109476073,1.9902640726042624,109.38368127771214,139.45363217867902
2019-04-01,2019-4,154,1.0,0.006493506493506494,308.0,27.0,0.08766233766233766,462.0,0.3333333333333333,0.6666666666666666,0.5835165210820336,2.5889260012076014,1.5862212611448174,1.9204561744990787,105.54708241522405,97.3308482654216
2019-05-01,2019-5,145,2.0,0.013793103448275862,332.0,21.0,0.06325301204819277,477.0,0.3039832285115304,0.6960167714884696,1.2394695758156298,1.8680470075647886,1.553758291690209,1.6769700104921932,92.16523358125899,95.33891408093645
2019-06-01,2019-6,150,1.0,0.006666666666666667,305.0,30.0,0.09836065573770492,455.0,0.32967032967032966,0.6703296703296703,0.5990769616442211,2.9048787190234653,1.751977840333843,2.1447242935138244,117.8727193941209,107.50170453448875
2019-07-01,2019-7,158,0.0,0.0,347.0,26.0,0.07492795389048991,505.0,0.31287128712871287,0.6871287128712872,0.0,2.2128422902839655,1.1064211451419828,1.5205074747099725,83.56614947906203,67.89021887006257
2019-08-01,2019-8,154,2.0,0.012987012987012988,373.0,27.0,0.07238605898123325,527.0,0.2922201138519924,0.7077798861480076,1.1670330421640671,2.137772676600379,1.652402859382223,1.8541030301047585,101.9003546778815,101.39176413749799
2019-09-01,2019-9,136,1.0,0.007352941176470588,322.0,34.0,0.10559006211180125,458.0,0.29694323144104806,0.7030567685589519,0.6607466488723026,3.1183842977508633,1.889565473311583,2.3886054325816835,131.27627581291196,115.9441087290271
2019-10-01,2019-10,175,3.0,0.017142857142857144,365.0,29.0,0.07945205479452055,540.0,0.32407407407407407,0.6759259259259259,1.5404836156565684,2.346452262078772,1.9434679388676703,2.0852587192567618,114.6045282474961,119.25157460701263
2019-11-01,2019-11,159,1.0,0.006289308176100629,357.0,27.0,0.07563025210084033,516.0,0.3081395348837209,0.6918604651162791,0.5651669449473784,2.2335832167281264,1.3993750808377525,1.719478202749175,94.50145751130525,85.86592992778986
2019-12-01,2019-12,184,1.0,0.005434782608695652,295.0,24.0,0.08135593220338982,479.0,0.38413361169102295,0.615866388308977,0.4883779578621367,2.4026793472600865,1.4455286525611115,1.6673318406855084,91.6355257355783,88.6979221575948
2020-01-01,2020-1,169,2.0,0.011834319526627219,272.0,25.0,0.09191176470588236,441.0,0.3832199546485261,0.6167800453514739,1.0634502277708067,2.714424048107099,1.8889371379389528,2.081737935551921,114.41102815476012,115.90555394709894
2020-02-01,2020-2,177,6.0,0.03389830508474576,298.0,27.0,0.09060402684563758,475.0,0.3726315789473684,0.6273684210526316,3.046154042258751,2.675802712657521,2.860978377458136,2.8138073133720845,154.6451079429129,175.55019540341868
2020-03-01,2020-3,259,7.0,0.02702702702702703,385.0,28.0,0.07272727272727272,644.0,0.40217391304347827,0.5978260869565217,2.4286903850441397,2.1478497195203805,2.28827005228226,2.2607965089158055,124.25197649346401,140.4087000373773
2020-04-01,2020-4,256,11.0,0.04296875,358.0,29.0,0.08100558659217877,614.0,0.4169381107491857,0.5830618892508144,3.8612382293475185,2.392332613571932,3.1267854214597253,3.0047753458822744,165.14059278327048,191.86016785261342
2020-05-01,2020-5,221,3.0,0.013574660633484163,334.0,25.0,0.0748502994011976,555.0,0.3981981981981982,0.6018018018018018,1.2198399671488664,2.210548925404583,1.7151944462767248,1.8160504032883424,99.80900586605264,105.24466824745986
2020-06-01,2020-6,201,7.0,0.03482587064676617,342.0,31.0,0.09064327485380116,543.0,0.3701657458563536,0.6298342541436464,3.1295065160519013,2.676961821478252,2.903234168765077,2.8444783658784427,156.33077000051992,178.14301906098513
2020-07-01,2020-7,221,9.0,0.04072398190045249,369.0,40.0,0.10840108401084012,590.0,0.37457627118644066,0.6254237288135593,3.6595199014465996,3.201402020965337,3.430460961205968,3.3730021083998434,185.37810768572348,210.49375864159927
2020-08-01,2020-8,304,3.0,0.009868421052631578,305.0,30.0,0.09836065573770492,609.0,0.49917898193760263,0.5008210180623974,0.8867915550654587,2.9048787190234653,1.895835137044462,1.897492023057564,104.28498686887531,116.3288165276224
2020-09-01,2020-9,223,4.0,0.017937219730941704,274.0,26.0,0.0948905109489051,497.0,0.448692152917505,0.5513078470824949,1.6118662645135993,2.802395163242832,2.2071307138782155,2.268214188561506,124.65964757458029,135.4299742895828
2020-10-01,2020-10,254,3.0,0.011811023622047244,303.0,20.0,0.066006600660066,557.0,0.45601436265709155,0.5439856373429084,1.061356821810628,1.949368557320477,1.5053626895655525,1.5444224517199354,84.88050181000608,92.36935042516433
2020-11-01,2020-11,248,6.0,0.024193548387096774,279.0,23.0,0.08243727598566308,527.0,0.47058823529411764,0.5294117647058824,2.174069618870157,2.4346146014276715,2.304342110148914,2.312005197871194,127.06637433566407,141.39488466612409
2020-12-01,2020-12,229,4.0,0.017467248908296942,314.0,19.0,0.06050955414012739,543.0,0.42173112338858193,0.578268876611418,1.5696339606398804,1.7870246472124185,1.6783293039261493,1.695344228749967,93.17506924141114,102.98261586908146
2021-01-01,2021-1,218,3.0,0.013761467889908258,275.0,20.0,0.07272727272727272,493.0,0.4421906693711968,0.5578093306288032,1.2366267556876123,2.1478497195203805,1.6922382376039964,1.7449154271967626,95.89947161901296,103.83607077256401
2021-02-01,2021-2,208,4.0,0.019230769230769232,194.0,14.0,0.07216494845360824,402.0,0.5174129353233831,0.48258706467661694,1.7281066201275608,2.1312426340601713,1.929674627093866,1.922654845756731,105.66792002636919,118.40521428628104
2021-03-01,2021-3,249,3.0,0.012048192771084338,280.0,15.0,0.05357142857142857,529.0,0.4706994328922495,0.5293005671077504,1.082669207790761,1.582121445182423,1.332395326486592,1.3470295602854023,74.03191070073262,81.75603903974128
2021-04-01,2021-4,273,7.0,0.02564102564102564,258.0,28.0,0.10852713178294573,531.0,0.5141242937853108,0.4858757062146893,2.304142160170081,3.2051245814548315,2.7546333708124564,2.74190763039883,150.69354587907875,169.02484489957686
2021-05-01,2021-5,336,6.0,0.017857142857142856,264.0,19.0,0.07196969696969698,600.0,0.56,0.44,1.604670432975592,2.125476284942043,1.8650733589588175,1.8338250078408307,100.78588712817717,114.44126777980928
2021-06-01,2021-6,369,6.0,0.016260162601626018,277.0,28.0,0.10108303249097472,646.0,0.5712074303405573,0.42879256965944273,1.4611633210834662,2.9852784910301313,2.223220906056799,2.114692581261835,116.2221950810848,136.41727164327284
2021-07-01,2021-7,342,8.0,0.023391812865497075,300.0,27.0,0.09,642.0,0.5327102803738317,0.4672897196261682,2.102024426821828,2.6579640279064707,2.3799942273641497,2.3618092871417544,129.80357624875958,146.03691344357202
2021-08-01,2021-8,312,9.0,0.028846153846153848,298.0,36.0,0.12080536912751678,610.0,0.5114754098360655,0.4885245901639344,2.5921599301913414,3.567736950210028,3.0799484402006847,3.0687532940693227,168.65678120752162,188.9862414794138
2021-09-01,2021-9,281,17.0,0.060498220640569395,269.0,35.0,0.13011152416356878,550.0,0.5109090909090909,0.4890909090909091,5.436463530935102,3.842575009364993,4.639519270150047,4.656907144930812,255.94073364067486,284.6818140500557
2021-10-01,2021-10,277,12.0,0.04332129963898917,315.0,44.0,0.13968253968253969,592.0,0.46790540540540543,0.5320945945945946,3.8929188843306783,4.125235175586763,4.00907702995872,4.016533127144305,220.74617407228988,245.99775431434875
2021-11-01,2021-11,274,5.0,0.01824817518248175,307.0,33.0,0.10749185667752444,581.0,0.47160068846815834,0.5283993115318416,1.639809201580897,3.1745498704637547,2.407179536022326,2.450765114398517,134.69253344312668,147.705009324564
2021-12-01,2021-12,249,11.0,0.04417670682730924,313.0,39.0,0.12460063897763578,562.0,0.4430604982206406,0.5569395017793595,3.9697870952327903,3.679822402852409,3.8248047490426,3.8082943039248556,209.3014972667255,234.69077094909892
2022-01-01,2022-1,244,8.0,0.03278688524590164,276.0,36.0,0.13043478260869565,520.0,0.46923076923076923,0.5307692307692308,2.9462801392338744,3.8521217795745955,3.3992009594042347,3.427073009876257,188.34981095611187,208.57563878866938
2022-02-01,2022-2,207,2.0,0.00966183574879227,229.0,22.0,0.09606986899563319,436.0,0.47477064220183485,0.5252293577981652,0.8682274806437986,2.8372250661786684,1.8527262734112335,1.9024028180004162,104.55488111871034,113.68364818449209
2022-03-01,2022-3,233,5.0,0.02145922746781116,298.0,37.0,0.12416107382550336,531.0,0.4387947269303202,0.5612052730696798,1.928359318597278,3.666840754382529,2.7976000364899036,2.904004267493709,159.60227670140353,171.66128794819954
2022-04-01,2022-4,230,2.0,0.008695652173913044,293.0,39.0,0.13310580204778158,523.0,0.4397705544933078,0.5602294455066922,0.7814047325794188,3.9310048194293654,2.3562047760043923,2.5459034428031937,139.92127707305838,144.57718803367362
2022-05-01,2022-5,250,8.0,0.032,266.0,30.0,0.11278195488721804,516.0,0.4844961240310077,0.5155038759689923,2.875569415892261,3.3307819898577327,3.1031757028749967,3.1102332621612834,170.93649457402165,190.41147088110705
2022-06-01,2022-6,229,5.0,0.021834061135371178,293.0,31.0,0.10580204778156997,522.0,0.4386973180076628,0.5613026819923371,1.9620424507998506,3.1246448564694957,2.543343653634673,2.6146142991929655,143.697583202035,156.06006633657088
2022-07-01,2022-7,238,0.0,0.0,288.0,32.0,0.1111111111111111,526.0,0.4524714828897338,0.5475285171102662,0.0,3.28143707148947,1.640718535744735,1.796680373743284,98.74444103404814,100.67481174321242
2022-08-01,2022-8,205,6.0,0.02926829268292683,299.0,37.0,0.12374581939799331,504.0,0.40674603174603174,0.5932539682539683,2.630093977950239,3.6545770729297447,3.142335525439992,3.237872639455938,177.95147572987162,192.81432528833113
2022-09-01,2022-9,205,6.0,0.02926829268292683,288.0,44.0,0.1527777777777778,493.0,0.4158215010141988,0.5841784989858012,2.630093977950239,4.511975973298022,3.571034975624131,3.7294489772609114,204.96820692562974,219.1194077881254
2022-10-01,2022-10,231,2.0,0.008658008658008658,304.0,45.0,0.14802631578947367,535.0,0.43177570093457945,0.5682242990654206,0.778022028109378,4.371651361688274,2.574836694898826,2.820009537283181,154.98597832933183,157.99248553670546
2022-11-01,2022-11,214,6.0,0.028037383177570093,324.0,53.0,0.16358024691358025,538.0,0.39776951672862454,0.6022304832713755,2.5194825489710233,4.831004577470609,3.6752435632208162,3.911551577286759,214.97645308514862,225.5136671993292
2022-12-01,2022-12,218,3.0,0.013761467889908258,298.0,45.0,0.15100671140939598,516.0,0.42248062015503873,0.5775193798449613,1.2366267556876123,4.4596711877625355,2.848148971725074,3.0979973773122773,170.26401791783442,174.7629805467479
2023-01-01,2023-1,170,3.0,0.01764705882352941,208.0,35.0,0.16826923076923078,378.0,0.4497354497354497,0.5502645502645502,1.5857919572935264,4.969484026534535,3.277637991914031,3.4477177520081552,189.48443320272725,201.11651121718288
2023-02-01,2023-2,183,2.0,0.01092896174863388,267.0,28.0,0.10486891385767791,450.0,0.4066666666666667,0.5933333333333334,0.9820933797446247,3.097086674214781,2.039590026979703,2.2369894011302507,122.94355258831267,125.14964482089661
2023-03-01,2023-3,235,4.0,0.01702127659574468,311.0,38.0,0.12218649517684887,546.0,0.43040293040293043,0.5695970695970696,1.5295581999426922,3.6085256541781314,2.569041927060412,2.713731969662878,149.14502900830112,157.6369174435083
2023-04-01,2023-4,226,2.0,0.008849557522123894,299.0,46.0,0.15384615384615385,525.0,0.43047619047619046,0.5695238095238095,0.7952349048374616,4.543528252831575,2.669381578834518,2.929977211599823,161.02973362988516,163.7937781924194
2023-05-01,2023-5,249,6.0,0.024096385542168676,307.0,37.0,0.12052117263843648,556.0,0.447841726618705,0.552158273381295,2.165338415581522,3.5593437941563306,2.8623411048689262,2.9350500184996267,161.30853195657426,175.63381262511132
2023-06-01,2023-6,268,7.0,0.026119402985074626,337.0,41.0,0.12166172106824925,605.0,0.44297520661157025,0.5570247933884298,2.3471298870389257,3.5930275352510814,2.9700787111450033,3.0411257671174323,167.13838943017186,182.24461331591056
2023-07-01,2023-7,272,0.0,0.0,306.0,37.0,0.12091503267973856,578.0,0.47058823529411764,0.5294117647058824,0.0,3.570975636620894,1.785487818310447,1.8905165135051791,103.90161718234455,109.55788336761353
2023-08-01,2023-8,288,6.0,0.020833333333333332,322.0,29.0,0.09006211180124224,610.0,0.4721311475409836,0.5278688524590164,1.8721155051381908,2.6597983716110303,2.2659569383746105,2.2879087559648372,125.7420488063573,139.0395629836304
2023-09-01,2023-9,289,9.0,0.031141868512110725,312.0,25.0,0.08012820512820513,601.0,0.480865224625624,0.519134775374376,2.79845639522387,2.366420965016445,2.5824386801201573,2.5741717792093666,141.47488734129678,158.45894484362418
2023-10-01,2023-10,310,3.0,0.00967741935483871,354.0,43.0,0.12146892655367232,664.0,0.46686746987951805,0.5331325301204819,0.8696278475480629,3.5873337476452685,2.228480797596666,2.3185252701902477,127.42471347380756,136.74001962169163
2023-11-01,2023-11,246,9.0,0.036585365853658534,324.0,34.0,0.10493827160493827,570.0,0.43157894736842106,0.5684210526315789,3.2876174724377982,3.0991350119622774,3.1933762422000376,3.1804800738517125,174.7972158554278,195.94619369787756
2023-12-01,2023-12,259,2.0,0.007722007722007722,340.0,37.0,0.10882352941176471,599.0,0.4323873121869783,0.5676126878130217,0.6939115385840399,3.2138780729588046,1.9538948057714223,2.124276516359365,116.74892222072653,119.89136920903454
2024-01-01,2024-1,239,3.0,0.012552301255230125,329.0,42.0,0.1276595744680851,568.0,0.42077464788732394,0.579225352112676,1.1279691746439309,3.770161741711306,2.4490654581776186,2.6583940946530262,146.10369365688564,150.2751377383086
2024-02-01,2024-2,177,2.0,0.011299435028248588,280.0,36.0,0.12857142857142856,457.0,0.387308533916849,0.612691466083151,1.015384680752917,3.797091468437815,2.406238074595366,2.7197126907130293,149.47372573461274,147.64724106641506
2024-03-01,2024-3,273,6.0,0.02197802197802198,479.0,42.0,0.08768267223382047,752.0,0.363031914893617,0.636968085106383,1.9749789944314982,2.5895265407578703,2.2822527675946844,2.3664261682218335,130.05731717465576,140.03947826659257
2024-04-01,2024-4,266,5.0,0.018796992481203006,440.0,46.0,0.10454545454545454,706.0,0.37677053824362605,0.623229461756374,1.6891267715532547,3.087533971810547,2.3883303716819007,2.560655338285845,140.73203211603365,146.54842089690428
2024-05-01,2024-5,274,6.0,0.021897810218978103,504.0,48.0,0.09523809523809523,778.0,0.35218508997429304,0.6478149100257069,1.9677710418970766,2.8126603469909743,2.3902156944440254,2.515102931058162,138.22850001584075,146.66410467204122
2024-06-01,2024-6,287,6.0,0.020905923344947737,429.0,44.0,0.10256410256410256,716.0,0.40083798882681565,0.5991620111731844,1.8786385556787422,3.0290188352210494,2.4538286954498956,2.567902717583281,141.13034359544056,150.56741091327888
2024-07-01,2024-7,285,8.0,0.028070175438596492,447.0,41.0,0.09172259507829977,732.0,0.38934426229508196,0.610655737704918,2.522429312186194,2.7088373140483544,2.615633313117274,2.6362604280774313,144.88724104462295,160.49577404684453
2024-08-01,2024-8,280,5.0,0.017857142857142856,443.0,42.0,0.09480812641083522,723.0,0.3872752420470263,0.6127247579529738,1.604670432975592,2.7999621061467717,2.202316269561182,2.3370552341026083,128.44310881871525,135.13455904028442
2024-09-01,2024-9,293,7.0,0.023890784982935155,414.0,36.0,0.08695652173913043,707.0,0.4144271570014144,0.5855728429985856,2.1468628318308265,2.5680811863830635,2.357472009106945,2.393516861229166,131.54620489076117,144.65494570584883
2024-10-01,2024-10,242,10.0,0.04132231404958678,472.0,46.0,0.09745762711864407,714.0,0.3389355742296919,0.6610644257703081,3.7132869523402134,2.8782096347386457,3.2957482935394298,3.1612470449061236,173.74018049155444,202.22776288346716
2024-11-01,2024-11,263,3.0,0.011406844106463879,431.0,36.0,0.08352668213457076,694.0,0.37896253602305474,0.6210374639769453,1.0250366263874504,2.4667879609340795,1.745912293660765,1.9204182188796652,105.54499639787903,107.12952139879044
2024-12-01,2024-12,240,7.0,0.029166666666666667,434.0,44.0,0.10138248847926268,674.0,0.3560830860534125,0.6439169139465876,2.620961707193467,2.99412230486136,2.807542006027414,2.861246127650241,157.25231580674404,172.27132915254984
