date,ym,tonga_abc_au_body_count,tonga_abc_au_epu_count,tonga_abc_au_ratio,tonga_matangi_body_count,tonga_matangi_epu_count,tonga_matangi_ratio,tonga_rnz_body_count,tonga_rnz_epu_count,tonga_rnz_ratio,news_total,tonga_abc_au_weights,tonga_matangi_weights,tonga_rnz_weights,tonga_abc_au_z_score,tonga_matangi_z_score,tonga_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-11-01,2015-11,3.0,0.0,0.0,194,0.0,0.0,39,0.0,0.0,236.0,0.012711864406779662,0.8220338983050848,0.1652542372881356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,0.0,0.0,0.0,146,2.0,0.0136986301369863,33,0.0,0.0,179.0,0.0,0.8156424581005587,0.18435754189944134,0.0,0.8378489734473332,0.0,0.2792829911491111,0.6833851962196126,81.13201226816935,47.648926000104474
2016-01-01,2016-1,1.0,0.0,0.0,146,0.0,0.0,19,0.0,0.0,166.0,0.006024096385542169,0.8795180722891566,0.1144578313253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,7.0,0.0,0.0,196,2.0,0.01020408163265306,43,1.0,0.023255813953488372,246.0,0.028455284552845527,0.7967479674796748,0.17479674796747968,0.0,0.6241119904250544,1.2293917647292127,0.6178345850514223,0.7121536423035236,84.54742415231262,105.40976484924107
2016-03-01,2016-3,0.0,0.0,0.0,174,0.0,0.0,43,0.0,0.0,217.0,0.0,0.8018433179723502,0.19815668202764977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,0.0,0.0,0.0,208,0.0,0.0,37,1.0,0.02702702702702703,245.0,0.0,0.8489795918367347,0.1510204081632653,0.0,0.0,1.428752591442058,0.4762508638140193,0.21577079952390266,25.61647406312893,81.25393556546442
2016-05-01,2016-5,1.0,0.0,0.0,222,0.0,0.0,47,0.0,0.0,270.0,0.003703703703703704,0.8222222222222222,0.17407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016-6,1.0,0.0,0.0,206,0.0,0.0,42,2.0,0.047619047619047616,249.0,0.004016064257028112,0.8273092369477911,0.1686746987951807,0.0,0.0,2.517325994445531,0.839108664815177,0.42460920388237866,50.40992887924969,143.16169599629447
2016-07-01,2016-7,0.0,0.0,0.0,202,0.0,0.0,40,0.0,0.0,242.0,0.0,0.8347107438016529,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,208,0.0,0.0,54,0.0,0.0,262.0,0.0,0.7938931297709924,0.20610687022900764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,2.0,1.0,0.5,186,0.0,0.0,48,1.0,0.020833333333333332,236.0,0.00847457627118644,0.788135593220339,0.2033898305084746,3.8340860282704,0.0,1.1013301225699197,1.6451387169467733,0.2564916014402413,30.45087875746823,280.67979600609175
2016-10-01,2016-10,2.0,0.0,0.0,174,0.0,0.0,37,1.0,0.02702702702702703,213.0,0.009389671361502348,0.8169014084507042,0.17370892018779344,0.0,0.0,1.428752591442058,0.4762508638140193,0.2481870698749115,29.464958429420594,81.25393556546442
2016-11-01,2016-11,1.0,0.0,0.0,162,0.0,0.0,40,0.0,0.0,203.0,0.0049261083743842365,0.7980295566502463,0.19704433497536947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,1.0,0.0,0.0,188,2.0,0.010638297872340425,49,0.0,0.0,238.0,0.004201680672268907,0.7899159663865546,0.20588235294117646,0.0,0.6506699474644184,0.0,0.21688998248813948,0.5139745803500447,61.019454605051735,37.003953170293904
2017-01-01,2017-1,0.0,0.0,0.0,126,0.0,0.0,32,0.0,0.0,158.0,0.0,0.7974683544303798,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,1.0,0.0,0.0,208,0.0,0.0,66,0.0,0.0,275.0,0.0036363636363636364,0.7563636363636363,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,2.0,0.0,0.0,208,0.0,0.0,62,0.0,0.0,272.0,0.007352941176470588,0.7647058823529411,0.22794117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,146,4.0,0.0273972602739726,41,1.0,0.024390243902439025,187.0,0.0,0.7807486631016043,0.2192513368983957,0.0,1.6756979468946664,1.2893620947160036,0.9883533472035566,1.5909932948127137,188.8839387030546,168.6245743397744
2017-05-01,2017-5,1.0,0.0,0.0,240,6.0,0.025,100,1.0,0.01,341.0,0.002932551319648094,0.7038123167155426,0.2932551319648094,0.0,1.5290743765413835,0.5286384588335615,0.6859042784583149,1.2312073203908744,146.16987311869073,117.02324610941251
2017-06-01,2017-6,0.0,0.0,0.0,200,12.0,0.06,76,0.0,0.0,276.0,0.0,0.7246376811594203,0.2753623188405797,0.0,3.6697785036993196,0.0,1.2232595012331064,2.659259785289362,315.70935208700683,208.70229588045757
2017-07-01,2017-7,0.0,0.0,0.0,178,4.0,0.02247191011235955,44,0.0,0.0,222.0,0.0,0.8018018018018018,0.1981981981981982,0.0,1.3744488777900075,0.0,0.45814962593000247,1.1020355866964926,130.83450627029114,78.16565388781184
2017-08-01,2017-8,1.0,0.0,0.0,202,8.0,0.039603960396039604,55,0.0,0.0,258.0,0.003875968992248062,0.7829457364341085,0.2131782945736434,0.0,2.4222960420457555,0.0,0.8074320140152519,1.8965263585009402,225.15705730236144,137.75729101020303
2017-09-01,2017-9,0.0,0.0,0.0,204,2.0,0.00980392156862745,51,0.0,0.0,255.0,0.0,0.8,0.2,0.0,0.5996370104083856,0.0,0.19987900346946186,0.4797096083267085,56.951490964714964,34.10168233340811
2017-10-01,2017-10,4.0,0.0,0.0,216,0.0,0.0,55,0.0,0.0,275.0,0.014545454545454545,0.7854545454545454,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,4.0,0.0,0.0,184,4.0,0.021739130434782608,128,0.0,0.0,316.0,0.012658227848101266,0.5822784810126582,0.4050632911392405,0.0,1.329629892644681,0.0,0.44320996421489367,0.7742148741981687,91.91538098735641,75.61677386973102
2017-12-01,2017-12,2.0,0.0,0.0,150,2.0,0.013333333333333334,36,0.0,0.0,188.0,0.010638297872340425,0.7978723404255319,0.19148936170212766,0.0,0.8155063341554044,0.0,0.27183544471846816,0.6506699474644184,77.24803295745912,46.37828797343503
2018-01-01,2018-1,3.0,0.0,0.0,134,0.0,0.0,41,1.0,0.024390243902439025,178.0,0.016853932584269662,0.7528089887640449,0.2303370786516854,0.0,0.0,1.2893620947160036,0.42978736490533453,0.29698789822110194,35.25863003071116,73.32672233956545
2018-02-01,2018-2,10.0,0.0,0.0,220,2.0,0.00909090909090909,99,2.0,0.020202020202020204,329.0,0.030395136778115502,0.668693009118541,0.3009118541033435,0.0,0.5560270460150484,1.0679564824920436,0.5413278428356972,0.6931721637994619,82.2939285317188,92.35682495001242
2018-03-01,2018-3,3.0,0.0,0.0,198,0.0,0.0,69,0.0,0.0,270.0,0.011111111111111112,0.7333333333333333,0.25555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,2018-4,2.0,0.0,0.0,168,2.0,0.011904761904761904,40,0.0,0.0,210.0,0.009523809523809525,0.8,0.19047619047619047,0.0,0.7281306554958967,0.0,0.24271021849863225,0.5825045243967174,69.1553818857253,41.409185690566986
2018-05-01,2018-5,2.0,0.0,0.0,224,4.0,0.017857142857142856,57,0.0,0.0,283.0,0.007067137809187279,0.7915194346289752,0.20141342756183744,0.0,1.092195983243845,0.0,0.36406532774794836,0.8644943471612059,102.6334289470128,62.11377853585047
2018-06-01,2018-6,2.0,1.0,0.5,186,2.0,0.010752688172043012,57,0.0,0.0,245.0,0.00816326530612245,0.7591836734693878,0.23265306122448978,3.8340860282704,0.6576663985124229,0.0,1.4972508089276075,0.530588253795312,62.99184260121726,255.44839914757983
2018-07-01,2018-7,1.0,0.0,0.0,134,4.0,0.029850746268656716,41,0.0,0.0,176.0,0.005681818181818182,0.7613636363636364,0.23295454545454544,0.0,1.8257604496016515,0.0,0.6085868165338838,1.390067615037621,165.02988859093537,103.83198800022765
2018-08-01,2018-8,4.0,0.0,0.0,158,0.0,0.0,41,2.0,0.04878048780487805,203.0,0.019704433497536946,0.7783251231527094,0.2019704433497537,0.0,0.0,2.578724189432007,0.8595747298106691,0.5208260678163167,61.83286842824223,146.6534446791309
2018-09-01,2018-9,2.0,0.0,0.0,220,6.0,0.02727272727272727,27,0.0,0.0,249.0,0.008032128514056224,0.8835341365461847,0.10843373493975904,0.0,1.6680811380451452,0.0,0.5560270460150484,1.4738066279916946,174.97144814460617,94.86467994566253
2018-10-01,2018-10,8.0,0.0,0.0,188,4.0,0.02127659574468085,44,0.0,0.0,240.0,0.03333333333333333,0.7833333333333333,0.18333333333333332,0.0,1.3013398949288368,0.0,0.43377996497627896,1.0193829176942555,121.02191830001928,74.00790634058781
2018-11-01,2018-11,2.0,1.0,0.5,206,4.0,0.019417475728155338,46,0.0,0.0,254.0,0.007874015748031496,0.8110236220472441,0.18110236220472442,3.8340860282704,1.1876305837214627,0.0,1.673905537330621,0.9933861114297721,117.93555761141945,285.58775008553096
2018-12-01,2018-12,1.0,0.0,0.0,130,10.0,0.07692307692307693,27,0.0,0.0,158.0,0.006329113924050633,0.8227848101265823,0.17088607594936708,0.0,4.704844235511949,0.0,1.5682814118373163,3.8710743709908444,459.57690493678217,267.5670460005867
2019-01-01,2019-1,2.0,0.0,0.0,146,4.0,0.0273972602739726,40,0.0,0.0,188.0,0.010638297872340425,0.776595744680851,0.2127659574468085,0.0,1.6756979468946664,0.0,0.5585659822982222,1.3013398949288366,154.4960659149182,95.29785200020895
2019-02-01,2019-2,1.0,0.0,0.0,170,4.0,0.023529411764705882,53,0.0,0.0,224.0,0.004464285714285714,0.7589285714285714,0.23660714285714285,0.0,1.4391288249801255,0.0,0.4797096083267085,1.0921959832438453,129.66634103573494,81.84403760017946
2019-03-01,2019-3,2.0,0.0,0.0,180,4.0,0.022222222222222223,53,0.0,0.0,235.0,0.00851063829787234,0.7659574468085106,0.225531914893617,0.0,1.3591772235923407,0.0,0.45305907453078026,1.0410719159430695,123.59685273193459,77.29714662239171
2019-04-01,2019-4,0.0,0.0,0.0,178,2.0,0.011235955056179775,43,0.0,0.0,221.0,0.0,0.8054298642533937,0.19457013574660634,0.0,0.6872244388950037,0.0,0.22907481296500123,0.5535110865308175,65.71325880544033,39.08282694390592
2019-05-01,2019-5,0.0,0.0,0.0,204,2.0,0.00980392156862745,44,0.0,0.0,248.0,0.0,0.8225806451612904,0.1774193548387097,0.0,0.5996370104083856,0.0,0.19987900346946186,0.4932497988843172,58.558992725815784,34.10168233340811
2019-06-01,2019-6,1.0,0.0,0.0,188,8.0,0.0425531914893617,53,0.0,0.0,242.0,0.004132231404958678,0.7768595041322314,0.2190082644628099,0.0,2.6026797898576737,0.0,0.8675599299525579,2.0219165309638125,240.04347431408783,148.01581268117562
2019-07-01,2019-7,0.0,0.0,0.0,204,6.0,0.029411764705882353,60,0.0,0.0,264.0,0.0,0.7727272727272727,0.22727272727272727,0.0,1.7989110312251568,0.0,0.5996370104083856,1.3900676150376212,165.0298885909354,102.30504700022432
2019-08-01,2019-8,4.0,0.0,0.0,180,6.0,0.03333333333333333,62,0.0,0.0,246.0,0.016260162601626018,0.7317073170731707,0.25203252032520324,0.0,2.038765835388511,0.0,0.6795886117961704,1.491779879552569,177.10524629271114,115.94571993358757
2019-09-01,2019-9,6.0,0.0,0.0,134,6.0,0.04477611940298507,83,2.0,0.024096385542168676,223.0,0.026905829596412557,0.600896860986547,0.3721973094170404,0.0,2.738640674402477,1.273827611647136,1.3374894286832044,2.1197557943347274,251.65902636296013,228.19124985388808
2019-10-01,2019-10,0.0,0.0,0.0,220,4.0,0.01818181818181818,62,1.0,0.016129032258064516,282.0,0.0,0.7801418439716312,0.2198581560283688,0.0,1.1120540920300968,0.8526426755380023,0.6548989225226997,1.0550203763474377,125.25282460096174,111.73337183348765
2019-11-01,2019-11,4.0,0.0,0.0,210,2.0,0.009523809523809525,69,0.0,0.0,283.0,0.014134275618374558,0.7420494699646644,0.24381625441696114,0.0,0.5825045243967175,0.0,0.19416817479890583,0.43224717358060316,51.31671447350642,33.12734855245359
2019-12-01,2019-12,1.0,0.0,0.0,134,0.0,0.0,32,1.0,0.03125,167.0,0.005988023952095809,0.8023952095808383,0.19161676646706588,0.0,0.0,1.6519951838548796,0.5506650612849598,0.316549975349438,37.58105476327298,93.94986299756823
2020-01-01,2020-1,0.0,0.0,0.0,170,4.0,0.023529411764705882,30,0.0,0.0,200.0,0.0,0.85,0.15,0.0,1.4391288249801255,0.0,0.4797096083267085,1.2232595012331067,145.22630196002314,81.84403760017946
2020-02-01,2020-2,3.0,0.0,0.0,158,6.0,0.0379746835443038,31,0.0,0.0,192.0,0.015625,0.8229166666666666,0.16145833333333334,0.0,2.322644622594506,0.0,0.7742148741981687,1.9113429706767289,226.91609681253613,132.0900606838339
2020-03-01,2020-3,1.0,0.0,0.0,220,10.0,0.045454545454545456,26,2.0,0.07692307692307693,247.0,0.004048582995951417,0.8906882591093117,0.10526315789473684,0.0,2.7801352300752424,4.0664496833350885,2.282194971136777,2.904281143252087,344.7984747811528,389.3690011342209
2020-04-01,2020-4,2.0,1.0,0.5,206,6.0,0.02912621359223301,22,2.0,0.09090909090909091,230.0,0.008695652173913044,0.8956521739130435,0.09565217391304348,3.8340860282704,1.7814458755821942,4.805804171214195,3.47377869168893,2.0885813660573267,247.95797443580886,592.6670404810021
2020-05-01,2020-5,2.0,0.0,0.0,170,2.0,0.011764705882352941,27,0.0,0.0,199.0,0.010050251256281407,0.8542713567839196,0.135678391959799,0.0,0.7195644124900628,0.0,0.23985480416335425,0.61470326695131,72.9780411859413,40.92201880008973
2020-06-01,2020-6,2.0,0.0,0.0,172,8.0,0.046511627906976744,21,1.0,0.047619047619047616,195.0,0.010256410256410256,0.882051282051282,0.1076923076923077,0.0,2.8447895377514105,2.517325994445531,1.7873718440656472,2.780346904495378,330.0849073306453,304.9464214850213
2020-07-01,2020-7,2.0,0.0,0.0,202,4.0,0.019801980198019802,27,1.0,0.037037037037037035,231.0,0.008658008658008658,0.8744588744588745,0.11688311688311688,0.0,1.2111480210228778,1.9579202179020794,1.0563560796416525,1.2879469529436254,152.90604561675852,180.2266312799972
2020-08-01,2020-8,2.0,1.0,0.5,196,2.0,0.01020408163265306,24,0.0,0.0,222.0,0.009009009009009009,0.8828828828828829,0.10810810810810811,3.8340860282704,0.6241119904250544,0.0,1.486066006231818,0.5855591089182498,69.51802449233436,253.5401417424846
2020-09-01,2020-9,2.0,0.0,0.0,188,0.0,0.0,25,1.0,0.04,215.0,0.009302325581395349,0.8744186046511628,0.11627906976744186,0.0,0.0,2.114553835334246,0.7048512784447487,0.24587835294584257,29.19086579286785,120.25582463688735
2020-10-01,2020-10,1.0,0.0,0.0,234,8.0,0.03418803418803419,24,0.0,0.0,259.0,0.003861003861003861,0.9034749034749034,0.09266409266409266,0.0,2.091041882449755,0.0,0.6970139608165851,1.889203862908273,224.2877250347848,118.91868711137188
2020-11-01,2020-11,4.0,1.0,0.25,214,2.0,0.009345794392523364,26,0.0,0.0,244.0,0.01639344262295082,0.8770491803278688,0.10655737704918032,1.9170430141352,0.5716165893612647,0.0,0.8295532011654881,0.5327627958190633,63.250005890566506,141.53142277962866
2020-12-01,2020-12,0.0,0.0,0.0,204,4.0,0.0196078431372549,23,1.0,0.043478260869565216,227.0,0.0,0.8986784140969163,0.1013215859030837,0.0,1.1992740208167711,2.2984280818850498,1.1659007009006068,1.3106420534360241,155.6004252752036,198.91621753299808
2021-01-01,2021-1,2.0,0.0,0.0,166,6.0,0.03614457831325301,7,0.0,0.0,175.0,0.011428571428571429,0.9485714285714286,0.04,0.0,2.210709941987542,0.0,0.7369033139958473,2.0970162878281826,248.9593747886111,125.72427462678168
2021-02-01,2021-2,0.0,0.0,0.0,184,6.0,0.03260869565217391,11,0.0,0.0,195.0,0.0,0.9435897435897436,0.05641025641025641,0.0,1.9944448389670215,0.0,0.6648149463223405,1.8819376942047792,223.4250799384971,113.42516080459652
2021-03-01,2021-3,1.0,0.0,0.0,178,0.0,0.0,21,1.0,0.047619047619047616,200.0,0.005,0.89,0.105,0.0,0.0,2.517325994445531,0.839108664815177,0.2643192294167807,31.38018072733293,143.16169599629447
2021-04-01,2021-4,4.0,1.0,0.25,176,0.0,0.0,28,1.0,0.03571428571428571,208.0,0.019230769230769232,0.8461538461538461,0.1346153846153846,1.9170430141352,0.0,1.887994495834148,1.2683458366564493,0.2910193170187353,34.55003551328126,216.39454900107728
2021-05-01,2021-5,1.0,0.0,0.0,220,6.0,0.02727272727272727,29,0.0,0.0,250.0,0.004,0.88,0.116,0.0,1.6680811380451452,0.0,0.5560270460150484,1.4679114014797279,174.27156235202776,94.86467994566253
2021-06-01,2021-6,2.0,0.0,0.0,188,2.0,0.010638297872340425,26,1.0,0.038461538461538464,216.0,0.009259259259259259,0.8703703703703703,0.12037037037037036,0.0,0.6506699474644184,2.0332248416675442,0.8946315963773209,0.8110638704012352,96.29012195124491,152.6345537826856
2021-07-01,2021-7,2.0,0.0,0.0,230,4.0,0.017391304347826087,48,0.0,0.0,280.0,0.007142857142857143,0.8214285714285714,0.17142857142857143,0.0,1.063703914115745,0.0,0.354567971371915,0.8737567865950762,103.73307282858796,60.493419095784816
2021-08-01,2021-8,2.0,0.0,0.0,214,2.0,0.009345794392523364,26,0.0,0.0,242.0,0.008264462809917356,0.8842975206611571,0.10743801652892562,0.0,0.5716165893612647,0.0,0.19053886312042156,0.5054791327409531,60.01086857852196,32.508145775772206
2021-09-01,2021-9,0.0,0.0,0.0,192,0.0,0.0,28,0.0,0.0,220.0,0.0,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,2021-10,1.0,0.0,0.0,156,2.0,0.01282051282051282,28,0.0,0.0,185.0,0.005405405405405406,0.8432432432432433,0.15135135135135136,0.0,0.784140705918658,0.0,0.26138023530621934,0.6612213520178954,78.50070376217467,44.59450766676444
2021-11-01,2021-11,4.0,1.0,0.25,156,2.0,0.01282051282051282,44,0.0,0.0,204.0,0.0196078431372549,0.7647058823529411,0.21568627450980393,1.9170430141352,0.784140705918658,0.0,0.9003945733512859,0.6372260891169188,75.65196782989327,153.6177846706209
2021-12-01,2021-12,1.0,1.0,1.0,134,2.0,0.014925373134328358,27,0.0,0.0,162.0,0.006172839506172839,0.8271604938271605,0.16666666666666666,7.6681720565408,0.9128802248008258,0.0,2.8603507604472083,0.802432852962046,95.26544097097673,488.00910201553955
2022-01-01,2022-1,33.0,2.0,0.06060606060606061,90,2.0,0.022222222222222223,63,1.0,0.015873015873015872,186.0,0.1774193548387097,0.4838709677419355,0.3387096774193548,0.46473770039641216,1.3591772235923407,0.8391086648151769,0.88767452960131,1.0243340866653141,121.60972486054159,151.4475972887581
2022-02-01,2022-2,16.0,2.0,0.125,116,0.0,0.0,37,1.0,0.02702702702702703,169.0,0.09467455621301775,0.6863905325443787,0.21893491124260356,0.9585215070676,0.0,1.428752591442058,0.7957580328365527,0.4035514200972648,47.909932710404846,135.76557406739263
2022-03-01,2022-3,3.0,0.0,0.0,140,0.0,0.0,34,1.0,0.029411764705882353,177.0,0.01694915254237288,0.7909604519774012,0.192090395480226,0.0,0.0,1.5548189965692985,0.5182729988564329,0.29866579595116466,35.4578313303197,88.42340046829952
2022-04-01,2022-4,4.0,0.0,0.0,88,0.0,0.0,24,0.0,0.0,116.0,0.034482758620689655,0.7586206896551724,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,2022-5,5.0,0.0,0.0,130,0.0,0.0,41,0.0,0.0,176.0,0.028409090909090908,0.7386363636363636,0.23295454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,2022-6,5.0,2.0,0.4,138,0.0,0.0,22,0.0,0.0,165.0,0.030303030303030304,0.8363636363636363,0.13333333333333333,3.0672688226163203,0.0,0.0,1.0224229408721068,0.09294754007928244,11.034802924798978,174.43724320617034
2022-07-01,2022-7,6.0,0.0,0.0,146,0.0,0.0,16,0.0,0.0,168.0,0.03571428571428571,0.8690476190476191,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,3.0,0.0,0.0,118,0.0,0.0,26,0.0,0.0,147.0,0.02040816326530612,0.8027210884353742,0.17687074829931973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,5.0,0.0,0.0,178,0.0,0.0,31,1.0,0.03225806451612903,214.0,0.02336448598130841,0.8317757009345794,0.14485981308411214,0.0,0.0,1.7052853510760047,0.5684284503586682,0.24702731721194457,29.327271707787784,96.98050373942526
2022-10-01,2022-10,7.0,0.0,0.0,170,0.0,0.0,23,0.0,0.0,200.0,0.035,0.85,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,2022-11,8.0,0.0,0.0,204,2.0,0.00980392156862745,20,0.0,0.0,232.0,0.034482758620689655,0.8793103448275862,0.08620689655172414,0.0,0.5996370104083856,0.0,0.19987900346946186,0.5272670263935804,62.597543948285825,34.10168233340811
2022-12-01,2022-12,1.0,0.0,0.0,122,0.0,0.0,20,1.0,0.05,143.0,0.006993006993006993,0.8531468531468531,0.13986013986013987,0.0,0.0,2.6431922941678074,0.8810640980559358,0.36967724393955353,43.888364653612506,150.31978079610917
2023-01-01,2023-1,2.0,1.0,0.5,82,0.0,0.0,10,0.0,0.0,94.0,0.02127659574468085,0.8723404255319149,0.10638297872340426,3.8340860282704,0.0,0.0,1.2780286760901334,0.0815762984738383,9.68480043931825,218.0465540077129
2023-02-01,2023-2,3.0,0.0,0.0,130,0.0,0.0,8,0.0,0.0,141.0,0.02127659574468085,0.9219858156028369,0.05673758865248227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,4.0,0.0,0.0,174,2.0,0.011494252873563218,2,0.0,0.0,180.0,0.022222222222222223,0.9666666666666667,0.011111111111111112,0.0,0.7030227018581072,0.0,0.23434090061936907,0.6795886117961704,80.68127886667952,39.981282735719844
2023-04-01,2023-4,2.0,0.0,0.0,140,2.0,0.014285714285714285,13,0.0,0.0,155.0,0.012903225806451613,0.9032258064516129,0.08387096774193549,0.0,0.8737567865950762,0.0,0.2912522621983587,0.7891996782149074,93.69438836130524,49.69102282868038
2023-05-01,2023-5,2.0,0.0,0.0,220,4.0,0.01818181818181818,13,0.0,0.0,235.0,0.00851063829787234,0.9361702127659575,0.05531914893617021,0.0,1.1120540920300968,0.0,0.37068469734336557,1.0410719159430692,123.59685273193456,63.24311996377502
2023-06-01,2023-6,3.0,0.0,0.0,190,4.0,0.021052631578947368,9,0.0,0.0,202.0,0.01485148514851485,0.9405940594059405,0.04455445544554455,0.0,1.2876415802453753,0.0,0.4292138600817918,1.2111480210228778,143.78841778220112,73.22887574752899
2023-07-01,2023-7,4.0,1.0,0.25,164,4.0,0.024390243902439025,7,0.0,0.0,175.0,0.022857142857142857,0.9371428571428572,0.04,1.9170430141352,1.4917798795525692,0.0,1.136274297895923,1.441828984589498,171.17503790457457,193.86160866257907
2023-08-01,2023-8,1.0,0.0,0.0,142,2.0,0.014084507042253521,8,0.0,0.0,151.0,0.006622516556291391,0.9403973509933775,0.052980132450331126,0.0,0.861450352981061,0.0,0.28715011766035364,0.8101056299556998,96.17635891392261,48.99114926771305
2023-09-01,2023-9,3.0,0.0,0.0,140,0.0,0.0,11,0.0,0.0,154.0,0.01948051948051948,0.9090909090909091,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,2023-10,5.0,1.0,0.2,166,0.0,0.0,6,0.0,0.0,177.0,0.02824858757062147,0.9378531073446328,0.03389830508474576,1.5336344113081601,0.0,0.0,0.5112114704360534,0.043323005969157065,5.143340346304608,87.21862160308517
2023-11-01,2023-11,3.0,1.0,0.3333333333333333,156,2.0,0.01282051282051282,9,1.0,0.1111111111111111,168.0,0.017857142857142856,0.9285714285714286,0.05357142857142857,2.5560573521802663,0.784140705918658,5.873760653706238,3.071319570601721,1.0884402860905213,129.2204618021715,524.0028343299267
2023-12-01,2023-12,4.0,0.0,0.0,120,0.0,0.0,6,0.0,0.0,130.0,0.03076923076923077,0.9230769230769231,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,2.0,0.0,0.0,122,0.0,0.0,10,0.0,0.0,134.0,0.014925373134328358,0.9104477611940298,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,1.0,0.0,0.0,140,0.0,0.0,17,0.0,0.0,158.0,0.006329113924050633,0.8860759493670886,0.10759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
