,url,date,title
18,https://www.solomonstarnews.com/now-a-criminal-case/,2024-01-08,NOW A CRIMINAL CASE:
19,https://www.solomonstarnews.com/former-gp-premier-passes-on/,2024-01-08,Former GP premier passes on
20,https://www.solomonstarnews.com/beachgoers-sick-from-jelly-fish-attack/,2024-01-05,Beachgoers sick from jelly fish attack
21,https://www.solomonstarnews.com/suu-nss-reminds-students-of-2024-commencement-date/,2024-01-05,Su’u NSS reminds students of 2024 commencement date
22,https://www.solomonstarnews.com/lack-of-action-by-wda-in-wp/,2024-01-05,Lack of action by WDA in WP
23,https://www.solomonstarnews.com/electoral-commission-tightens-rules-on-elections/,2024-01-05,ELECTORAL COMMISSION TIGHTENS RULES ON ELECTIONS
24,https://www.solomonstarnews.com/gg-suggests-the-abolition-of-anachronist-terms-levels/,2024-01-05,"GG suggests the abolition of anachronist terms, levels"
25,https://www.solomonstarnews.com/churches-receive-support-from-wkc-at-christmas/,2024-01-04,Churches receive support from WKC at Christmas
26,https://www.solomonstarnews.com/a-final-plea/,2023-12-31,A FINAL PLEA
27,https://www.solomonstarnews.com/police-appeals-for-peaceful-celebration/,2023-12-31,Police appeals for peaceful celebration
28,https://www.solomonstarnews.com/in-court-with-assumpta-45/,2023-12-30,In court with Assumpta
29,https://www.solomonstarnews.com/boycott-threat-fails/,2023-12-28,BOYCOTT THREAT FAILS:
30,https://www.solomonstarnews.com/breast-cancer-top-killer-in-si-world/,2023-12-19,"Breast cancer top killer in SI, world"
31,https://www.solomonstarnews.com/ambassador-salato-bids-farewell-to-pm/,2023-12-18,Ambassador Salato bids farewell to PM
32,https://www.solomonstarnews.com/challenge-it/,2023-12-18,‘CHALLENGE IT’
33,https://www.solomonstarnews.com/ms-dentana-crowned-miss-western-province/,2023-12-18,Ms Dentana crowned Miss Western Province
34,https://www.solomonstarnews.com/victory-worry/,2023-12-17,"VICTORY, WORRY"
35,https://www.solomonstarnews.com/premier-fini-congratulates-new-chinese-ambassador/,2023-12-15,Premier Fini congratulates new Chinese Ambassador
36,https://www.solomonstarnews.com/police-arrest-seven-suspects-for-brewing-kwaso-in-honiara/,2023-12-15,Police arrest seven suspects for brewing kwaso in Honiara
37,https://www.solomonstarnews.com/kabui-works-on-rights-for-people-with-disabilities-as-uk-high-commissioner-for-a-day/,2023-12-15,Kabui works on rights for People with Disabilities as UK High Commissioner for a Day
38,https://www.solomonstarnews.com/wale-says-electoral-reforms-fail-to-address-corruption-in-cross-border-voting/,2023-12-15,Wale says electoral reforms fail to address corruption in cross border voting
39,https://www.solomonstarnews.com/burnscreek-clinic-receives-life-saving-support-from-nocsi-onoc/,2023-12-15,"Burnscreek Clinic receives life-saving support from NOCSI, ONOC"
40,https://www.solomonstarnews.com/national-peoples-congress-delegation-met-with-pm-sogavare/,2023-12-15,NATIONAL PEOPLE’S CONGRESS DELEGATION MET WITH PM SOGAVARE
41,https://www.solomonstarnews.com/escaped-murder-convict-still-at-large/,2023-12-14,Escaped murder convict still at large
42,https://www.solomonstarnews.com/reforestation-shift/,2023-12-14,REFORESTATION SHIFT:
43,https://www.solomonstarnews.com/urgent-action-demanded/,2023-12-12,URGENT ACTION DEMANDED:
44,https://www.solomonstarnews.com/minister-veke-praises-cplt-for-supporting-the-17th-sol2023-pacific-games/,2023-12-11,Minister Veke praises CPLT for supporting the 17th Sol2023 Pacific Games
45,https://www.solomonstarnews.com/pm-all-glory-and-honour-for-the-successful-hosting-of-the-17th-chapter-of-the-pacific-games-to-god-almighty/,2023-12-11,PM: “All Glory and Honour for the successful hosting of the 17th chapter of the Pacific Games to God almighty”
46,https://www.solomonstarnews.com/name-change-to-be-explained-during-wp-day/,2023-12-11,Name change to be explained during WP Day
47,https://www.solomonstarnews.com/wale-nation-suffers-from-govts-reckless-handling-of-minerals/,2023-12-09,Wale: nation suffers from Gov’t’s reckless handling of minerals
48,https://www.solomonstarnews.com/solomon-islands-to-arm-patrol-boats/,2023-12-09,Solomon Islands to arm patrol boats
49,https://www.solomonstarnews.com/road-users-in-malaitas-east-road-benefits-from-upgrade/,2023-12-09,Road users in Malaita’s East Road benefits from upgrade
50,https://www.solomonstarnews.com/court-stories-7/,2023-12-09,Court stories
51,https://www.solomonstarnews.com/si-challenges-global-leaders-to-act-on-climate-change/,2023-12-09,SI challenges global leaders to act on climate change
52,https://www.solomonstarnews.com/cemetery-project-makes-progress/,2023-12-08,Cemetery project makes progress
53,https://www.solomonstarnews.com/mr-victor-ngele-sworn-in-as-electoral-commissioner/,2023-12-08,MR. VICTOR NGELE SWORN IN AS ELECTORAL COMMISSIONER
54,https://www.solomonstarnews.com/wale-calls-out-governments-inaction-to-expand-sis-narrow-based-economy/,2023-12-07,Wale calls out Government’s inaction to expand SI’s narrow-based economy
55,https://www.solomonstarnews.com/court-stories-6/,2023-12-07,Court stories
56,https://www.solomonstarnews.com/ships-cancel-trips-due-to-bad-weather/,2023-12-07,Ships cancel trips due to bad weather
57,https://www.solomonstarnews.com/adf-rnzaf-support-airlifting-of-medical-supplies/,2023-12-04,"ADF, RNZAF support airlifting of medical supplies"
58,https://www.solomonstarnews.com/rsipf-fitness-trainer-gets-into-the-swim-of-things/,2023-11-30,RSIPF fitness trainer gets into the swim of things
59,https://www.solomonstarnews.com/medal-haul/,2023-11-30,MEDAL HAUL
60,https://www.solomonstarnews.com/court-stories-5/,2023-11-30,Court stories
61,https://www.solomonstarnews.com/pm-sogavare-received-courtesy-call-from-cook-islands-pm/,2023-11-27,PM SOGAVARE RECEIVED COURTESY CALL FROM COOK ISLANDS PM
62,https://www.solomonstarnews.com/us-sends-best-wishes-as-si-hosts-pg23/,2023-11-21,US sends best wishes as SI hosts PG23
63,https://www.solomonstarnews.com/sol2023-is-here/,2023-11-20,SOL2023 IS HERE
64,https://www.solomonstarnews.com/pm-sogavare-embraces-pacific-sports-ministers/,2023-11-17,PM Sogavare embraces Pacific Sports Ministers
65,https://www.solomonstarnews.com/australia-delivers-security-support-ahead-of-pacific-games/,2023-11-16,Australia delivers security support ahead of Pacific Games
66,https://www.solomonstarnews.com/nzdf-contingent-to-support-si-during-pg23/,2023-11-15,NZDF contingent to support SI during PG23
67,https://www.solomonstarnews.com/png-deploys-additional-police-to-assist-rsipf-with-pg23-security/,2023-11-14,PNG deploys additional police to assist RSIPF with PG23 security
68,https://www.solomonstarnews.com/mcneil-not-aware/,2023-11-14,MCNEIL NOT AWARE
69,https://www.solomonstarnews.com/afp-adf-presence-boosted/,2023-11-14,"AFP, ADF PRESENCE BOOSTED:"
70,https://www.solomonstarnews.com/australian-medical-team-delivers-first-ever-brain-surgery-in-solomon-islands/,2023-11-13,Australian medical team delivers first ever brain surgery in Solomon Islands
71,https://www.solomonstarnews.com/pm-witnesses-handover-of-taro-hospital-biomedical-lab/,2023-11-13,PM witnesses handover of Taro Hospital Biomedical Lab
72,https://www.solomonstarnews.com/victim-cant-get-help-from-ndc-police/,2023-11-13,Victim can’t get help from NDC & Police
73,https://www.solomonstarnews.com/water-supply-suspension-extended-due-to-heavy-rains/,2023-11-13,WATER SUPPLY SUSPENSION EXTENDED DUE TO HEAVY RAINS
74,https://www.solomonstarnews.com/mpa-blasts-regime-for-non-implementation-of-projects/,2023-11-11,MPA blasts regime for non-implementation of projects
75,https://www.solomonstarnews.com/malaita-reestablishes-business-arm/,2023-11-11,Malaita reestablishes business arm
76,https://www.solomonstarnews.com/provisional-voter-list-can-be-accessed-but-with-a-fee/,2023-11-10,Provisional Voter List can be accessed but with a fee
77,https://www.solomonstarnews.com/si-png-maritime-border-reopened/,2023-11-09,SI-PNG Maritime Border reopened
78,https://www.solomonstarnews.com/court-stories-4/,2023-11-09,Court stories
79,https://www.solomonstarnews.com/police-confiscate-destroy-3000l-of-homebrew-in-alligator-creek-raid/,2023-11-09,Police confiscate & destroy 3000L of homebrew in Alligator Creek raid
80,https://www.solomonstarnews.com/landowners-oppose-mining-operation/,2023-11-09,Landowners oppose mining operation
81,https://www.solomonstarnews.com/minister-tanangada-attends-42nd-unesco-general-conference/,2023-11-08,Minister Tanangada attends 42nd UNESCO General Conference
82,https://www.solomonstarnews.com/kids-growth-learning-impacted-by-poor-sanitation/,2023-11-08,"Kids’ growth, learning impacted by poor sanitation"
83,https://www.solomonstarnews.com/australia-delivers-on-security-commitments-ahead-of-the-games/,2023-11-03,Australia delivers ON security commitments ahead of the games
84,https://www.solomonstarnews.com/wale-condemns-pms-belittling-remarks-on-reasons-to-extend-parliament/,2023-11-02,Wale condemns PM’s belittling remarks on reasons to extend Parliament
85,https://www.solomonstarnews.com/gizo-chs-successfully-ends-academic-year/,2023-11-02,Gizo CHS successfully ends academic year
86,https://www.solomonstarnews.com/mrd-welcomes-jaas-delegation-from-china/,2023-11-02,MRD welcomes JAAS delegation from China
87,https://www.solomonstarnews.com/3rd-standing-orders-review-workshop-for-members-of-parliament/,2023-11-02,3rd Standing Orders Review Workshop for members of Parliament
88,https://www.solomonstarnews.com/court-stories-3/,2023-11-01,Court stories
89,https://www.solomonstarnews.com/noro-residents-call-for-action-on-dumpsite/,2023-11-01,Noro residents call for action on dumpsite
90,https://www.solomonstarnews.com/qantas-makes-first-commercial-flight-to-honiara/,2023-10-31,Qantas makes first commercial flight to Honiara
91,https://www.solomonstarnews.com/foreign-minister-meets-with-prc-vice-minister-of-international-department-of-ccp/,2023-10-30,Foreign Minister meets with PRC vice Minister of International Department of CCP
92,https://www.solomonstarnews.com/new-act-embraces-new-vision/,2023-10-30,New Act embraces new vision
93,https://www.solomonstarnews.com/clinics-experience-drug-shortage/,2023-10-30,Clinics experience drug shortage
94,https://www.solomonstarnews.com/death-of-10-year-old-shocks-family/,2023-10-28,Death of 10-year-old shocks family
95,https://www.solomonstarnews.com/court-stories-2/,2023-10-28,Court stories
96,https://www.solomonstarnews.com/temotus-new-ship-arriving-soon/,2023-10-26,Temotu’s new ship arriving soon
97,https://www.solomonstarnews.com/come-japan/,2023-10-25,COME JAPAN
98,https://www.solomonstarnews.com/minister-avui-lauds-escap-for-regional-leadership-in-urbanisation/,2023-10-25,Minister Avui lauds ESCAP for regional leadership in urbanisation
99,https://www.solomonstarnews.com/6000-on-seasonal-labour/,2023-10-25,6000+ on seasonal labour
100,https://www.solomonstarnews.com/shoppers-urged-to-do-away-with-plastics-for-shopping-bags/,2023-10-25,Shoppers urged to do away with plastics for shopping bags
101,https://www.solomonstarnews.com/lola-threatens-eastern-solomons/,2023-10-25,Lola threatens Eastern Solomons
102,https://www.solomonstarnews.com/the-vision-to-transform-sinu/,2023-10-24,The vision to transform SINU
103,https://www.solomonstarnews.com/court-stories/,2023-10-24,Court Stories
104,https://www.solomonstarnews.com/wale-calls-on-minister-avui-to-resign/,2023-10-23,Wale calls on Minister Avui to resign
105,https://www.solomonstarnews.com/pm-sogavare-chief-guest-as-city-women-connection-mark-1oth-anniversary/,2023-10-23,"PM Sogavare, Chief guest as ‘City Women Connection’ mark 1Oth Anniversary"
106,https://www.solomonstarnews.com/we-need-future-where-investors-are-attracted-by-cheap-reliable-electricity-wale/,2023-10-23,We need future where investors are attracted by cheap & reliable electricity: Wale
107,https://www.solomonstarnews.com/bill-prioritisation-urged/,2023-10-20,BILL PRIORITISATION URGED
108,https://www.solomonstarnews.com/wale-says-cost-of-electricity-in-si-terrible-joke/,2023-10-19,Wale says cost of electricity in SI ‘terrible joke’
109,https://www.solomonstarnews.com/australia-helps-a-further-14-solomon-islanders-to-depart-israel/,2023-10-19,AUSTRALIA HELPS A FURTHER 14 SOLOMON ISLANDERS TO DEPART ISRAEL
110,https://www.solomonstarnews.com/dpm-maelanga-attends-third-belt-and-road-forum/,2023-10-19,DPM Maelanga attends third Belt and Road Forum
111,https://www.solomonstarnews.com/students-suffer-from-penis-enlargement/,2023-10-19,Students suffer from penis enlargement
112,https://www.solomonstarnews.com/mala-i-tolo-supports-schools-with-computer-labs/,2023-10-19,Mala-I-Tolo supports schools with computer labs  
113,https://www.solomonstarnews.com/in-court-with-assumpta-buchanan-7/,2023-10-18,In Court with Assumpta Buchanan
114,https://www.solomonstarnews.com/australia-acknowledged-for-upgrading-sinu/,2023-10-17,Australia acknowledged for upgrading SINU
115,https://www.solomonstarnews.com/agovaka-voter-registration-should-be-all-year-around/,2023-10-17,Agovaka: Voter registration should be all year around
116,https://www.solomonstarnews.com/premier-fini-returns-home-happy-after-witnessing-road-deal-signing/,2023-10-17,Premier Fini returns home happy after witnessing road deal signing
117,https://www.solomonstarnews.com/pg2023-tickets-launched/,2023-10-17,PG2023 TICKETS LAUNCHED
118,https://www.solomonstarnews.com/australia-assists-65-solomon-islanders-to-depart-israel/,2023-10-17,AUSTRALIA ASSISTS 65 SOLOMON ISLANDERS TO DEPART ISRAEL
119,https://www.solomonstarnews.com/si-support-sought/,2023-10-16,SI SUPPORT SOUGHT
120,https://www.solomonstarnews.com/banking-in-si-a-mountain-to-climb-for-many-wale/,2023-10-16,Banking in SI a mountain to climb for many: Wale
121,https://www.solomonstarnews.com/synchronized-elections-in-2024/,2023-10-14,Synchronized elections in 2024
122,https://www.solomonstarnews.com/in-court-with-assumpta-buchanan-6/,2023-10-14,In court with Assumpta Buchanan
123,https://www.solomonstarnews.com/mpg-acknowledges-australias-road-patch-up-assurance/,2023-10-14,MPG acknowledges Australia’s road patch up assurance
124,https://www.solomonstarnews.com/new-malaita-ps-yet-to-resume-duty/,2023-10-14,New Malaita PS yet to resume duty 
125,https://www.solomonstarnews.com/wale-advocates-for-compassionate-treatment-of-teachers-with-physical-or-mental-challenges/,2023-10-13,Wale advocates for compassionate treatment of teachers with physical or mental challenges
126,https://www.solomonstarnews.com/false-pretence-accused-to-take-pleas-tomorrow/,2023-10-12,False pretence accused to take pleas tomorrow
127,https://www.solomonstarnews.com/first-batch-of-wp-alienated-land-transfer-by-dec/,2023-10-12,First batch of WP alienated land transfer by Dec
128,https://www.solomonstarnews.com/second-phase-of-registration-process-begins-early-next-month/,2023-10-12,Second phase of registration process begins early next month
129,https://www.solomonstarnews.com/pm-urges-respect-and-care-for-infrastructures/,2023-10-12,PM urges respect and care for infrastructures
130,https://www.solomonstarnews.com/pm-sogavare-congratulates-fiji-on-53rd-independence-anniversary/,2023-10-10,PM Sogavare congratulates Fiji on 53rd Independence Anniversary
131,https://www.solomonstarnews.com/education-system-need-to-produce-critical-thinkers/,2023-10-09,‘Education system need to produce critical thinkers’
132,https://www.solomonstarnews.com/rsipf-train-hcc-law-enforcement-officers/,2023-10-09,RSIPF train HCC Law Enforcement Officers
133,https://www.solomonstarnews.com/wp-planning-office-under-fire-for-violating-wdc-policy/,2023-10-09,WP Planning Office under fire for violating WDC policy
134,https://www.solomonstarnews.com/overseas-trips-over-public-health-wale/,2023-10-09,Overseas Trips Over Public Health? Wale
135,https://www.solomonstarnews.com/hills-college-students-depart-after-erecting-school-hall/,2023-10-09,Hills College students depart after erecting school hall
136,https://www.solomonstarnews.com/diko-the-king-mud-crab-hunter-of-kongu/,2023-10-09,Diko the king mud crab hunter of Kongu
137,https://www.solomonstarnews.com/juicy-tp-award-defence/,2023-10-09,‘JUICY TP’ AWARD DEFENCE:
138,https://www.solomonstarnews.com/govts-1m-support-to-israel-mission/,2023-10-07,Govt’s $1m support to Israel mission
139,https://www.solomonstarnews.com/police-conduct-scenario-exercise-in-honiara-as-part-of-preparation-for-pg23/,2023-10-07,Police conduct scenario exercise in Honiara as part of preparation for PG23
140,https://www.solomonstarnews.com/another-parl-extension-wale-calls-on-pm-to-clarify/,2023-10-06,ANOTHER PARL EXTENSION? WALE CALLS ON PM TO CLARIFY
141,https://www.solomonstarnews.com/si-japan-ties-valuable/,2023-10-06,SI- JAPAN TIES VALUABLE
142,https://www.solomonstarnews.com/pg2023-minister-receives-15m-upgraded-kgvi-school-from-australia/,2023-10-06,PG2023 Minister receives 15M Upgraded KGVI School from Australia
143,https://www.solomonstarnews.com/panatina-robbery-case-probe-still-underway/,2023-10-05,Panatina robbery case probe still underway
144,https://www.solomonstarnews.com/sofu-encourages-parents-to-send-kids-to-school/,2023-10-05,Sofu encourages parents to send kids to school
145,https://www.solomonstarnews.com/teacher-welfare-a-serious-weakness-in-education-system-wale/,2023-10-05,Teacher welfare a serious weakness in education system: Wale
146,https://www.solomonstarnews.com/importance-of-education-highlighted-at-kchs-graduation/,2023-10-05,Importance of education highlighted at KCHS graduation
147,https://www.solomonstarnews.com/tsi-urges-adherence/,2023-10-05,TSI URGES ADHERENCE
148,https://www.solomonstarnews.com/sipeu-hands-over-retreat-report-to-prime-minister/,2023-10-05,SIPEU hands over Retreat report to Prime Minister
149,https://www.solomonstarnews.com/summon-plea/,2023-10-04,SUMMON PLEA:
150,https://www.solomonstarnews.com/bvr-officers-survive-sea-ordeal/,2023-10-04,BVR officers survive sea ordeal
151,https://www.solomonstarnews.com/dpm-encourages-donor-support-for-bina-harbour-infrastructure-development/,2023-10-03,DPM encourages donor support for Bina Harbour infrastructure development
152,https://www.solomonstarnews.com/12-vehicles-detained-during-police-operation/,2023-09-27,12 vehicles detained during police operation
153,https://www.solomonstarnews.com/solomon-airlines-to-celebrate-opening-of-new-munda-international-airport-terminal/,2023-09-27,Solomon Airlines to celebrate opening of new Munda International Airport terminal
154,https://www.solomonstarnews.com/voters-clash-in-2024-election-related-brawl/,2023-09-27,Voters clash in 2024 election related brawl
155,https://www.solomonstarnews.com/wale-echoes-disappointment-with-pms-self-determination-statement-at-unga/,2023-09-27,Wale echoes disappointment with PMs self-determination statement at UNGA
156,https://www.solomonstarnews.com/japanese-envoy-reacts/,2023-09-26,JAPANESE ENVOY REACTS
157,https://www.solomonstarnews.com/nha-denies-any-corrupt-dealing/,2023-09-26,NHA denies any corrupt dealing
158,https://www.solomonstarnews.com/pm-calls-on-japan-to-immediately-stop-harmful-discharge/,2023-09-25,PM calls on Japan to immediately stop harmful discharge
159,https://www.solomonstarnews.com/new-dpp-sworn-into-office/,2023-09-25,New DPP sworn into office
160,https://www.solomonstarnews.com/sogavare-thanks-us-for-uxo-removal-assistance/,2023-09-25,Sogavare thanks US for UXO removal assistance
161,https://www.solomonstarnews.com/former-mara-mpas-meet-with-suidani/,2023-09-25,Former MARA MPAs meet with Suidani
162,https://www.solomonstarnews.com/si-held-successful-bilateral-meetings-with-vietnam-the-portuguese-republic-at-78th-unga-new-york/,2023-09-22,"SI held successful bilateral meetings with Vietnam & the Portuguese Republic at 78th UNGA, New York "
163,https://www.solomonstarnews.com/voters-reportedly-stranded/,2023-09-22,Voters reportedly stranded
164,https://www.solomonstarnews.com/peoples-republic-of-china-opens-new-consular-section-in-honiara-embassy/,2023-09-22,Peoples Republic of China opens new consular section in Honiara Embassy
165,https://www.solomonstarnews.com/rsipf-eod-put-training-to-the-test-in-nauru/,2023-09-21,RSIPF EOD put training to the test in Nauru
166,https://www.solomonstarnews.com/uogs-pacific-open-campus-opening-in-honiara/,2023-09-20,UOG’s Pacific Open Campus opening in Honiara
167,https://www.solomonstarnews.com/minister-manele-meets-pif-forum-chair/,2023-09-20,Minister Manele meets PIF Forum Chair
168,https://www.solomonstarnews.com/hc-kaul-highlights-growing-png-si-cooperation/,2023-09-20,HC Kaul highlights growing PNG-SI cooperation
169,https://www.solomonstarnews.com/wp-eyes-new-forestry-plantations/,2023-09-15,WP eyes new forestry plantations
170,https://www.solomonstarnews.com/pm-forging-of-si-prc-diplomatic-relationship-complies-with-un-resolution-2758-of-1971/,2023-09-14,PM: “Forging of SI-PRC diplomatic relationship complies with UN Resolution 2758 of 1971.”
171,https://www.solomonstarnews.com/stray-dog-talk/,2023-09-14,STRAY DOG TALK:
172,https://www.solomonstarnews.com/shocking-road-travel-experience-for-malaitans/,2023-09-14,Shocking road travel experience for Malaitans
173,https://www.solomonstarnews.com/travel-surges-as-voters-return-to-register/,2023-09-13,Travel surges as voters return to register
174,https://www.solomonstarnews.com/national-unity-crucial-to-addressing-pressing-issues/,2023-09-13,National unity crucial to addressing pressing issues
175,https://www.solomonstarnews.com/new-undp-rep-presents-credentials/,2023-09-12,New UNDP rep presents credentials
176,https://www.solomonstarnews.com/afp-forensics-expert-shares-experience-knowledge-with-rsipf/,2023-09-12,"AFP forensics expert shares experience, knowledge with RSIPF"
177,https://www.solomonstarnews.com/attack-deplored/,2023-09-12,ATTACK DEPLORED:
178,https://www.solomonstarnews.com/more-land-in-wp-to-be-transferred/,2023-09-12,More land in WP to be transferred
179,https://www.solomonstarnews.com/premier-fini-applauds-sig-landowner-initiative-to-partner-in-commercial-rice-farming/,2023-09-12,Premier Fini applauds SIG-Landowner initiative to partner in commercial rice farming
180,https://www.solomonstarnews.com/india-to-bring-more-assistance-to-si/,2023-09-11,India to bring more assistance to SI
181,https://www.solomonstarnews.com/thanksgiving-service-an-evidence-of-gods-unifying-force-pm/,2023-09-11,Thanksgiving service an evidence of God’s unifying force – PM
182,https://www.solomonstarnews.com/ambassador-yoshiaki-gives-assurance-of-alps-safety/,2023-09-11,Ambassador Yoshiaki gives assurance of ALPS safety
183,https://www.solomonstarnews.com/ughele-clinic-stands-idle-denying-people-of-health-services/,2023-09-11,Ughele clinic stands idle denying people of health services
184,https://www.solomonstarnews.com/man-acquitted-of-rape/,2023-09-09,Man acquitted of rape
185,https://www.solomonstarnews.com/nikunau-community-unveils-new-maneaba/,2023-09-09,Nikunau community unveils new Maneaba
186,https://www.solomonstarnews.com/more-cases-of-sexual-offences-in-west/,2023-09-09,More cases of sexual offences in West
187,https://www.solomonstarnews.com/is-chartering-ships-during-registration-lawful/,2023-09-09,Is chartering ships during registration lawful?
188,https://www.solomonstarnews.com/dwc-collaborates-with-vet-to-address-gizo-stray-dog-issue/,2023-09-08,DWC collaborates with vet to address Gizo stray dog issue
189,https://www.solomonstarnews.com/chief-justice-ruling-a-bad-precedent-community-leader/,2023-09-08,Chief Justice ruling a bad precedent – Community Leader
190,https://www.solomonstarnews.com/unrc-wagener-formally-introduced-to-pm-sogavare/,2023-09-08,UNRC Wagener formally introduced to PM Sogavare  
191,https://www.solomonstarnews.com/controversial-bill-upheld/,2023-09-07,CONTROVERSIAL BILL UPHELD:
192,https://www.solomonstarnews.com/rsipf-afp-to-commence-school-traffic-safety-awareness-program/,2023-09-07,"RSIPF, AFP to commence School Traffic Safety Awareness Program"
193,https://www.solomonstarnews.com/water-sports-park-unveiled/,2023-09-06,WATER SPORTS PARK UNVEILED
194,https://www.solomonstarnews.com/biometric-voters-registration-starts-in-malaita/,2023-09-06,Biometric Voters Registration starts in Malaita
195,https://www.solomonstarnews.com/rsipf-guardian-class-patrol-boat-will-now-be-armed/,2023-09-06,RSIPF Guardian Class Patrol Boat will now be armed
196,https://www.solomonstarnews.com/secondary-students-to-be-tested-to-qualify-for-aged-care-programme/,2023-09-06,Secondary students to be tested to qualify for aged care programme
197,https://www.solomonstarnews.com/premier-veo-calls-for-partnership-to-address-social-issues/,2023-09-06,Premier Veo calls for partnership to address social issues
198,https://www.solomonstarnews.com/court-rulingtoday/,2023-09-06,COURT RULINGTODAY:
199,https://www.solomonstarnews.com/hcc-working-to-upgrade-existing-public-toilets/,2023-09-06,HCC working to upgrade existing public toilets
200,https://www.solomonstarnews.com/many-back-in-malaita-for-voter-registration/,2023-09-06,Many back in Malaita for voter registration
201,https://www.solomonstarnews.com/october-trial-for-alleged-2021-riot-masterminds/,2023-09-06,October trial for alleged 2021 riot masterminds
202,https://www.solomonstarnews.com/man-jailed-for-attacking-three-people-with-chain/,2023-09-06,Man jailed for attacking three people with chain
203,https://www.solomonstarnews.com/wale-calls-on-police-commissioner-to-come-clean-on-replica-guns/,2023-09-04,Wale calls on Police Commissioner to come clean on ‘replica’ guns
204,https://www.solomonstarnews.com/traffic-pre-games-operations-commences-in-honiara/,2023-09-04,Traffic Pre-Games operations commences in Honiara
205,https://www.solomonstarnews.com/20-years-for-sexual-abuse/,2023-09-04,20 years for sexual abuse
206,https://www.solomonstarnews.com/government-borrowing-delays-impact-ministries-and-public-wale/,2023-09-04,Government Borrowing Delays Impact Ministries and Public: Wale
207,https://www.solomonstarnews.com/police-investigate-tragic-incident-in-central-province/,2023-09-03,Police investigate tragic incident in Central Province
208,https://www.solomonstarnews.com/25-nurses-to-work-in-aged-care-sector-in-australia/,2023-09-02,25 nurses to work in aged-care sector in Australia
209,https://www.solomonstarnews.com/election-registration-officials-deployed/,2023-09-02,Election registration officials deployed
210,https://www.solomonstarnews.com/no-arrest-yet-for-school-burning-incident/,2023-09-02,No arrest yet for school burning incident
211,https://www.solomonstarnews.com/electoral-commission-urged-to-rethink-voter-registration-arrangement/,2023-09-02,ELECTORAL COMMISSION URGED TO RETHINK VOTER REGISTRATION ARRANGEMENT
212,https://www.solomonstarnews.com/sig-wins-law-suit-against-doctor/,2023-09-01,SIG Wins Law Suit against Doctor
213,https://www.solomonstarnews.com/australia-commits-to-pacific-games-and-national-general-election-security-support/,2023-09-01,Australia commits to Pacific Games and National General Election ‘security’ support
214,https://www.solomonstarnews.com/arson-attack/,2023-08-31,ARSON ATTACK:
215,https://www.solomonstarnews.com/pm-sogavare-received-final-courtesy-call-by-prc-ambassador/,2023-08-31,PM Sogavare received final courtesy call by PRC Ambassador
216,https://www.solomonstarnews.com/wale-slams-pms-hypocritical-stand-on-west-papua/,2023-08-31,Wale slams PM’s hypocritical stand on West Papua
217,https://www.solomonstarnews.com/honorable-manuari-says-minister-must-come-clean-on-current-health-crisis/,2023-08-29,Honorable Manuari says Minister must come clean on current health crisis
218,https://www.solomonstarnews.com/veo-reiterates-mile-six-development-plans/,2023-08-29,Veo reiterates Mile Six development plans
