,date,total,american samoa,australia,europe,new zealand,usa,other countries,cruise ships,year,month
39,2005-11-08,7322.0,1766.0,1469.0,414.0,2316.0,508.0,849.0,0.0,2005.0,11.0
40,2005-12-08,15014.0,3734.0,3159.0,218.0,6566.0,670.0,667.0,0.0,2005.0,12.0
41,2006-01-08,8025.0,1742.0,1517.0,315.0,3104.0,579.0,768.0,825.0,2006.0,1.0
42,2006-02-08,5916.0,1349.0,1194.0,379.0,1797.0,540.0,657.0,0.0,2006.0,2.0
43,2006-03-08,8204.0,2093.0,1578.0,350.0,2539.0,807.0,837.0,0.0,2006.0,3.0
44,2006-04-08,8057.0,1874.0,1589.0,358.0,2838.0,590.0,808.0,0.0,2006.0,4.0
45,2006-05-08,8647.0,2008.0,1720.0,351.0,2983.0,738.0,847.0,0.0,2006.0,5.0
46,2006-06-08,10713.0,2945.0,2103.0,324.0,3683.0,983.0,675.0,0.0,2006.0,6.0
47,2006-07-08,10697.0,2579.0,1977.0,423.0,3827.0,1015.0,876.0,0.0,2006.0,7.0
48,2006-08-08,9422.0,1777.0,1705.0,573.0,3829.0,725.0,813.0,0.0,2006.0,8.0
49,2006-09-08,9247.0,1546.0,1973.0,348.0,4090.0,522.0,768.0,0.0,2006.0,9.0
50,2006-10-08,8515.0,1765.0,1827.0,430.0,3111.0,582.0,800.0,434.0,2006.0,10.0
51,2006-11-08,8857.0,1970.0,2044.0,422.0,3212.0,510.0,699.0,0.0,2006.0,11.0
52,2006-12-08,19582.0,4535.0,4376.0,308.0,7953.0,1091.0,1319.0,0.0,2006.0,12.0
53,2007-01-08,8829.0,1937.0,1556.0,308.0,3582.0,604.0,842.0,0.0,2007.0,1.0
54,2007-02-08,7201.0,1737.0,1179.0,378.0,2448.0,579.0,880.0,1614.0,2007.0,2.0
55,2007-03-08,8633.0,2009.0,1600.0,442.0,2929.0,842.0,811.0,0.0,2007.0,3.0
56,2007-04-08,8976.0,1785.0,1542.0,393.0,3443.0,648.0,1165.0,0.0,2007.0,4.0
57,2007-05-08,9166.0,1878.0,1591.0,343.0,3802.0,746.0,806.0,1614.0,2007.0,5.0
58,2007-06-08,10854.0,2286.0,2091.0,399.0,4682.0,701.0,695.0,0.0,2007.0,6.0
59,2007-07-08,9738.0,2037.0,1396.0,404.0,4322.0,775.0,804.0,0.0,2007.0,7.0
60,2007-08-08,14096.0,2569.0,1839.0,464.0,4709.0,713.0,3802.0,0.0,2007.0,8.0
61,2007-09-08,10438.0,1270.0,2044.0,274.0,4969.0,540.0,1341.0,0.0,2007.0,9.0
62,2007-10-08,9080.0,1885.0,1536.0,298.0,4153.0,587.0,621.0,0.0,2007.0,10.0
63,2007-11-08,8712.0,1512.0,1649.0,451.0,3631.0,530.0,939.0,0.0,2007.0,11.0
64,2007-12-08,16576.0,3199.0,4100.0,255.0,7612.0,784.0,626.0,0.0,2007.0,12.0
65,2008-01-08,8940.0,1324.0,1870.0,348.0,3915.0,648.0,835.0,1932.0,2008.0,1.0
66,2008-02-08,6932.0,1317.0,1270.0,387.0,2274.0,852.0,832.0,3859.0,2008.0,2.0
67,2008-03-08,8165.0,1943.0,1283.0,403.0,3017.0,777.0,742.0,153.0,2008.0,3.0
68,2008-04-08,8792.0,1815.0,1476.0,417.0,3530.0,554.0,1000.0,365.0,2008.0,4.0
69,2008-05-08,9697.0,1853.0,1820.0,343.0,4269.0,621.0,791.0,0.0,2008.0,5.0
70,2008-06-08,10733.0,2762.0,1712.0,385.0,4488.0,683.0,703.0,2398.0,2008.0,6.0
71,2008-07-08,12935.0,2553.0,1956.0,540.0,5352.0,975.0,1559.0,2820.0,2008.0,7.0
72,2008-08-08,10852.0,1887.0,1941.0,524.0,4668.0,721.0,1111.0,0.0,2008.0,8.0
73,2008-09-08,9630.0,1185.0,1791.0,430.0,4768.0,515.0,941.0,0.0,2008.0,9.0
74,2008-10-08,9716.0,1687.0,1663.0,488.0,4308.0,618.0,952.0,1982.0,2008.0,10.0
75,2008-11-08,9066.0,1479.0,1678.0,537.0,3831.0,791.0,750.0,0.0,2008.0,11.0
76,2008-12-08,16705.0,3546.0,4183.0,284.0,7113.0,710.0,869.0,0.0,2008.0,12.0
77,2009-01-08,9244.0,1753.0,1793.0,360.0,3996.0,597.0,745.0,0.0,2009.0,1.0
78,2009-02-08,7968.0,1469.0,1263.0,416.0,3070.0,766.0,984.0,0.0,2009.0,2.0
79,2009-03-08,8728.0,1658.0,1571.0,664.0,3223.0,811.0,801.0,0.0,2009.0,3.0
80,2009-04-08,10263.0,2105.0,1687.0,527.0,4344.0,745.0,855.0,0.0,2009.0,4.0
81,2009-05-08,10342.0,1873.0,1824.0,454.0,4319.0,731.0,1141.0,0.0,2009.0,5.0
82,2009-06-08,11397.0,2369.0,1992.0,515.0,4506.0,909.0,1106.0,0.0,2009.0,6.0
83,2009-07-08,13425.0,3020.0,2062.0,531.0,5846.0,1038.0,928.0,0.0,2009.0,7.0
84,2009-08-08,11879.0,1851.0,2484.0,613.0,5108.0,796.0,1027.0,0.0,2009.0,8.0
85,2009-09-08,9886.0,1512.0,1900.0,475.0,4412.0,588.0,999.0,0.0,2009.0,9.0
86,2009-10-08,11064.0,1519.0,2358.0,320.0,5385.0,668.0,814.0,0.0,2009.0,10.0
87,2009-11-08,8950.0,1638.0,1286.0,391.0,4010.0,711.0,914.0,0.0,2009.0,11.0
88,2009-12-08,16159.0,3531.0,4287.0,281.0,6368.0,904.0,788.0,0.0,2009.0,12.0
89,2010-01-08,9916.0,1879.0,2181.0,268.0,4220.0,519.0,849.0,0.0,2010.0,1.0
90,2010-02-08,7147.0,1288.0,1070.0,368.0,2989.0,590.0,842.0,0.0,2010.0,2.0
91,2010-03-08,9062.0,1807.0,1387.0,527.0,3745.0,676.0,920.0,0.0,2010.0,3.0
92,2010-04-08,8989.0,1813.0,1254.0,413.0,3813.0,710.0,986.0,0.0,2010.0,4.0
93,2010-05-08,9949.0,2067.0,1540.0,434.0,4190.0,773.0,945.0,0.0,2010.0,5.0
94,2010-06-08,11779.0,2358.0,1880.0,418.0,5066.0,912.0,1145.0,0.0,2010.0,6.0
95,2010-07-08,12958.0,2600.0,1879.0,448.0,6200.0,932.0,899.0,0.0,2010.0,7.0
96,2010-08-08,10873.0,1620.0,1826.0,385.0,5331.0,698.0,1013.0,0.0,2010.0,8.0
97,2010-09-08,11317.0,1593.0,2027.0,335.0,5912.0,588.0,862.0,0.0,2010.0,9.0
98,2010-10-08,9419.0,1255.0,1740.0,389.0,4552.0,602.0,881.0,0.0,2010.0,10.0
99,2010-11-08,9896.0,1669.0,1684.0,430.0,4561.0,587.0,965.0,0.0,2010.0,11.0
100,2010-12-08,18195.0,3788.0,4947.0,232.0,7258.0,1071.0,899.0,0.0,2010.0,12.0
101,2011-01-08,9718.0,1521.0,1933.0,244.0,4502.0,609.0,909.0,0.0,2011.0,1.0
102,2011-02-08,7273.0,1513.0,1341.0,312.0,2971.0,435.0,701.0,0.0,2011.0,2.0
103,2011-03-08,8775.0,2199.0,1544.0,346.0,3346.0,482.0,858.0,0.0,2011.0,3.0
104,2011-04-08,9842.0,1950.0,1999.0,353.0,4013.0,491.0,1036.0,0.0,2011.0,4.0
105,2011-05-08,9448.0,1763.0,1695.0,319.0,4077.0,672.0,922.0,0.0,2011.0,5.0
106,2011-06-08,11392.0,2626.0,2029.0,354.0,4620.0,853.0,910.0,0.0,2011.0,6.0
107,2011-07-08,14269.0,3241.0,2450.0,409.0,6052.0,987.0,1130.0,0.0,2011.0,7.0
108,2011-08-08,11118.0,1914.0,2105.0,406.0,5077.0,535.0,1081.0,0.0,2011.0,8.0
109,2011-09-08,9757.0,1412.0,2274.0,318.0,4369.0,487.0,897.0,0.0,2011.0,9.0
110,2011-10-08,10018.0,1495.0,1789.0,351.0,4866.0,545.0,972.0,0.0,2011.0,10.0
111,2011-11-08,10526.0,1749.0,2074.0,462.0,4659.0,602.0,980.0,0.0,2011.0,11.0
112,2011-12-08,15468.0,3314.0,3964.0,178.0,6365.0,719.0,928.0,0.0,2011.0,12.0
113,2012-01-08,9613.0,1541.0,2248.0,199.0,4271.0,598.0,756.0,1003.0,2012.0,1.0
114,2012-02-08,7245.0,1419.0,1295.0,269.0,2719.0,588.0,955.0,1718.0,2012.0,2.0
115,2012-03-08,9078.0,1757.0,1715.0,397.0,3503.0,562.0,1144.0,0.0,2012.0,3.0
116,2012-04-08,10199.0,1752.0,2008.0,268.0,4650.0,514.0,1007.0,0.0,2012.0,4.0
117,2012-05-08,12410.0,2475.0,2422.0,328.0,5365.0,721.0,1099.0,0.0,2012.0,5.0
118,2012-06-08,14262.0,2977.0,2577.0,311.0,6189.0,925.0,1283.0,0.0,2012.0,6.0
119,2012-07-08,15048.0,2731.0,2758.0,368.0,7060.0,1000.0,1131.0,0.0,2012.0,7.0
120,2012-08-08,10433.0,1700.0,2003.0,305.0,5008.0,527.0,890.0,0.0,2012.0,8.0
121,2012-09-08,11009.0,1240.0,2726.0,297.0,5240.0,463.0,1043.0,0.0,2012.0,9.0
122,2012-10-08,9684.0,1175.0,1929.0,328.0,4907.0,433.0,912.0,5736.0,2012.0,10.0
123,2012-11-08,9456.0,1361.0,2010.0,262.0,4150.0,513.0,1160.0,3389.0,2012.0,11.0
124,2012-12-08,16127.0,2983.0,4466.0,154.0,6726.0,736.0,1062.0,525.0,2012.0,12.0
125,2013-01-08,9080.0,1289.0,2247.0,201.0,3991.0,518.0,834.0,0.0,2013.0,1.0
126,2013-02-08,6547.0,1104.0,1334.0,215.0,2609.0,491.0,794.0,5927.0,2013.0,2.0
127,2013-03-08,8239.0,1570.0,1902.0,266.0,3086.0,594.0,821.0,2667.0,2013.0,3.0
128,2013-04-08,9511.0,1516.0,2151.0,405.0,3850.0,541.0,1048.0,6327.0,2013.0,4.0
129,2013-05-08,9273.0,1603.0,1904.0,270.0,3998.0,674.0,824.0,2023.0,2013.0,5.0
130,2013-06-08,12229.0,2494.0,2441.0,343.0,4961.0,847.0,1143.0,0.0,2013.0,6.0
131,2013-07-08,13092.0,2190.0,2555.0,347.0,6104.0,708.0,1188.0,0.0,2013.0,7.0
132,2013-08-08,11555.0,1714.0,2503.0,368.0,5353.0,613.0,1004.0,0.0,2013.0,8.0
133,2013-09-08,11227.0,1101.0,3021.0,279.0,5283.0,399.0,1144.0,4165.0,2013.0,9.0
134,2013-10-08,10035.0,1369.0,2027.0,272.0,4602.0,494.0,1271.0,1828.0,2013.0,10.0
135,2013-11-08,8957.0,1475.0,2171.0,253.0,3355.0,568.0,1135.0,3208.0,2013.0,11.0
136,2013-12-08,14507.0,2592.0,3958.0,236.0,6005.0,673.0,1043.0,0.0,2013.0,12.0
137,2014-01-08,10134.0,1286.0,2491.0,301.0,4332.0,616.0,1108.0,0.0,2014.0,1.0
138,2014-02-08,7207.0,1201.0,1552.0,374.0,2676.0,506.0,898.0,1978.0,2014.0,2.0
139,2014-03-08,8120.0,1562.0,1767.0,312.0,2919.0,532.0,1028.0,1226.0,2014.0,3.0
140,2014-04-08,9692.0,1417.0,2302.0,352.0,4193.0,507.0,921.0,6492.0,2014.0,4.0
141,2014-05-08,10497.0,1473.0,2369.0,358.0,4490.0,649.0,1158.0,1959.0,2014.0,5.0
142,2014-06-08,11795.0,1534.0,2950.0,338.0,4963.0,838.0,1172.0,0.0,2014.0,6.0
143,2014-07-08,13267.0,2368.0,2591.0,290.0,5931.0,935.0,1152.0,0.0,2014.0,7.0
144,2014-08-08,13076.0,1392.0,2632.0,570.0,5279.0,1168.0,2035.0,0.0,2014.0,8.0
145,2014-09-08,11530.0,1111.0,3037.0,251.0,5146.0,573.0,1412.0,2147.0,2014.0,9.0
146,2014-10-08,10348.0,1251.0,2393.0,199.0,4766.0,620.0,1119.0,1841.0,2014.0,10.0
147,2014-11-08,9991.0,1003.0,2393.0,215.0,4190.0,788.0,1402.0,3975.0,2014.0,11.0
148,2014-12-08,16139.0,2917.0,4872.0,142.0,6239.0,763.0,1206.0,0.0,2014.0,12.0
149,2015-01-08,10717.0,1300.0,2688.0,210.0,4449.0,652.0,1418.0,0.0,2015.0,1.0
150,2015-02-08,7440.0,1334.0,1547.0,238.0,2812.0,479.0,1030.0,4329.0,2015.0,2.0
151,2015-03-08,8645.0,1317.0,2020.0,209.0,3388.0,520.0,1191.0,3364.0,2015.0,3.0
152,2015-04-08,9243.0,926.0,2116.0,246.0,4287.0,551.0,1117.0,0.0,2015.0,4.0
153,2015-05-08,10899.0,928.0,2135.0,381.0,5120.0,906.0,1429.0,0.0,2015.0,5.0
154,2015-06-08,11775.0,1294.0,2235.0,389.0,5300.0,1266.0,1291.0,0.0,2015.0,6.0
155,2015-07-08,15369.0,2102.0,2647.0,306.0,7469.0,1446.0,1399.0,0.0,2015.0,7.0
156,2015-08-08,12834.0,1108.0,2416.0,425.0,6109.0,1109.0,1667.0,0.0,2015.0,8.0
157,2015-09-08,13093.0,730.0,2617.0,541.0,5960.0,1038.0,2207.0,0.0,2015.0,9.0
158,2015-10-08,11620.0,739.0,2253.0,373.0,5591.0,1050.0,1614.0,0.0,2015.0,10.0
159,2015-11-08,9597.0,1172.0,2296.0,332.0,3796.0,587.0,1414.0,0.0,2015.0,11.0
160,2015-12-08,17811.0,2510.0,5331.0,185.0,7455.0,987.0,1343.0,0.0,2015.0,12.0
161,2016-01-08,12095.0,1010.0,2635.0,320.0,5679.0,925.0,1526.0,0.0,2016.0,1.0
162,2016-02-08,8226.0,653.0,1673.0,395.0,3749.0,584.0,1172.0,4833.0,2016.0,2.0
163,2016-03-08,9982.0,939.0,1859.0,413.0,4467.0,946.0,1358.0,1869.0,2016.0,3.0
164,2016-04-08,11295.0,846.0,2311.0,769.0,5008.0,809.0,1552.0,1994.0,2016.0,4.0
165,2016-05-08,11246.0,1281.0,2462.0,554.0,4479.0,1021.0,1449.0,840.0,2016.0,5.0
166,2016-06-08,12936.0,1575.0,2411.0,491.0,5667.0,1217.0,1575.0,0.0,2016.0,6.0
167,2016-07-08,16482.0,2136.0,2568.0,556.0,7880.0,1479.0,1863.0,0.0,2016.0,7.0
168,2016-08-08,12270.0,1447.0,2213.0,551.0,5769.0,735.0,1555.0,1413.0,2016.0,8.0
169,2016-09-08,12066.0,913.0,2533.0,388.0,6310.0,505.0,1417.0,0.0,2016.0,9.0
170,2016-10-08,11393.0,949.0,2214.0,401.0,5698.0,762.0,1369.0,4344.0,2016.0,10.0
171,2016-11-08,9243.0,1227.0,1649.0,295.0,4117.0,589.0,1366.0,3272.0,2016.0,11.0
172,2016-12-08,18677.0,2926.0,4551.0,275.0,8378.0,1064.0,1483.0,0.0,2016.0,12.0
173,2017-01-08,11991.0,1326.0,2595.0,253.0,5522.0,804.0,1491.0,850.0,2017.0,1.0
174,2017-02-08,7891.0,826.0,1721.0,277.0,3295.0,472.0,1300.0,2773.0,2017.0,2.0
175,2017-03-08,9490.0,1226.0,1651.0,396.0,3890.0,917.0,1410.0,4608.0,2017.0,3.0
176,2017-04-08,11602.0,1235.0,2453.0,401.0,5513.0,713.0,1287.0,0.0,2017.0,4.0
177,2017-05-08,11025.0,1219.0,2350.0,322.0,5062.0,802.0,1270.0,595.0,2017.0,5.0
178,2017-06-08,14257.0,1996.0,2917.0,502.0,6168.0,1026.0,1648.0,0.0,2017.0,6.0
179,2017-07-08,18392.0,2757.0,3507.0,458.0,8346.0,1498.0,1826.0,0.0,2017.0,7.0
180,2017-08-08,14680.0,2582.0,2935.0,393.0,6413.0,831.0,1526.0,0.0,2017.0,8.0
181,2017-09-08,13085.0,1420.0,3127.0,451.0,5729.0,637.0,1721.0,0.0,2017.0,9.0
182,2017-10-08,12214.0,1161.0,2752.0,355.0,6144.0,548.0,1254.0,0.0,2017.0,10.0
183,2017-11-08,12111.0,993.0,2052.0,760.0,5785.0,1106.0,1415.0,585.0,2017.0,11.0
184,2017-12-08,20777.0,2144.0,5463.0,458.0,9970.0,1530.0,1212.0,0.0,2017.0,12.0
185,2018-01-08,12654.0,785.0,2299.0,507.0,6184.0,1295.0,1584.0,0.0,2018.0,1.0
186,2018-02-08,7413.0,265.0,1559.0,453.0,3036.0,822.0,1278.0,0.0,2018.0,2.0
187,2018-03-08,11707.0,1186.0,2239.0,449.0,5538.0,1021.0,1274.0,627.0,2018.0,3.0
188,2018-04-08,10819.0,994.0,1867.0,678.0,5004.0,830.0,1446.0,0.0,2018.0,4.0
189,2018-05-08,13156.0,1308.0,2476.0,631.0,6274.0,1075.0,1392.0,106.0,2018.0,5.0
190,2018-06-08,16315.0,1845.0,2777.0,640.0,7725.0,1651.0,1677.0,1905.0,2018.0,6.0
191,2018-07-08,19241.0,1694.0,3978.0,666.0,9349.0,1866.0,1688.0,0.0,2018.0,7.0
192,2018-08-08,16321.0,1907.0,3308.0,712.0,7775.0,1080.0,1539.0,0.0,2018.0,8.0
193,2018-09-08,14843.0,1049.0,3616.0,493.0,7215.0,878.0,1592.0,0.0,2018.0,9.0
194,2018-10-08,14523.0,1207.0,3238.0,676.0,6869.0,1022.0,1511.0,1877.0,2018.0,10.0
195,2018-11-08,11483.0,860.0,2306.0,678.0,5252.0,908.0,1479.0,4155.0,2018.0,11.0
196,2018-12-08,24021.0,2586.0,6990.0,542.0,11016.0,1424.0,1463.0,2359.0,2018.0,12.0
197,2019-01-08,13755.0,1116.0,3434.0,612.0,6290.0,862.0,1441.0,500.0,2019.0,1.0
198,2019-02-08,9044.0,968.0,1820.0,458.0,3645.0,594.0,1559.0,2180.0,2019.0,2.0
199,2019-03-08,11163.0,1089.0,2481.0,716.0,4400.0,981.0,1496.0,6730.0,2019.0,3.0
200,2019-04-08,14413.0,1204.0,3122.0,658.0,6887.0,827.0,1715.0,2519.0,2019.0,4.0
201,2019-05-08,13565.0,1215.0,3143.0,492.0,5742.0,962.0,2011.0,0.0,2019.0,5.0
202,2019-06-08,16192.0,1683.0,3444.0,406.0,6695.0,1618.0,2346.0,0.0,2019.0,6.0
203,2019-07-08,24647.0,2300.0,4175.0,942.0,8898.0,2123.0,6209.0,0.0,2019.0,7.0
204,2019-08-08,17489.0,1958.0,3548.0,739.0,7785.0,1391.0,2068.0,0.0,2019.0,8.0
205,2019-09-08,16212.0,990.0,4112.0,491.0,7579.0,702.0,2338.0,0.0,2019.0,9.0
206,2019-10-08,14544.0,1156.0,2920.0,402.0,6539.0,997.0,2530.0,0.0,2019.0,10.0
207,2019-11-08,11907.0,673.0,2539.0,484.0,4921.0,1102.0,2188.0,1283.0,2019.0,11.0
208,2019-12-08,17927.0,608.0,5432.0,383.0,8674.0,1192.0,1638.0,0.0,2019.0,12.0
209,2020-01-08,10456.0,645.0,2861.0,264.0,4600.0,662.0,1424.0,0.0,2020.0,1.0
210,2020-02-08,7053.0,414.0,1757.0,307.0,2919.0,479.0,1177.0,0.0,2020.0,2.0
211,2020-03-08,4164.0,234.0,995.0,122.0,1675.0,253.0,885.0,0.0,2020.0,3.0
212,2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,4.0
213,2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,5.0
214,2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,6.0
215,2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,7.0
216,2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,8.0
217,2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,9.0
218,2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,10.0
219,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,11.0
220,2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
221,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,1.0
222,2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,2.0
223,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,3.0
224,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,4.0
225,2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,5.0
226,2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,6.0
227,2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,7.0
228,2021-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,8.0
229,2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,9.0
230,2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,10.0
231,2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,11.0
232,2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,12.0
233,2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.0
234,2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2.0
235,2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,3.0
236,2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,4.0
237,2022-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,5.0
238,2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,6.0
239,2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,7.0
240,2022-08-08,6228.0,692.0,1657.0,126.0,2641.0,382.0,730.0,0.0,2022.0,8.0
241,2022-09-08,8130.0,697.0,1827.0,109.0,3925.0,714.0,858.0,0.0,2022.0,9.0
