,date,news_count_daily_posts,epu_count_daily_posts,ratio_daily_posts,z_score_daily_posts,news_count_vanuatu_abc,epu_count_vanuatu_abc,ratio_vanuatu_abc,z_score_vanuatu_abc,news_count_vbr,epu_count_vbr,ratio_vbr,z_score_vbr,news_count_total,weight_posts,weight_abc,weight_vbr,z_score_weighted,z_score_unweighted,epu_score_weighted,epu_score_unweighted
10,2015-11-01,267,9.0,0.033707865168539325,3.0443704692372515,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.9816176470588235,0.01838235294117647,0.0,2.988407776788037,1.014790156412417,121.3714016447626,112.18095159465655
11,2015-12-01,253,3.0,0.011857707509881422,1.0709445524194283,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.98828125,0.01171875,0.0,1.0583944209457632,0.3569815174731428,42.98570474918675,39.46286439495823
12,2016-01-01,237,3.0,0.012658227848101266,1.1432446065912043,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.9634146341463414,0.036585365853658534,0.0,1.101418584398843,0.3810815355304014,44.73309112110492,42.12702401655879
13,2016-02-01,230,5.0,0.021739130434782608,1.9633983461022855,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.9871244635193133,0.012875536480686695,0.0,1.9381185390709255,0.6544661153674285,78.71488137190136,72.3485847240901
14,2016-03-01,301,5.0,0.016611295681063124,1.5002711614735074,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.9933993399339934,0.006600660066006601,0.0,1.490368381529788,0.5000903871578358,60.5299252793829,55.28297171608215
15,2016-04-01,299,10.0,0.033444816053511704,3.020612840157362,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.9900662251655629,0.009933774834437087,0.0,2.9906067523412294,1.0068709467191208,121.46071099107958,111.30551496013862
16,2016-05-01,270,8.0,0.02962962962962963,2.6760392272801523,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.989010989010989,0.01098901098901099,0.0,2.6466322028045464,0.8920130757600507,107.49050467195909,98.60844140172281
17,2016-06-01,288,6.0,0.020833333333333332,1.8815900816813569,5.0,1.0,0.2,0.9835736649211059,0.0,0.0,0.0,0.0,293.0,0.9829351535836177,0.017064846416382253,0.0,1.866265569449953,0.955054582200821,75.7966398578168,105.57742522345013
18,2016-07-01,302,5.0,0.016556291390728478,1.495303376170615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,1.0,0.0,0.0,1.495303376170615,0.4984344587235383,60.7303554955398,55.09991551834677
19,2016-08-01,311,7.0,0.022508038585209004,2.032843303681466,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.9904458598726115,0.009554140127388535,0.0,2.0134212339010698,0.6776144345604886,81.77323026596886,74.9075378815338
20,2016-09-01,287,5.0,0.017421602787456445,1.5734551205697758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.9965277777777778,0.003472222222222222,0.0,1.567991734734464,0.5244850401899253,63.682525554350754,57.979702043695895
21,2016-10-01,306,9.0,0.029411764705882353,2.656362468256033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.9935064935064936,0.006493506493506494,0.0,2.6391133613193056,0.8854541560853444,107.18513392005009,97.88337933259248
22,2016-11-01,308,9.0,0.02922077922077922,2.6391133613193056,1.0,1.0,1.0,4.917868324605529,0.0,0.0,0.0,0.0,309.0,0.9967637540453075,0.003236245954692557,0.0,2.6464879728509763,2.5189938953082778,107.48464690657649,278.4645972876088
23,2016-12-01,294,7.0,0.023809523809523808,2.1503886647786934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.9966101694915255,0.003389830508474576,0.0,2.143099211677749,0.7167962215928978,87.03998068987873,79.23892612638438
24,2017-01-01,236,3.0,0.012711864406779662,1.1480888633987942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.9957805907172996,0.004219409282700422,0.0,1.1432446065912045,0.3826962877995981,46.431816100387394,42.30552835561201
25,2017-02-01,270,4.0,0.014814814814814815,1.3380196136400762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.996309963099631,0.0036900369003690036,0.0,1.3330822718923268,0.44600653788002537,54.14189626465836,49.30422070086141
26,2017-03-01,303,6.0,0.019801980198019802,1.7884420578357452,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.9934426229508196,0.006557377049180328,0.0,1.7767145689319042,0.5961473526119151,72.15960928388071,65.90168113481475
27,2017-04-01,292,3.0,0.010273972602739725,0.9279074375414911,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.9898305084745763,0.010169491525423728,0.0,0.9184710907190353,0.309302479180497,37.30284886709089,34.192139355905596
28,2017-05-01,284,7.0,0.02464788732394366,2.2261065755103377,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.9826989619377162,0.01730103806228374,0.0,2.187592620916733,0.7420355251701126,88.84703911250595,82.02902915900357
29,2017-06-01,277,8.0,0.02888086642599278,2.6084136872405814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.9964028776978417,0.0035971223021582736,0.0,2.5990309041929534,0.8694712290801938,105.5572222138303,96.11653133019912
30,2017-07-01,288,5.0,0.017361111111111112,1.567991734734464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.9965397923875432,0.0034602076124567475,0.0,1.5625661577976666,0.5226639115781547,63.462170794647115,57.77838363382196
31,2017-08-01,291,8.0,0.027491408934707903,2.4829229943836464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,1.0,0.0,0.0,2.4829229943836464,0.8276409981278822,100.84160747575542,91.49236831087684
32,2017-09-01,281,9.0,0.03202846975088968,2.8926936487058583,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.9790940766550522,0.020905923344947737,0.0,2.8322192170255964,0.9642312162352861,115.02794859712694,106.59186503833915
33,2017-10-01,277,12.0,0.04332129963898917,3.912620530860872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.9964028776978417,0.0035971223021582736,0.0,3.89854635628943,1.3042068436202907,158.33583332074545,144.1747969952987
34,2017-11-01,292,7.0,0.023972602739726026,2.165117354263479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.9965870307167235,0.0034129692832764505,0.0,2.157727875238689,0.721705784754493,87.63411025090178,79.78165849711304
35,2017-12-01,249,10.0,0.040160642570281124,3.62716160324117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.996,0.004,0.0,3.6126529568282053,1.2090538677470566,146.72453887722412,133.65601997221464
36,2018-01-01,245,6.0,0.024489795918367346,2.2118283409152277,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.9919028340080972,0.008097165991902834,0.0,2.1939187996932423,0.7372761136384093,89.10397097807135,81.5028954442811
37,2018-02-01,235,9.0,0.03829787234042553,3.458923043771686,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.9873949579831933,0.012605042016806723,0.0,3.415323173472043,1.1529743479238952,138.7101733083001,127.45665564158851
38,2018-03-01,289,7.0,0.02422145328719723,2.187592620916733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1.0,0.0,0.0,2.187592620916733,0.7291975403055777,88.84703911250595,80.60984180331145
39,2018-04-01,263,8.0,0.030418250950570342,2.7472646059530077,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.9740740740740741,0.025925925925925925,0.0,2.676039227280152,0.9157548686510025,108.68484361275861,101.23300067857474
40,2018-05-01,286,4.0,0.013986013986013986,1.2631653695203515,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.9761092150170648,0.023890784982935155,0.0,1.232987357279251,0.4210551231734505,50.07663442908673,46.54594261969433
41,2018-06-01,264,3.0,0.011363636363636364,1.0263218627352857,6.0,3.0,0.5,2.4589341623027643,0.0,0.0,0.0,0.0,270.0,0.9777777777777777,0.022222222222222223,0.0,1.058157691614563,1.1617520083460167,42.97609020763678,128.42699053566108
42,2018-07-01,276,3.0,0.010869565217391304,0.9816991730511427,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.9928057553956835,0.007194244604316547,0.0,0.9746365890723576,0.32723305768371425,39.58395833018637,36.17429236204505
43,2018-08-01,303,11.0,0.036303630363036306,3.2788104393655333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.9967105263157895,0.003289473684210526,0.0,3.2680248787097255,1.0929368131218444,132.7277901027521,120.81974874716039
44,2018-09-01,272,10.0,0.03676470588235294,3.320453085320042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,0.0,3.320453085320042,1.1068176951066806,134.85711293862514,122.35422416574062
45,2018-10-01,243,6.0,0.024691358024691357,2.2300326894001268,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.9918367346938776,0.00816326530612245,0.0,2.2118283409152277,0.7433442298000422,89.83135033299436,82.17370116810234
46,2018-11-01,260,9.0,0.03461538461538462,3.12633428956287,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.9885931558935361,0.011406844106463879,0.0,3.090672681697134,1.04211142985429,125.52479561739707,115.20120798374346
47,2018-12-01,221,11.0,0.049773755656108594,4.495382638587133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.9910313901345291,0.008968609865470852,0.0,4.4550653055056335,1.4984608795290442,180.93833269612838,165.64879579361804
48,2019-01-01,198,6.0,0.030303030303030304,2.7368583006274285,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.9753694581280788,0.024630541871921183,0.0,2.6694479976563095,0.9122861002091428,108.4171469536139,100.84954234267106
49,2019-02-01,234,9.0,0.038461538461538464,3.473704766180967,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.9915254237288136,0.00847457627118644,0.0,3.4442665901963823,1.157901588726989,139.88568325159082,128.0013422041594
50,2019-03-01,283,7.0,0.024734982332155476,2.2339726764838725,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.9895104895104895,0.01048951048951049,0.0,2.2105393966606153,0.7446575588279575,89.77900106123855,82.31888438571382
51,2019-04-01,236,5.0,0.0211864406779661,1.91348143899799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.9957805907172996,0.004219409282700422,0.0,1.905407677652007,0.6378271463326634,77.3863601673123,70.50921392602001
52,2019-05-01,259,10.0,0.03861003861003861,3.4871167536951786,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.9923371647509579,0.007662835249042145,0.0,3.460395552517438,1.1623722512317263,140.54074605098097,128.49555588062336
53,2019-06-01,246,13.0,0.052845528455284556,4.77281386572832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,1.0,0.0,0.0,4.77281386572832,1.5909379552427734,193.84339485812131,175.87176286587757
54,2019-07-01,274,8.0,0.029197080291970802,2.636972961188471,1.0,1.0,1.0,4.917868324605529,0.0,0.0,0.0,0.0,275.0,0.9963636363636363,0.0036363636363636364,0.0,2.645267126146351,2.518280428598,107.43506335346012,278.3857264255056
55,2019-08-01,279,7.0,0.025089605734767026,2.2660009585839997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.9928825622775801,0.0071174377224199285,0.0,2.2498728378823345,0.7553336528613332,91.37649218332464,83.49908344500722
56,2019-09-01,288,12.0,0.041666666666666664,3.7631801633627138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.9965397923875432,0.0034602076124567475,0.0,3.7501587787143995,1.2543933877875713,152.30920990715305,138.6681207211727
57,2019-10-01,289,8.0,0.02768166089965398,2.500105852476267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.996551724137931,0.0034482758620689655,0.0,2.491484797812556,0.833368617492089,101.18933715670632,92.12553348949884
58,2019-11-01,278,13.0,0.046762589928057555,4.223425219313549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.996415770609319,0.0035842293906810036,0.0,4.208287494513142,1.4078084064378498,170.91568148780587,155.6275311690859
59,2019-12-01,232,8.0,0.034482758620689655,3.1143559972656942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.9914529914529915,0.008547008547008548,0.0,3.087737569938637,1.0381186657552315,125.40558878395224,114.75982404510845
60,2020-01-01,196,4.0,0.02040816326530612,1.843190284096023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.9849246231155779,0.01507537688442211,0.0,1.8154034958935705,0.614396761365341,73.7309240589066,67.91907953690091
61,2020-02-01,182,6.0,0.03296703296703297,2.9774612281551143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.994535519125683,0.00546448087431694,0.0,2.96119094821984,0.9924870760517047,120.26601547313453,109.71543617499378
62,2020-03-01,332,11.0,0.03313253012048193,2.9924083226739655,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.9940119760479041,0.005988023952095809,0.0,2.974489709963343,0.9974694408913218,120.80613230909174,110.2662164770771
63,2020-04-01,234,15.0,0.0641025641025641,5.789507943634944,9.0,2.0,0.2222222222222222,1.0928596276901175,5.0,0.0,0.0,0.0,248.0,0.9435483870967742,0.036290322580645164,0.020161290322580645,5.502341110724951,2.2941225237750205,223.4724652115825,253.60597574344763
64,2020-05-01,287,11.0,0.03832752613240418,3.4616012652535066,4.0,2.0,0.5,2.4589341623027643,1.0,0.0,0.0,0.0,292.0,0.9828767123287672,0.0136986301369863,0.003424657534246575,3.4360113006060535,1.9735118091854236,139.55040234503443,218.16375665329042
65,2020-06-01,260,9.0,0.03461538461538462,3.12633428956287,1.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,0.0,288.0,0.9027777777777778,0.003472222222222222,0.09375,2.8223851225220353,1.04211142985429,114.62854599783135,115.20120798374346
66,2020-07-01,210,9.0,0.04285714285714286,3.8706995966016486,4.0,1.0,0.25,1.2294670811513821,23.0,0.0,0.0,0.0,237.0,0.8860759493670886,0.016877637130801686,0.0970464135021097,3.4504843190335515,1.70005555925101,140.1382105237643,187.9342731060716
67,2020-08-01,269,14.0,0.05204460966542751,4.700477824869412,6.0,4.0,0.6666666666666666,3.2785788830703524,29.0,0.0,0.0,0.0,304.0,0.8848684210526315,0.019736842105263157,0.09539473684210527,4.224013184829914,2.659685569313255,171.55436576991866,294.0174933928694
68,2020-09-01,253,16.0,0.06324110671936758,5.711704279570284,5.0,2.0,0.4,1.9671473298422117,19.0,1.0,0.05263157894736842,0.0,277.0,0.9133574007220217,0.018050541516245487,0.06859205776173286,5.252335449027051,2.5596172031374986,213.31871784983053,282.9553398321715
69,2020-10-01,287,24.0,0.08362369337979095,7.552584578734924,3.0,1.0,0.3333333333333333,1.6392894415351762,22.0,1.0,0.045454545454545456,0.0,312.0,0.9198717948717948,0.009615384615384616,0.07051282051282051,6.963171930838233,3.0639580067567,282.8027499137538,338.70817791451327
70,2020-11-01,227,17.0,0.07488986784140969,6.763777562343556,4.0,2.0,0.5,2.4589341623027643,23.0,3.0,0.13043478260869565,0.0,254.0,0.8937007874015748,0.015748031496062992,0.09055118110236221,6.083516705910229,3.0742372415487735,247.07637132414828,339.84450578816586
71,2020-12-01,240,8.0,0.03333333333333333,3.010544130690171,3.0,0.0,0.0,0.0,18.0,2.0,0.1111111111111111,0.0,261.0,0.9195402298850575,0.011494252873563218,0.06896551724137931,2.7683164420139503,1.003514710230057,112.43259684078477,110.93449657693816
72,2021-01-01,225,13.0,0.057777777777777775,5.218276493196297,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,243.0,0.9259259259259259,0.00411522633744856,0.06995884773662552,4.831737493700275,1.7394254977320989,196.23652318970306,192.28646073335946
73,2021-02-01,247,13.0,0.05263157894736842,4.753490732668691,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,255.0,0.9686274509803922,0.011764705882352941,0.0196078431372549,4.6043616116437915,1.5844969108895637,187.0018632748935,175.15973143727078
74,2021-03-01,239,11.0,0.04602510460251046,4.156818255764672,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,252.0,0.9484126984126984,0.011904761904761904,0.03968253968253968,3.9423792187609386,1.3856060852548906,160.11606425093905,153.17315426941252
75,2021-04-01,265,15.0,0.05660377358490566,5.112244750228593,4.0,1.0,0.25,1.2294670811513821,9.0,1.0,0.1111111111111111,0.0,278.0,0.9532374100719424,0.014388489208633094,0.03237410071942446,4.890873119191304,2.113903943793325,198.6382616032941,233.6835398884747
76,2021-05-01,259,14.0,0.05405405405405406,4.881963455173251,1.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,0.0,269.0,0.9628252788104089,0.0037174721189591076,0.03345724907063197,4.700477824869412,1.627321151724417,190.90553385512433,179.8937782328727
77,2021-06-01,219,14.0,0.0639269406392694,5.773646278035944,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,242.0,0.9049586776859504,0.01652892561983471,0.07851239669421488,5.2249113011978165,1.9245487593453146,212.20491159929105,212.75108932563478
78,2021-07-01,236,8.0,0.03389830508474576,3.061570302396784,3.0,1.0,0.3333333333333333,1.6392894415351762,23.0,2.0,0.08695652173913043,0.0,262.0,0.9007633587786259,0.011450381679389313,0.08778625954198473,2.776520838512391,1.5669532479773203,112.76581077176156,173.220350386405
79,2021-08-01,225,8.0,0.035555555555555556,3.2112470727361826,3.0,1.0,0.3333333333333333,1.6392894415351762,13.0,2.0,0.15384615384615385,0.0,241.0,0.9336099585062241,0.012448132780082987,0.05394190871369295,3.0184583389636788,1.6168455047571195,122.59187727054578,178.73573778684033
80,2021-09-01,268,7.0,0.026119402985074626,2.3590084606154327,2.0,0.0,0.0,0.0,35.0,1.0,0.02857142857142857,0.0,305.0,0.8786885245901639,0.006557377049180328,0.11475409836065574,2.0728336637538884,0.7863361535384775,84.18621083119417,86.92628463118288
81,2021-10-01,272,9.0,0.03308823529411765,2.9884077767880375,4.0,1.0,0.25,1.2294670811513821,22.0,1.0,0.045454545454545456,0.0,298.0,0.912751677852349,0.013422818791946308,0.0738255033557047,2.7441771262112473,1.4059582859798063,111.45220098702059,155.42300782774626
82,2021-11-01,250,9.0,0.036,3.2513876611453845,3.0,1.0,0.3333333333333333,1.6392894415351762,27.0,1.0,0.037037037037037035,0.0,280.0,0.8928571428571429,0.010714285714285714,0.09642857142857143,2.920588512896256,1.6302257008935204,118.6169853361862,180.21486440786617
83,2021-12-01,220,10.0,0.045454545454545456,4.105287450941143,2.0,1.0,0.5,2.4589341623027643,15.0,0.0,0.0,0.0,237.0,0.9282700421940928,0.008438818565400843,0.06329113924050633,3.8315658545639533,2.1880738710813024,155.61548255722676,241.88272567116604
84,2022-01-01,184,14.0,0.07608695652173914,6.871894211358,4.0,1.0,0.25,1.2294670811513821,16.0,1.0,0.0625,0.0,204.0,0.9019607843137255,0.0196078431372549,0.0784313725490196,6.222286290267046,2.7004537641697937,252.7123688911037,298.52425261289505
85,2022-02-01,212,9.0,0.04245283018867924,3.834183562671444,2.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,0.0,233.0,0.9098712446351931,0.008583690987124463,0.0815450643776824,3.488613370327666,1.278061187557148,141.68678646942243,141.28450035742122
86,2022-03-01,212,5.0,0.02358490566037736,2.1301019792619136,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,235.0,0.902127659574468,0.00425531914893617,0.09361702127659574,1.9216239132064923,0.7100339930873045,78.04496748788519,78.49138908745624
87,2022-04-01,179,8.0,0.0446927374301676,4.036483750646039,1.0,0.0,0.0,0.0,19.0,2.0,0.10526315789473684,0.0,199.0,0.8994974874371859,0.005025125628140704,0.09547738693467336,3.6308069917871406,1.3454945835486798,147.4618481178132,148.7389898238277
88,2022-05-01,263,7.0,0.026615969581749048,2.403856530208882,3.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,323.0,0.8142414860681114,0.009287925696594427,0.17647058823529413,1.9573197134518139,0.8012855100696273,79.49471920592639,88.57887559375291
89,2022-06-01,256,4.0,0.015625,1.4111925612610177,3.0,2.0,0.6666666666666666,3.2785788830703524,23.0,2.0,0.08695652173913043,0.0,282.0,0.9078014184397163,0.010638297872340425,0.08156028368794327,1.3159611075603956,1.5632571481104567,53.44653610367314,172.81176147998568
90,2022-07-01,223,3.0,0.013452914798206279,1.2150178105924458,2.0,1.0,0.5,2.4589341623027643,1.0,0.0,0.0,0.0,226.0,0.9867256637168141,0.008849557522123894,0.004424778761061947,1.2206497348969954,1.2246506576317369,49.57555337410849,135.38018207610313
91,2022-08-01,246,8.0,0.032520325203252036,2.937116225063582,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,252.0,0.9761904761904762,0.01984126984126984,0.003968253968253968,2.867184886371592,0.9790387416878606,116.44804672795568,108.22877714823237
92,2022-09-01,220,8.0,0.03636363636363636,3.284229960752914,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,223.0,0.9865470852017937,0.008968609865470852,0.004484304932735426,3.2400474949131883,1.0947433202509713,131.59151468809338,121.01945081120526
93,2022-10-01,204,5.0,0.024509803921568627,2.213635390213361,2.0,1.0,0.5,2.4589341623027643,0.0,0.0,0.0,0.0,206.0,0.9902912621359223,0.009708737864077669,0.0,2.216016931689957,1.5575231841720418,90.00146605053263,172.17789493431985
94,2022-11-01,252,4.0,0.015873015873015872,1.4335924431857956,4.0,2.0,0.5,2.4589341623027643,1.0,0.0,0.0,0.0,257.0,0.980544747081712,0.01556420233463035,0.0038910505836575876,1.4439728884514844,1.2975088684961866,58.64561549118997,143.43436290808236
95,2022-12-01,242,9.0,0.0371900826446281,3.3588715507700257,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.9877551020408163,0.012244897959183673,0.0,3.317742511372842,1.1196238502566753,134.74702549949157,123.7698928750963
96,2023-01-01,157,6.0,0.03821656050955414,3.4515792581161198,1.0,1.0,1.0,4.917868324605529,0.0,0.0,0.0,0.0,158.0,0.9936708860759493,0.006329113924050633,0.0,3.4608595686635213,2.789815860907216,140.55959163506537,308.4028713452034
97,2023-02-01,232,6.0,0.02586206896551724,2.335766997949271,5.0,1.0,0.2,0.9835736649211059,1.0,0.0,0.0,0.0,238.0,0.9747899159663865,0.02100840336134454,0.004201680672268907,2.2975454279362872,1.106446887623459,93.3126700770602,122.31323289669513
98,2023-03-01,243,7.0,0.02880658436213992,2.601704804300148,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.9681274900398407,0.03187250996015936,0.0,2.5187819420116973,0.867234934766716,102.29798527296505,95.86931802945273
99,2023-04-01,214,7.0,0.03271028037383177,2.954272277780074,5.0,0.0,0.0,0.0,12.0,2.0,0.16666666666666666,0.0,231.0,0.9264069264069265,0.021645021645021644,0.05194805194805195,2.736858300627428,0.9847574259266914,111.15495369486676,108.86095458484584
100,2023-05-01,200,7.0,0.035,3.16107133722468,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,204.0,0.9803921568627451,0.014705882352941176,0.004901960784313725,3.0990895462987056,1.05369044574156,125.86663874271679,116.48122140578506
101,2023-06-01,221,9.0,0.04072398190045249,3.6780403406622,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,229.0,0.9650655021834061,0.013100436681222707,0.021834061135371178,3.549549848411992,1.2260134468874,144.16166483570058,135.53083292205113
102,2023-07-01,226,5.0,0.022123893805309734,1.9981487593076357,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,243.0,0.9300411522633745,0.0205761316872428,0.04938271604938271,1.8583605745001055,0.6660495864358785,75.47558584219348,73.62909064841028
103,2023-08-01,220,11.0,0.05,4.5158161960352565,3.0,3.0,1.0,4.917868324605529,10.0,1.0,0.1,0.0,233.0,0.944206008583691,0.012875536480686695,0.04291845493562232,4.327180978976709,3.1445615068802617,175.74442974895607,347.61856917972614
104,2023-09-01,212,12.0,0.05660377358490566,5.112244750228593,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,226.0,0.9380530973451328,0.03982300884955752,0.022123893805309734,4.7955570223383255,1.7040815834095309,194.76708700516477,188.379333809895
105,2023-10-01,208,6.0,0.028846153846153848,2.605278574635725,9.0,2.0,0.2222222222222222,1.0928596276901175,0.0,0.0,0.0,0.0,217.0,0.9585253456221198,0.041474654377880185,0.0,2.5425515215365984,1.2327127341086141,103.26336463178356,136.27141205630153
106,2023-11-01,223,10.0,0.04484304932735426,4.050059368641485,3.0,1.0,0.3333333333333333,1.6392894415351762,0.0,0.0,0.0,0.0,226.0,0.9867256637168141,0.01327433628318584,0.0,4.018057997927685,1.8964496033922205,163.1896874604546,209.64484116791843
