,date,news_count_sibc,epu_count_sibc,ratio_sibc,z_score_sibc,news_count_solomon_islands_abc,epu_count_solomon_islands_abc,ratio_solomon_islands_abc,z_score_solomon_islands_abc,news_count_solomon_islands_rnz,epu_count_solomon_islands_rnz,ratio_solomon_islands_rnz,z_score_solomon_islands_rnz,news_count_solomon_stars,epu_count_solomon_stars,ratio_solomon_stars,z_score_solomon_stars,news_count_solomon_times,epu_count_solomon_times,ratio_solomon_times,z_score_solomon_times,news_count_island_sun,epu_count_island_sun,ratio_island_sun,z_score_island_sun,news_count_total,weight_sibc,weight_abc,weight_rnz,weight_stars,weight_times,weight_sun,z_score_weighted,z_score_unweighted,epu_score_weighted,epu_score_unweighted
10,2015-11-01,165.0,1.0,0.006060606060606061,0.2756745507841623,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,136.0,1.0,0.007352941176470588,0.45301368412756643,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.4940119760479042,0.0029940119760479044,0.08383233532934131,0.40718562874251496,0.011976047904191617,0.0,0.3206471913794485,0.12144803915195479,46.6952256474849,24.38944672341056
11,2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,2.972178309560272,55.0,2.0,0.03636363636363636,2.240358583321783,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.30952380952380953,0.6547619047619048,0.03571428571428571,0.0,2.386861406324585,0.8687561488136758,347.5939754161315,174.4654088701723
12,2016-01-01,172.0,1.0,0.005813953488372093,0.2644552376708534,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,140.0,3.0,0.02142857142857143,1.3202113080289077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.5196374622356495,0.0,0.05740181268882175,0.4229607250755287,0.0,0.0,0.6958183806750268,0.26411109094996016,101.33067486263475,53.03933621955241
13,2016-02-01,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,0.04,3.091065441942683,154.0,2.0,0.012987012987012988,0.8001280654720654,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.31851851851851853,0.003703703703703704,0.09259259259259259,0.5703703703703704,0.014814814814814815,0.0,0.7425791041898708,0.6485322512357914,108.1403479072409,130.23958970748237
14,2016-03-01,99.0,1.0,0.010101010101010102,0.4594575846402706,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.3548387096774194,0.007168458781362007,0.08960573476702509,0.5304659498207885,0.017921146953405017,0.0,0.1630333364852573,0.07657626410671177,23.742227095426106,15.378203936019679
15,2016-04-01,201.0,2.0,0.009950248756218905,0.45260000875011724,4.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,92.0,3.0,0.03260869565217391,2.009017207870077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.6184615384615385,0.012307692307692308,0.08615384615384615,0.28307692307692306,0.0,0.0,0.8486221073317559,0.41026953610336575,123.58318381278767,82.39117784776806
16,2016-05-01,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.1388888888888889,0.022222222222222223,0.25555555555555554,0.5555555555555556,0.027777777777777776,0.0,0.0,0.0,0.0,0.0
17,2016-06-01,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,207.0,2.0,0.00966183574879227,0.5952643578874303,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.3126760563380282,0.0,0.08732394366197183,0.5830985915492958,0.016901408450704224,0.0,0.34709780868365653,0.09921072631457171,50.54717750217507,19.923703509223486
18,2016-07-01,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,244.0,7.0,0.028688524590163935,1.7674960134813247,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.35654008438818563,0.0,0.06118143459915612,0.5147679324894515,0.06751054852320675,0.0,0.9098502685431292,0.2945826689135541,132.49972161698847,59.15870160832957
19,2016-08-01,146.0,2.0,0.0136986301369863,0.6231000120463942,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,61.0,1.0,0.01639344262295082,1.0099977219893284,45.0,2.0,0.044444444444444446,0.6255877526262063,0.0,0.0,0.0,0.0,273.0,0.5347985347985348,0.007326007326007326,0.0695970695970696,0.22344322344322345,0.16483516483516483,0.0,0.6620289804699702,0.37644758111032145,96.40999035490381,75.5989828058017
20,2016-09-01,116.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,90.0,2.0,0.022222222222222223,1.3691080231410897,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.4377358490566038,0.011320754716981131,0.0830188679245283,0.33962264150943394,0.12830188679245283,0.0,0.4649800833309361,0.22818467052351496,67.71414344631,45.82451807121402
21,2016-10-01,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.5172413793103449,0.005747126436781609,0.09770114942528736,0.13793103448275862,0.2413793103448276,0.0,0.0,0.0,0.0,0.0
22,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,84.0,2.0,0.023809523809523808,1.466901453365453,45.0,2.0,0.044444444444444446,0.6255877526262063,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.19375,0.525,0.28125,0.0,0.9460698184429833,0.34874820099860987,137.77430408923158,70.03633593045102
23,2016-12-01,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,83.0,3.0,0.03614457831325301,2.226862447277676,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.09859154929577464,0.04225352112676056,0.22535211267605634,0.5845070422535211,0.04929577464788732,0.0,1.301616782563712,0.37114374121294597,189.5519156331565,74.53385469414329
24,2017-01-01,129.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.1729770361741367,0.0,0.0,0.0,0.0,167.0,0.7724550898203593,0.011976047904191617,0.1437125748502994,0.0,0.0718562874251497,0.0,0.08428577505442898,0.19549617269568945,12.274373176661392,39.25994624438894
25,2017-02-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.046511627906976744,0.5581395348837209,0.0,0.3953488372093023,0.0,0.0,0.0,0.0,0.0
26,2017-03-01,33.0,0.0,0.0,0.0,2.0,1.0,0.5,3.8635907206641003,32.0,1.0,0.03125,2.414894876517721,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.4177215189873418,0.02531645569620253,0.4050632911392405,0.0,0.1518987341772152,0.0,1.0759976897455097,1.0464142661969702,156.69544680146961,210.14307990675348
27,2017-04-01,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.6075949367088608,0.0,0.27848101265822783,0.0,0.11392405063291139,0.0,0.0,0.0,0.0,0.0
28,2017-05-01,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,0.03333333333333333,2.575887868285569,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.5955056179775281,0.011235955056179775,0.33707865168539325,0.0,0.056179775280898875,0.0,0.8682768095344614,0.4293146447142615,126.4454597941898,86.21585599860944
29,2017-06-01,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.5057471264367817,0.011494252873563218,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2017-07-01,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.7083333333333334,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2017-08-01,53.0,0.0,0.0,0.0,4.0,1.0,0.25,1.9317953603320501,52.0,0.0,0.0,0.0,135.0,3.0,0.022222222222222223,1.3691080231410897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.2163265306122449,0.0163265306122449,0.21224489795918366,0.5510204081632653,0.004081632653061225,0.0,0.7859459778178584,0.55015056391219,114.45578120629156,110.4823755252426
32,2017-09-01,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,55.0,4.0,0.07272727272727272,4.480717166643566,0.0,0.0,0.0,0.0,165.0,4.0,0.024242424242424242,0.6977051073305232,311.0,0.2057877813504823,0.003215434083601286,0.08360128617363344,0.17684887459807075,0.0,0.5305466237942122,1.1625748774113585,0.8630703789956815,169.30351393154262,173.32358080093485
33,2017-10-01,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,89.0,3.0,0.033707865168539325,2.076736889034237,4.0,1.0,0.25,3.51893110852241,138.0,6.0,0.043478260869565216,1.25131894249496,330.0,0.22424242424242424,0.0,0.07575757575757576,0.2696969696969697,0.012121212121212121,0.41818181818181815,1.1260221867346702,1.141164490008601,163.98041681714804,229.17101606629586
34,2017-11-01,81.0,2.0,0.024691358024691357,1.1231185402317723,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,84.0,3.0,0.03571428571428571,2.2003521800481796,0.0,0.0,0.0,0.0,151.0,6.0,0.039735099337748346,1.1435894971145995,341.0,0.2375366568914956,0.002932551319648094,0.07038123167155426,0.24633431085043989,0.0,0.44281524926686217,1.3152029294637102,0.7445100362324252,191.53043973139054,149.51404724629458
35,2017-12-01,41.0,1.0,0.024390243902439025,1.1094219726679704,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.40594059405940597,0.0,0.18811881188118812,0.40594059405940597,0.0,0.0,0.45035941464739393,0.1849036621113284,65.58496395667211,37.132736333315805
36,2018-01-01,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,5.0,2.0,0.4,5.630289773635856,305.0,3.0,0.009836065573770493,0.2830852689578762,494.0,0.07692307692307693,0.0,0.04048582995951417,0.2550607287449393,0.010121457489878543,0.6174089068825911,0.23176610506139986,0.9855625070989554,33.75164624621254,197.92270362970302
37,2018-02-01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,89.0,3.0,0.033707865168539325,2.076736889034237,0.0,0.0,0.0,0.0,432.0,7.0,0.016203703703703703,0.46634803180946427,588.0,0.07482993197278912,0.0,0.0391156462585034,0.15136054421768708,0.0,0.7346938775510204,0.6569590694995504,0.4238474868072835,95.67166909982613,85.11793002605522
38,2018-03-01,45.0,1.0,0.022222222222222223,1.0108066862085952,1.0,0.0,0.0,0.0,24.0,1.0,0.041666666666666664,3.2198598353569614,86.0,3.0,0.03488372093023256,2.1491811991168266,8.0,0.0,0.0,0.0,568.0,23.0,0.040492957746478875,1.1654009165137922,732.0,0.06147540983606557,0.001366120218579235,0.03278688524590164,0.11748633879781421,0.01092896174863388,0.7759562841530054,1.3245085254533264,1.2575414395326958,192.88559554189393,252.54207606916347
39,2018-04-01,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,70.0,2.0,0.02857142857142857,1.7602817440385436,24.0,2.0,0.08333333333333333,1.1729770361741367,457.0,9.0,0.019693654266958426,0.5667899805174108,604.0,0.052980132450331126,0.0,0.0347682119205298,0.11589403973509933,0.039735099337748346,0.7566225165562914,0.6794605828598247,0.5833414601216819,98.94852064263134,117.14784003546661
40,2018-05-01,44.0,2.0,0.045454545454545456,2.0675591308812176,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,59.0,4.0,0.06779661016949153,4.1769397316168835,2.0,0.0,0.0,0.0,464.0,6.0,0.01293103448275862,0.37215951306962175,588.0,0.07482993197278912,0.008503401360544218,0.023809523809523808,0.10034013605442177,0.003401360544217687,0.7891156462585034,0.8675069047423031,1.1027763959279537,126.33334005959226,221.4618395169588
41,2018-06-01,59.0,1.0,0.01694915254237288,0.7709542521929963,4.0,2.0,0.5,3.8635907206641003,10.0,0.0,0.0,0.0,105.0,3.0,0.02857142857142857,1.7602817440385436,0.0,0.0,0.0,0.0,305.0,6.0,0.019672131147540985,0.5661705379157524,483.0,0.12215320910973085,0.008281573498964804,0.020703933747412008,0.21739130434782608,0.0,0.6314699792960663,0.8663607887171734,1.160166209135232,126.16643341624574,232.98698065105398
42,2018-07-01,59.0,2.0,0.03389830508474576,1.5419085043859926,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,96.0,4.0,0.041666666666666664,2.567077543389543,17.0,2.0,0.11764705882352941,1.6559675804811342,415.0,9.0,0.021686746987951807,0.6241518580637512,612.0,0.09640522875816994,0.0016339869281045752,0.0392156862745098,0.1568627450980392,0.027777777777777776,0.6781045751633987,1.0205662024326891,1.0648509143867368,148.62306732135497,213.84556577579224
43,2018-08-01,31.0,1.0,0.03225806451612903,1.4673000283673154,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,64.0,1.0,0.015625,0.9626540787710787,18.0,0.0,0.0,0.0,444.0,4.0,0.009009009009009009,0.2592823033998566,587.0,0.05281090289608177,0.0,0.05110732538330494,0.10902896081771721,0.030664395229982964,0.7563884156729132,0.378564743833513,0.4482060684230418,55.12964594961739,90.0096708291493
44,2018-09-01,42.0,2.0,0.047619047619047616,2.1660143275898465,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,404.0,11.0,0.027227722772277228,0.7836230011168933,574.0,0.07317073170731707,0.003484320557491289,0.04878048780487805,0.11846689895470383,0.05226480836236934,0.7038327526132404,0.7100283871254328,0.49160622145112326,103.40005041150306,98.7253794355424
45,2018-10-01,78.0,1.0,0.01282051282051282,0.5831577035818818,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,92.0,1.0,0.010869565217391304,0.669672402623359,12.0,1.0,0.08333333333333333,1.1729770361741367,285.0,16.0,0.056140350877192984,1.615738143291738,496.0,0.15725806451612903,0.0020161290322580645,0.056451612903225805,0.18548387096774194,0.024193548387096774,0.5745967741935484,1.1726960830503443,0.6735908809451859,170.77744538593595,135.27191561843648
46,2018-11-01,69.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,80.0,1.0,0.0125,0.770123263016863,2.0,0.0,0.0,0.0,396.0,14.0,0.03535353535353535,1.017486614857013,574.0,0.12020905923344948,0.003484320557491289,0.04355400696864112,0.13937282229965156,0.003484320557491289,0.6898954703832753,0.8092936594507425,0.297934979645646,117.8558585857407,59.831919591687665
47,2018-12-01,46.0,1.0,0.021739130434782608,0.988832627812756,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,51.0,1.0,0.0196078431372549,1.2080364910068437,4.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,153.0,0.3006535947712418,0.006535947712418301,0.1111111111111111,0.3333333333333333,0.026143790849673203,0.2222222222222222,0.6999749145146131,0.3661448531366,101.93598278601279,73.5299676386941
48,2019-01-01,43.0,1.0,0.023255813953488372,1.0578209506834135,0.0,0.0,0.0,0.0,31.0,1.0,0.03225806451612903,2.492794711244099,92.0,3.0,0.03260869565217391,2.009017207870077,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,179.0,0.24022346368715083,0.0,0.17318435754189945,0.5139664804469274,0.027932960893854747,0.0446927374301676,1.7183939667709551,0.9266054782995982,250.246364811257,186.08283101493498
49,2019-02-01,38.0,1.0,0.02631578947368421,1.1970079178785995,2.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,78.0,2.0,0.02564102564102564,1.5797400267012571,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,188.0,0.20212765957446807,0.010638297872340425,0.2127659574468085,0.4148936170212766,0.14893617021276595,0.010638297872340425,0.8973724625642809,0.46279132409664275,130.6826030473193,92.93871207742775
50,2019-03-01,23.0,1.0,0.043478260869565216,1.977665255625512,3.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.116751269035533,0.015228426395939087,0.27918781725888325,0.2639593908629442,0.3248730964467005,0.0,0.2308949283217603,0.32961087593758537,33.624778475248135,66.19313868112816
51,2019-04-01,29.0,1.0,0.034482758620689655,1.5684931337719579,3.0,1.0,0.3333333333333333,2.5757271471094,55.0,1.0,0.01818181818181818,1.4050297463375832,69.0,0.0,0.0,0.0,72.0,1.0,0.013888888888888888,0.19549617269568945,0.0,0.0,0.0,0.0,228.0,0.12719298245614036,0.013157894736842105,0.2412280701754386,0.3026315789473684,0.3157894736842105,0.0,0.6340607140498759,0.9574576999857717,92.33702621685279,192.2786380643374
52,2019-05-01,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,0.041666666666666664,3.2198598353569614,39.0,0.0,0.0,0.0,79.0,4.0,0.05063291139240506,0.7126949080551717,22.0,1.0,0.045454545454545456,1.308197076244731,186.0,0.11290322580645161,0.005376344086021506,0.12903225806451613,0.20967741935483872,0.42473118279569894,0.11827956989247312,0.8729025239909125,0.8734586366094774,127.11909357652725,175.40977220748144
53,2019-06-01,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,72.0,1.0,0.013888888888888888,0.19549617269568945,23.0,1.0,0.043478260869565216,1.25131894249496,206.0,0.09223300970873786,0.019417475728155338,0.1553398058252427,0.27184466019417475,0.34951456310679613,0.11165048543689321,0.2080391267547268,0.2411358525317749,30.29633263128066,48.42540126209398
54,2019-07-01,12.0,1.0,0.08333333333333333,3.7905250732822315,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,70.0,2.0,0.02857142857142857,0.402163555259704,24.0,0.0,0.0,0.0,200.0,0.06,0.005,0.09,0.375,0.35,0.12,0.36818874873783025,0.6987814380903226,53.61861000314393,140.33073547023852
55,2019-08-01,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,60.0,1.0,0.016666666666666666,1.0268310173558173,63.0,0.0,0.0,0.0,82.0,5.0,0.06097560975609756,1.7548985169136635,251.0,0.07569721115537849,0.01195219123505976,0.09561752988047809,0.23904382470119523,0.250996015936255,0.32669322709163345,0.8187710734194001,0.4636215890449134,119.23603591371669,93.1054476036953
56,2019-09-01,39.0,1.0,0.02564102564102564,1.1663154071637636,5.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,134.0,4.0,0.029850746268656716,1.8391003295925084,69.0,6.0,0.08695652173913043,1.2239760377469253,28.0,0.0,0.0,0.0,308.0,0.1266233766233766,0.016233766233766232,0.10714285714285714,0.43506493506493504,0.22402597402597402,0.09090909090909091,1.2220132845757166,0.7048986290838662,177.95941334150288,141.55920243335916
57,2019-10-01,38.0,1.0,0.02631578947368421,1.1970079178785995,5.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,178.0,3.0,0.016853932584269662,1.0383684445171184,54.0,2.0,0.037037037037037035,0.5213231271885052,2.0,0.0,0.0,0.0,317.0,0.11987381703470032,0.015772870662460567,0.12618296529968454,0.5615141955835962,0.17034700315457413,0.006309148264984227,0.8153543623710193,0.45944991493070386,118.73846694175712,92.26768336916004
58,2019-11-01,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,43.0,1.0,0.023255813953488372,0.32734242869975905,1.0,0.0,0.0,0.0,163.0,0.11042944785276074,0.006134969325153374,0.10429447852760736,0.50920245398773,0.26380368098159507,0.006134969325153374,0.08635413763245177,0.05455707144995984,12.575584788358602,10.956264068201563
59,2019-12-01,25.0,3.0,0.12,5.458356105526414,3.0,1.0,0.3333333333333333,2.5757271471094,20.0,0.0,0.0,0.0,118.0,3.0,0.025423728813559324,1.5663523993563315,54.0,5.0,0.09259259259259259,1.303307817971263,6.0,1.0,0.16666666666666666,4.796722612897347,226.0,0.11061946902654868,0.01327433628318584,0.08849557522123894,0.5221238938053098,0.23893805309734514,0.02654867256637168,1.8945779869529558,2.616744347143459,275.90370034719786,525.5000186836191
60,2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,0.7408276017941916,11.0,0.0,0.0,0.0,161.0,0.0,0.006211180124223602,0.08074534161490683,0.7267080745341615,0.11801242236024845,0.06832298136645963,0.08742685983906609,0.1234712669656986,12.731803232934489,24.795755522771962
61,2020-02-01,16.0,1.0,0.0625,2.842893804961674,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,183.0,14.0,0.07650273224043716,4.713322702616866,38.0,2.0,0.05263157894736842,0.7408276017941916,8.0,0.0,0.0,0.0,258.0,0.06201550387596899,0.003875968992248062,0.046511627906976744,0.7093023255813954,0.14728682170542637,0.031007751937984496,3.6285883888622195,1.382840684895455,528.4242561764878,277.7049299991059
62,2020-03-01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,216.0,10.0,0.046296296296296294,2.8523083815439367,95.0,4.0,0.042105263157894736,0.5926620814353533,10.0,2.0,0.2,5.756067135476817,371.0,0.07816711590296496,0.0,0.05660377358490566,0.5822102425876011,0.2560646900269542,0.026954177897574125,1.9675530444868385,1.5335062664093513,286.5309157721113,307.9619040848476
63,2020-04-01,34.0,2.0,0.058823529411764705,2.675664757610987,8.0,1.0,0.125,0.9658976801660251,35.0,4.0,0.11428571428571428,8.831615548407665,169.0,6.0,0.03550295857988166,2.1873323446632793,95.0,3.0,0.031578947368421054,0.444496561076515,9.0,0.0,0.0,0.0,350.0,0.09714285714285714,0.022857142857142857,0.1,0.4828571428571429,0.2714285714285714,0.025714285714285714,2.3419790484135237,2.517501148654078,341.0578450941039,505.5697940450054
