date,ym,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_the_tian_times_weights,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2023-06-01,2023-6,167,5.0,0.029940119760479042,167,1.0,0.6384898389350167,0.6384898389350167,0.6384898389350167,116.40190021411244,116.40190021411244,116.40190021411244
2023-07-01,2023-7,147,4.0,0.027210884353741496,147,1.0,0.5802873638212124,0.5802873638212124,0.5802873638212124,105.79111475241784,105.79111475241784,105.79111475241784
2023-08-01,2023-8,145,6.0,0.041379310344827586,145,1.0,0.8824369911901885,0.8824369911901885,0.8824369911901885,160.87545381315954,160.87545381315954,160.87545381315954
2023-09-01,2023-9,138,8.0,0.057971014492753624,138,1.0,1.2362643837930176,1.2362643837930176,1.2362643837930176,225.38107055949885,225.38107055949885,225.38107055949885
2023-10-01,2023-10,85,3.0,0.03529411764705882,85,1.0,0.7526668454269254,0.7526668454269254,0.7526668454269254,137.21729884063606,137.21729884063606,137.21729884063606
2023-11-01,2023-11,88,3.0,0.03409090909090909,88,1.0,0.7270077484237348,0.7270077484237348,0.7270077484237348,132.53943638015986,132.53943638015986,132.53943638015986
2023-12-01,2023-12,79,3.0,0.0379746835443038,79,1.0,0.8098314159656793,0.8098314159656793,0.8098314159656793,147.63886584119072,147.63886584119072,147.63886584119072
2024-01-01,2024-1,73,0.0,0.0,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,72,2.0,0.027777777777777776,72,1.0,0.592376683900821,0.592376683900821,0.592376683900821,107.99509630975989,107.99509630975989,107.99509630975989
2024-03-01,2024-3,70,0.0,0.0,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,2024-4,53,3.0,0.05660377358490566,53,1.0,1.207107204929975,1.207107204929975,1.207107204929975,220.06547927271825,220.06547927271825,220.06547927271825
2024-05-01,2024-5,62,5.0,0.08064516129032258,62,1.0,1.719803275841093,1.719803275841093,1.719803275841093,313.5341505767222,313.5341505767222,313.5341505767222
2024-06-01,2024-6,37,1.0,0.02702702702702703,37,1.0,0.5763665032548528,0.5763665032548528,0.5763665032548528,105.07630992300962,105.07630992300962,105.07630992300962
2024-07-01,2024-7,68,2.0,0.029411764705882353,68,1.0,0.6272223711891045,0.6272223711891045,0.6272223711891045,114.3477490338634,114.3477490338634,114.3477490338634
2024-08-01,2024-8,75,2.0,0.02666666666666667,75,1.0,0.5686816165447882,0.5686816165447882,0.5686816165447882,103.6752924573695,103.6752924573695,103.6752924573695
2024-09-01,2024-9,70,3.0,0.04285714285714286,70,1.0,0.9139525980184096,0.9139525980184096,0.9139525980184096,166.6210057350581,166.6210057350581,166.6210057350581
2024-10-01,2024-10,77,3.0,0.03896103896103896,77,1.0,0.8308659981985541,0.8308659981985541,0.8308659981985541,151.47364157732554,151.47364157732554,151.47364157732554
2024-11-01,2024-11,67,0.0,0.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,77,2.0,0.025974025974025976,77,1.0,0.5539106654657028,0.5539106654657028,0.5539106654657028,100.98242771821704,100.98242771821704,100.98242771821704
2025-01-01,2025-1,84,2.0,0.023809523809523808,84,1.0,0.5077514433435608,0.5077514433435608,0.5077514433435608,92.5672254083656,92.5672254083656,92.5672254083656
2025-02-01,2025-2,77,1.0,0.012987012987012988,77,1.0,0.2769553327328514,0.2769553327328514,0.2769553327328514,50.49121385910852,50.49121385910852,50.49121385910852
2025-03-01,2025-3,102,4.0,0.0392156862745098,102,1.0,0.8362964949188061,0.8362964949188061,0.8362964949188061,152.46366537848454,152.46366537848454,152.46366537848454
2025-04-01,2025-4,102,4.0,0.0392156862745098,102,1.0,0.8362964949188061,0.8362964949188061,0.8362964949188061,152.46366537848454,152.46366537848454,152.46366537848454
2025-05-01,2025-5,123,7.0,0.056910569105691054,123,1.0,1.21364979140656,1.21364979140656,1.21364979140656,221.25824609804462,221.25824609804462,221.25824609804462
2025-06-01,2025-6,124,2.0,0.016129032258064516,124,1.0,0.3439606551682186,0.3439606551682186,0.3439606551682186,62.706830115344445,62.706830115344445,62.706830115344445
2025-07-01,2025-7,121,4.0,0.03305785123966942,121,1.0,0.7049772105927126,0.7049772105927126,0.7049772105927126,128.5230898231853,128.5230898231853,128.5230898231853
2025-08-01,2025-8,102,2.0,0.0196078431372549,102,1.0,0.41814824745940304,0.41814824745940304,0.41814824745940304,76.23183268924227,76.23183268924227,76.23183268924227
2025-09-01,2025-9,97,0.0,0.0,97,1.0,0.0,0.0,0.0,0.0,0.0,0.0
