Day of Date,Destination Country,Destination Iso Country,Destination Region,Passenger,Type,fl_wow_change,fl_yoy_change,Flights Number 7Days,Lastwk Flights Number 7Days,Lastyr Flights Number 7Days,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso3,Flights Number,Lastwk Av Seat Km 7Days,Lastwk Passengers Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Passengers Number 7Days,Lastyr Payload 7Days,Passengers Number,Passengers Number 7Days,Payload,Payload 7Days,pl_wow_change,pl_yoy_change,psg_wow_change,psg_yoy_change
26-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.76%,,30,34,,-10.82%,,136139.8044,591873.6015,7/26/23,VUT,8,663667.9266,2654,7623,,,,560,2374,0,7623,0.00%,,-10.55%,
2-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,16.67%,,35,30,,2.83%,,105829.2762,608647.1244,8/2/23,VUT,6,591873.6015,2374,7623,,,,420,2450,0,0,-100.00%,,3.20%,
10-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.43%,,31,35,,-12.41%,,68069.90218,533128.3763,8/10/23,VUT,4,608647.1244,2450,,,,,280,2170,0,0,,,-11.43%,
17-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-35.48%,,20,31,,-23.25%,,68069.90218,409189.1657,8/17/23,VUT,4,533128.3763,2170,,,,,280,1600,0,4254,,,-26.27%,
28-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.13%,,33,32,,3.37%,,68069.90218,578336.5963,8/28/23,VUT,4,559456.9093,2240,,,,,280,2310,0,0,,,3.13%,
2-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.06%,,35,33,,5.24%,,105829.2762,608647.1244,9/2/23,VUT,6,578336.5963,2310,,,,,420,2450,0,0,,,6.06%,
3-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.06%,,35,33,,5.24%,,56639.06108,608647.1244,9/3/23,VUT,3,578336.5963,2310,,,,,210,2450,0,0,,,6.06%,
5-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.90%,,35,31,,12.59%,,37759.37406,608647.1244,9/5/23,VUT,2,540577.2223,2170,,,,,140,2450,0,0,,,12.90%,
7-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-5.56%,,34,36,,-6.02%,,68069.90218,589767.4374,9/7/23,VUT,4,627526.8115,2520,,,,,280,2380,0,0,,,-5.56%,
13-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.82%,,31,34,,-8.34%,,86949.58921,540577.2223,9/13/23,VUT,5,589767.4374,2380,,,,,350,2170,0,0,,,-8.82%,
16-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.13%,,31,32,,-6.75%,,136139.8044,521697.5352,9/16/23,VUT,8,559456.9093,2240,,,,,560,2170,0,0,,,-3.13%,
13-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,111.76%,,36,17,,130.47%,,117260.1173,627526.8115,10/13/23,VUT,7,272279.6087,1190,,,,,490,2520,0,0,,,111.76%,
16-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.90%,,31,29,,11.70%,,68069.90218,540577.2223,10/16/23,VUT,4,483938.1612,2030,,,,,280,2170,0,0,,,6.90%,
30-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-12.50%,,28,32,,-21.11%,,68069.90218,483938.1612,10/30/23,VUT,4,613398.8722,2440,4254,,,,280,1960,0,0,-100.00%,,-19.67%,
16-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,200.00%,,3,1,,200.00%,,45850.6685,137552.0055,1/16/20,VUT,1,45850.6685,170,2127,,,,170,510,2127,6381,200.00%,,200.00%,
17-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,300.00%,,4,1,,300.00%,,45850.6685,183402.674,1/17/20,VUT,1,45850.6685,170,2127,,,,170,680,2127,8508,300.00%,,300.00%,
17-Apr-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,2,,,,,45850.6685,91701.33699,4/17/20,VUT,1,,,,,,,170,340,2127,4254,,,,
21-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,50.00%,,6,4,,50.00%,,91701.33699,275104.011,8/21/20,VUT,2,183402.674,680,8508,,,,340,1020,4254,12762,50.00%,,50.00%,
31-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,33.33%,,8,6,,33.33%,,91701.33699,366805.348,8/31/20,VUT,2,275104.011,1020,12762,,,,340,1360,4254,17016,33.33%,,33.33%,
15-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-66.67%,,2,6,,-66.67%,,91701.33699,91701.33699,9/15/20,VUT,2,275104.011,1020,12762,,,,340,340,4254,4254,-66.67%,,-66.67%,
18-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,4,4,,0.00%,,91701.33699,183402.674,9/18/20,VUT,2,183402.674,680,8508,,,,340,680,4254,8508,0.00%,,0.00%,
27-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.00%,,6,5,,20.00%,,91701.33699,275104.011,9/27/20,VUT,2,229253.3425,850,10635,,,,340,1020,4254,12762,20.00%,,20.00%,
9-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,4,4,,0.00%,,91701.33699,183402.674,10/9/20,VUT,2,183402.674,680,8508,,,,340,680,4254,8508,0.00%,,0.00%,
16-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,4,4,,0.00%,,91701.33699,183402.674,10/16/20,VUT,2,183402.674,680,8508,,,,340,680,4254,8508,0.00%,,0.00%,
25-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,100.00%,4,4,2,0.00%,100.00%,91701.33699,183402.674,10/25/20,VUT,2,183402.674,680,8508,91701.33699,340,4254,340,680,4254,8508,0.00%,100.00%,0.00%,100.00%
22-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,100.00%,,4,2,,100.00%,,91701.33699,183402.674,11/22/20,VUT,2,91701.33699,340,4254,,,,340,680,4254,8508,100.00%,,100.00%,
23-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,266.67%,,22,6,,82.07%,,75518.74811,500890.5027,12/23/20,VUT,4,275104.011,1020,12762,,,,280,1940,0,8508,-33.33%,,90.20%,
6-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-39.02%,,25,41,,-36.60%,,90674.01217,445921.2149,1/6/21,VUT,5,703303.1318,2870,,,,,350,1750,0,0,,,-39.02%,
8-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.13%,,31,32,,0.63%,,102104.8533,555474.9141,1/8/21,VUT,6,552008.0634,2240,,,,,420,2170,0,0,,,-3.13%,
13-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,52.00%,,38,25,,50.03%,,56639.06108,669010.6085,1/13/21,VUT,3,445921.2149,1750,,,,,210,2660,0,0,,,52.00%,
18-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,35,35,,9.96%,,71794.32515,677486.7792,1/18/21,VUT,4,616095.9704,2450,,,,,280,2650,0,4254,,,8.16%,
2-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-7.69%,,36,39,,-5.40%,,102104.8533,650773.37,2/2/21,VUT,6,687890.2955,2730,,,,,420,2620,0,2127,,,-4.03%,
15-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-18.42%,,31,38,,-17.43%,,52914.63812,555474.9141,2/15/21,VUT,3,672735.0315,2660,,,,,210,2170,0,0,,,-18.42%,
21-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.38%,1350.00%,29,32,2,-11.16%,456.44%,71794.32515,510266.6941,2/21/21,VUT,4,574354.6012,2240,,91701.33699,340,4254,280,2030,0,0,,-100.00%,-9.38%,497.06%
23-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.23%,1400.00%,30,31,2,-4.74%,477.03%,71794.32515,529146.3812,2/23/21,VUT,4,555474.9141,2170,,91701.33699,340,4254,280,2100,0,0,,-100.00%,-3.23%,517.65%
24-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,1400.00%,30,29,2,2.21%,477.03%,52914.63812,529146.3812,2/24/21,VUT,3,517715.5401,2030,,91701.33699,340,4254,210,2100,0,0,,-100.00%,3.45%,517.65%
25-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,1400.00%,30,29,2,2.21%,477.03%,52914.63812,529146.3812,2/25/21,VUT,3,517715.5401,2030,,91701.33699,340,4254,210,2100,0,0,,-100.00%,3.45%,517.65%
7-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.11%,,24,27,,-9.47%,,75518.74811,434490.3738,3/7/21,VUT,4,479956.166,1890,,,,,280,1680,0,0,,,-11.11%,
10-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.11%,,24,27,,-9.47%,,52914.63812,434490.3738,3/10/21,VUT,3,479956.166,1890,,,,,210,1680,0,0,,,-11.11%,
12-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.79%,,25,29,,-12.43%,,86949.58921,453370.0609,3/12/21,VUT,5,517715.5401,2030,,,,,350,1750,0,0,,,-13.79%,
23-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.90%,,27,29,,-9.45%,,34034.95109,468782.8971,3/23/21,VUT,2,517715.5401,2030,,,,,140,1890,0,0,,,-6.90%,
25-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-22.58%,,24,31,,-23.44%,,37759.37406,419592.682,3/25/21,VUT,2,548026.0682,2170,,,,,140,1680,0,0,,,-22.58%,
29-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-26.92%,,19,26,,-25.85%,,52914.63812,336367.5157,3/29/21,VUT,3,453627.6331,1820,,,,,210,1330,0,0,,,-26.92%,
5-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-26.32%,,14,19,,8.44%,,91701.33699,364750.6983,4/5/21,VUT,2,336367.5157,1330,,,,,340,1380,4254,8508,,,3.76%,
12-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-42.86%,,8,14,,-47.89%,,83225.16624,190081.7673,4/12/21,VUT,5,364750.6983,1380,8508,,,,350,760,0,4254,-50.00%,,-44.93%,
4-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-43.24%,,21,37,,-40.97%,,52914.63812,370402.4668,5/4/21,VUT,3,627526.8115,2690,2127,,,,210,1470,0,0,-100.00%,,-45.35%,
14-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-20.69%,,23,29,,-21.88%,,52914.63812,404437.4179,5/14/21,VUT,3,517715.5401,2030,,,,,210,1610,0,0,,,-20.69%,
18-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,11.11%,,30,27,,12.58%,,94398.43514,540319.6501,5/18/21,VUT,5,479956.166,1890,,,,,350,2100,0,0,,,11.11%,
24-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,10.71%,,31,28,,11.35%,,52914.63812,555474.9141,5/24/21,VUT,3,498835.853,1960,,,,,210,2170,0,0,,,10.71%,
4-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-68.42%,,6,19,,-68.54%,,52914.63812,105829.2762,6/4/21,VUT,3,336367.5157,1330,,,,,210,420,0,0,,,-68.42%,
7-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,350.00%,,18,4,,377.36%,,37759.37406,324936.6746,6/7/21,VUT,2,68069.90218,280,,,,,140,1260,0,0,,,350.00%,
8-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,1900.00%,,20,1,,2293.20%,,37759.37406,362696.0487,6/8/21,VUT,2,15155.26406,70,,,,,140,1400,0,0,,,1900.00%,
17-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.64%,,19,22,,-16.00%,,52914.63812,336367.5157,6/17/21,VUT,3,400455.4228,1540,,,,,210,1330,0,0,,,-13.64%,
18-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-4.76%,,20,21,,-6.90%,,52914.63812,355247.2028,6/18/21,VUT,3,381575.7357,1470,,,,,210,1400,0,0,,,-4.76%,
19-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,5.26%,,20,19,,3.32%,,68069.90218,355247.2028,6/19/21,VUT,4,343816.3617,1330,,,,,280,1400,0,0,,,5.26%,
3-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,24,24,,0.00%,,68069.90218,423317.1049,7/3/21,VUT,4,423317.1049,1680,,,,,280,1680,0,0,,,0.00%,
17-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,8.70%,,25,23,,4.23%,,105829.2762,449645.6379,7/17/21,VUT,6,431408.3994,1710,2127,,,,420,1750,0,0,-100.00%,,2.34%,
18-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,8.70%,,25,23,,4.23%,,90674.01217,449645.6379,7/18/21,VUT,5,431408.3994,1710,2127,,,,350,1750,0,0,-100.00%,,2.34%,
27-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,32.00%,,33,25,,28.62%,,102104.8533,578336.5963,7/27/21,VUT,6,449645.6379,1750,,,,,420,2310,0,0,,,32.00%,
1-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,18.52%,,32,27,,16.56%,,90674.01217,559456.9093,8/1/21,VUT,5,479956.166,1890,,,,,350,2240,0,0,,,18.52%,
2-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.33%,,29,30,,-3.57%,,52914.63812,510266.6941,8/2/21,VUT,3,529146.3812,2100,,,,,210,2030,0,0,,,-3.33%,
20-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.67%,,32,30,,5.81%,,83225.16624,552008.0634,8/20/21,VUT,5,521697.5352,2100,,,,,350,2240,0,0,,,6.67%,
31-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.12%,,37,33,,10.69%,,120984.5403,627784.3837,8/31/21,VUT,7,567163.3274,2310,,,,,490,2590,0,0,,,12.12%,
1-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,28.13%,,41,32,,26.06%,,105829.2762,695854.2858,9/1/21,VUT,6,552008.0634,2240,,,,,420,2870,0,0,,,28.13%,
6-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,45.16%,,45,31,,43.90%,,98380.4303,756475.3421,9/6/21,VUT,6,525679.5304,2170,,,,,420,3150,0,0,,,45.16%,
20-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-25.64%,,29,39,,-8.15%,,52914.63812,618150.62,9/20/21,VUT,3,672992.6037,2730,,,,,210,2430,0,8508,,,-10.99%,
21-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-35.00%,,26,40,,-19.17%,,18879.68703,565235.9819,9/21/21,VUT,1,699321.1366,2800,,,,,70,2220,0,8508,,,-20.71%,
26-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-24.24%,,25,33,,-36.30%,,105829.2762,434747.946,9/26/21,VUT,6,682496.0992,2710,8508,,,,420,1750,0,0,-100.00%,,-35.42%,
27-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.79%,,25,29,,-29.67%,,52914.63812,434747.946,9/27/21,VUT,3,618150.62,2430,8508,,,,210,1750,0,0,-100.00%,,-27.98%,
28-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.85%,,27,26,,-17.06%,,52914.63812,468782.8971,9/28/21,VUT,3,565235.9819,2220,8508,,,,210,1890,0,0,-100.00%,,-14.86%,
1-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,43.48%,,33,23,,25.78%,,98380.4303,567163.3274,10/1/21,VUT,6,450930.5349,1810,4254,,,,420,2310,0,0,-100.00%,,27.62%,
16-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-16.13%,,26,31,,-6.79%,,49190.21515,503845.173,10/16/21,VUT,3,540577.2223,2170,,,,,210,2020,0,4254,,,-6.91%,
4-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,88.24%,,32,17,,69.23%,,37759.37406,536852.7993,11/4/21,VUT,2,317230.2565,1190,,,,,140,2340,0,2127,,,96.64%,
6-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,25.00%,,30,24,,18.62%,,68069.90218,506542.2712,11/6/21,VUT,4,427041.5279,1680,,,,,280,2200,0,2127,,,30.95%,
16-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,54.55%,,34,22,,63.49%,,52914.63812,605565.15,11/16/21,VUT,3,370402.4668,1640,2127,,,,210,2480,0,2127,0.00%,,51.22%,
18-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-67.50%,1200.00%,13,40,1,-52.89%,646.22%,91701.33699,342146.5883,12/18/21,VUT,2,726292.1181,2900,2127,45850.6685,170,2127,340,1310,4254,8508,300.00%,300.00%,-54.83%,670.59%
22-Jan-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,4,,,,,91701.33699,183402.674,1/22/22,VUT,2,,,,,,,340,680,4254,8508,,,,
5-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,200.00%,,6,2,,200.00%,,91701.33699,275104.011,2/5/22,VUT,2,91701.33699,340,4254,,,,340,1020,4254,12762,200.00%,,200.00%,
22-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,2,,,,,12406.65148,24813.30295,9/22/22,VUT,1,,,,,,,46,92,776,1552,,,,
2-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,200.00%,,15,5,,191.79%,,22365.825,173862.3824,10/2/22,VUT,2,59585.77943,230,3880,,,,92,690,1552,11640,200.00%,,200.00%,
7-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,7.14%,,15,14,,4.58%,,34772.47648,171414.9044,10/7/22,VUT,3,163903.2089,644,10864,,,,138,690,2328,11640,7.14%,,7.14%,
11-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,16,16,,0.00%,,34772.47648,183821.5559,10/11/22,VUT,3,183821.5559,736,12416,,,,138,736,2328,12416,0.00%,,0.00%,
17-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,50.00%,,6,4,,91.73%,,45850.6685,154575.1486,11/17/22,VUT,1,80623.14497,308,4455,,,,170,596,2127,5030,12.91%,,93.51%,
25-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,71.43%,,12,7,,47.83%,,45850.6685,296295.9198,11/25/22,VUT,1,200425.8171,766,7157,,,,170,1140,2127,6381,-10.84%,,48.83%,
7-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,81.82%,,20,11,,65.85%,,90674.01217,409189.1657,12/7/22,VUT,5,246720.8284,970,4254,,,,350,1600,0,4254,0.00%,,64.95%,
10-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,5.26%,,20,19,,2.12%,,83225.16624,359614.0742,12/10/22,VUT,6,352165.2283,1430,2127,,,,420,1500,0,2127,0.00%,,4.90%,
12-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-17.14%,,29,35,,-12.96%,,91701.33699,610701.7741,1/12/23,VUT,2,701633.3584,2850,8508,,,,340,2430,4254,8508,0.00%,,-14.74%,
16-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.09%,,30,33,,-6.22%,,68069.90218,629581.4611,1/16/23,VUT,4,671322.8303,2710,8508,,,,280,2500,0,8508,0.00%,,-7.75%,
23-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.33%,,26,30,,-18.20%,,68069.90218,515018.4419,1/23/23,VUT,4,629581.4611,2500,8508,,,,280,2020,0,4254,-50.00%,,-19.20%,
30-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,65.38%,,43,26,,43.89%,,68069.90218,741062.5058,1/30/23,VUT,4,515018.4419,2020,4254,,,,280,3010,0,0,-100.00%,,49.01%,
13-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-38.46%,,24,39,,-37.01%,,37759.37406,484707.9138,2/13/23,VUT,2,769445.6884,3130,8508,,,,140,1880,0,4254,-50.00%,,-39.94%,
15-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-33.33%,,24,36,,-39.88%,,105829.2762,430765.9509,2/15/23,VUT,6,716531.0503,2920,8508,,,,420,1680,0,0,-100.00%,,-42.47%,
25-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,360.00%,,23,5,,103.69%,,68069.90218,404437.4179,3/25/23,VUT,4,198557.938,750,8508,,,,280,1610,0,0,-100.00%,,114.67%,
27-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,237.50%,,27,8,,89.38%,,68069.90218,476231.7431,3/27/23,VUT,4,251472.5762,960,8508,,,,280,1890,0,0,-100.00%,,96.88%,
1-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,30.43%,,30,23,,30.84%,,105829.2762,529146.3812,4/1/23,VUT,6,404437.4179,1610,,,,,420,2100,0,0,,,30.43%,
15-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,43.48%,,33,23,,43.00%,,136139.8044,578336.5963,4/15/23,VUT,8,404437.4179,1610,,,,,560,2310,0,0,,,43.48%,
3-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,8,,,,,105829.2762,143588.6503,5/3/23,VUT,6,,,,,,,420,560,0,0,,,,
4-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,10,,,,,37759.37406,181348.0243,5/4/23,VUT,2,,,,,,,140,700,0,0,,,,
5-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,16,,,,,98380.4303,279728.4546,5/5/23,VUT,6,,,,,,,420,1120,0,0,,,,
10-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,250.00%,,28,8,,242.22%,,105829.2762,491387.0071,5/10/23,VUT,6,143588.6503,560,,,,,420,1960,0,0,,,250.00%,
4-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.45%,,29,31,,-5.65%,,56639.06108,506542.2712,6/4/23,VUT,3,536852.7993,2170,,,,,210,2030,0,0,,,-6.45%,
12-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.33%,,29,30,,-3.62%,,68069.90218,502817.8482,6/12/23,VUT,4,521697.5352,2100,,,,,280,2030,0,0,,,-3.33%,
17-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,,30,29,,3.75%,,86949.58921,521697.5352,6/17/23,VUT,5,502817.8482,2030,,,,,350,2100,0,0,,,3.45%,
27-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.33%,,31,30,,2.90%,,37759.37406,536852.7993,6/27/23,VUT,2,521697.5352,2100,,,,,140,2170,0,0,,,3.33%,
8-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,32,32,,0.00%,,105829.2762,559456.9093,7/8/23,VUT,6,559456.9093,2240,,,,,420,2240,0,0,,,0.00%,
10-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,32,32,,0.00%,,68069.90218,559456.9093,7/10/23,VUT,4,559456.9093,2240,,,,,280,2240,0,0,,,0.00%,
18-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,9.38%,,35,32,,22.00%,,75518.74811,682547.6137,7/18/23,VUT,4,559456.9093,2240,,,,,280,2724,0,7623,,,21.61%,
27-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.13%,,31,32,,-5.61%,,68069.90218,590794.7622,7/27/23,VUT,4,625908.5526,2514,7623,,,,280,2370,0,4254,-44.20%,,-5.73%,
28-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,10.00%,,33,30,,14.67%,,147570.6454,621105.2904,7/28/23,VUT,9,541656.0615,2174,3369,,,,630,2510,0,4254,26.27%,,15.46%,
23-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,70.00%,,34,20,,45.95%,,105829.2762,597216.2833,8/23/23,VUT,6,409189.1657,1600,4254,,,,420,2380,0,0,-100.00%,,48.75%,
29-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.82%,,31,34,,-9.48%,,37759.37406,540577.2223,8/29/23,VUT,2,597216.2833,2380,,,,,140,2170,0,0,,,-8.82%,
14-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.76%,,30,34,,-11.54%,,49190.21515,521697.5352,9/14/23,VUT,3,589767.4374,2380,,,,,210,2100,0,0,,,-11.76%,
27-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,32.14%,,37,28,,51.75%,,105829.2762,705742.6577,9/27/23,VUT,6,465058.4742,1960,,,,,420,2810,0,0,,,43.37%,
28-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.50%,,36,32,,13.17%,,165165.4355,683138.5477,9/28/23,VUT,6,603637.8045,2460,,,,,640,2740,0,0,,,11.38%,
29-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,15.63%,,37,32,,15.44%,,117260.1173,705742.6577,9/29/23,VUT,7,611344.2226,2460,,,,,490,2810,0,0,,,14.23%,
10-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,29.17%,,31,24,,9.78%,,37759.37406,521697.5352,10/10/23,VUT,2,475204.4182,1900,,,,,140,2170,0,0,,,14.21%,
14-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,65.00%,,33,20,,79.90%,,86949.58921,578336.5963,10/14/23,VUT,5,321469.8239,1400,,,,,350,2310,0,0,,,65.00%,
21-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.03%,1500.00%,32,33,2,6.06%,568.91%,136139.8044,613398.8722,10/21/23,VUT,8,578336.5963,2310,,91701.33699,340,4254,560,2440,0,4254,,0.00%,5.63%,617.65%
22-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.23%,1500.00%,32,31,2,13.47%,568.91%,56639.06108,613398.8722,10/22/23,VUT,3,540577.2223,2170,,91701.33699,340,4254,210,2440,0,4254,,0.00%,12.44%,617.65%
23-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.23%,1500.00%,32,31,2,13.47%,568.91%,68069.90218,613398.8722,10/23/23,VUT,4,540577.2223,2170,,91701.33699,340,4254,280,2440,0,4254,,0.00%,12.44%,617.65%
